rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,e2d8892c,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats,Paris S-G,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e2d8892c.png,14,12,1,1,44,11,+33,37,2.64,40.4,11.0,+29.4,+2.10,13,10,1,2,31,13,+18,31,2.38,33.8,12.0,+21.7,+1.67,13,2019-2020,eeec795d-8b5e-4d64-8c8f-a300168d2a2a
2,5725cc7b,/en/squads/5725cc7b/2019-2020/Marseille-Stats,Marseille,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.5725cc7b.png,14,8,4,2,21,14,+7,28,2.00,19.3,11.4,+7.9,+0.57,14,8,4,2,20,15,+5,28,2.00,16.9,20.4,-3.5,-0.25,13,2019-2020,eeec795d-8b5e-4d64-8c8f-a300168d2a2a
3,b3072e00,/en/squads/b3072e00/2019-2020/Rennes-Stats,Rennes,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.b3072e00.png,14,9,2,3,25,14,+11,29,2.07,22.4,13.0,+9.4,+0.67,14,6,3,5,13,10,+3,21,1.50,14.7,17.2,-2.5,-0.18,13,2019-2020,eeec795d-8b5e-4d64-8c8f-a300168d2a2a
4,cb188c0c,/en/squads/cb188c0c/2019-2020/Lille-Stats,Lille,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.cb188c0c.png,15,11,2,2,24,9,+15,35,2.33,26.0,12.8,+13.2,+0.88,13,4,2,7,11,18,-7,14,1.08,14.2,18.6,-4.3,-0.33,13,2019-2020,eeec795d-8b5e-4d64-8c8f-a300168d2a2a
5,132ebc33,/en/squads/132ebc33/2019-2020/Nice-Stats,Nice,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.132ebc33.png,15,8,4,3,28,20,+8,28,1.87,21.1,21.5,-0.4,-0.02,13,3,4,6,13,18,-5,13,1.00,14.6,22.4,-7.8,-0.60,13,2019-2020,eeec795d-8b5e-4d64-8c8f-a300168d2a2a
6,7fdd64e0,/en/squads/7fdd64e0/2019-2020/Reims-Stats,Reims,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7fdd64e0.png,14,5,7,2,12,7,+5,22,1.57,16.4,12.7,+3.8,+0.27,14,5,4,5,14,14,0,19,1.36,14.2,15.8,-1.6,-0.12,13,2019-2020,eeec795d-8b5e-4d64-8c8f-a300168d2a2a
7,d53c0b06,/en/squads/d53c0b06/2019-2020/Lyon-Stats,Lyon,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d53c0b06.png,13,5,4,4,17,7,+10,19,1.46,15.3,12.1,+3.1,+0.24,15,6,3,6,25,20,+5,21,1.40,22.3,14.9,+7.4,+0.49,13,2019-2020,eeec795d-8b5e-4d64-8c8f-a300168d2a2a
8,281b0e73,/en/squads/281b0e73/2019-2020/Montpellier-Stats,Montpellier,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.281b0e73.png,14,10,2,2,26,10,+16,32,2.29,23.2,14.2,+9.0,+0.64,14,1,5,8,9,24,-15,8,0.57,12.1,20.6,-8.4,-0.60,13,2019-2020,eeec795d-8b5e-4d64-8c8f-a300168d2a2a
9,fd6114db,/en/squads/fd6114db/2019-2020/Monaco-Stats,Monaco,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.fd6114db.png,14,8,2,4,29,22,+7,26,1.86,26.8,18.0,+8.8,+0.63,14,3,5,6,15,22,-7,14,1.00,22.1,24.8,-2.7,-0.19,13,2019-2020,eeec795d-8b5e-4d64-8c8f-a300168d2a2a
10,c0d3eab4,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats,Strasbourg,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c0d3eab4.png,13,7,3,3,22,14,+8,24,1.85,21.2,13.1,+8.1,+0.63,14,4,2,8,10,18,-8,14,1.00,13.0,19.1,-6.1,-0.44,13,2019-2020,eeec795d-8b5e-4d64-8c8f-a300168d2a2a
