team_id,team_url,team,players_used_away,minutes_90s_away,tackles_away,tackles_won_away,tackles_def_3rd_away,tackles_mid_3rd_away,tackles_att_3rd_away,challenge_tackles_away,challenges_away,challenge_tackles_pct_away,challenges_lost_away,blocks_away,blocked_shots_away,blocked_passes_away,interceptions_away,tackles_interceptions_away,clearances_away,errors_away,competition_id,season_id,id
25622401,/en/squads/25622401/2018-2019/Amiens-Stats,vs Amiens,26,38.0,630,380,296,262,72,228,485,47.0,257,353,99,254,406,1036,771,13,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
69236f98,/en/squads/69236f98/2018-2019/Angers-Stats,vs Angers,24,38.0,691,427,321,298,72,245,561,43.7,316,373,107,266,412,1103,770,13,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
123f3efe,/en/squads/123f3efe/2018-2019/Bordeaux-Stats,vs Bordeaux,33,38.0,739,481,316,323,100,312,657,47.5,345,401,96,305,369,1108,746,14,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
74229020,/en/squads/74229020/2018-2019/Caen-Stats,vs Caen,26,38.0,679,386,284,313,82,267,535,49.9,268,337,95,242,330,1009,815,3,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
8dfb7350,/en/squads/8dfb7350/2018-2019/Dijon-Stats,vs Dijon,26,38.0,635,390,292,279,64,252,602,41.9,350,375,105,270,359,994,796,12,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
d41b5f53,/en/squads/d41b5f53/2018-2019/Guingamp-Stats,vs Guingamp,30,38.0,694,431,375,253,66,219,573,38.2,354,369,116,253,414,1108,978,13,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
cb188c0c,/en/squads/cb188c0c/2018-2019/Lille-Stats,vs Lille,25,38.0,728,465,353,296,79,267,632,42.2,365,383,104,279,467,1195,725,15,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
d53c0b06,/en/squads/d53c0b06/2018-2019/Lyon-Stats,vs Lyon,25,38.0,755,426,392,283,80,301,764,39.4,463,454,160,294,517,1272,781,19,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
5725cc7b,/en/squads/5725cc7b/2018-2019/Marseille-Stats,vs Marseille,24,38.0,666,417,353,256,57,299,654,45.7,355,380,126,254,440,1106,904,11,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
fd6114db,/en/squads/fd6114db/2018-2019/Monaco-Stats,vs Monaco,42,38.0,632,379,317,240,75,282,574,49.1,292,421,131,290,449,1081,807,21,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
281b0e73,/en/squads/281b0e73/2018-2019/Montpellier-Stats,vs Montpellier,25,38.0,647,410,328,254,65,260,563,46.2,303,402,114,288,409,1056,906,15,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
d7a486cd,/en/squads/d7a486cd/2018-2019/Nantes-Stats,vs Nantes,33,38.0,623,400,310,253,60,227,507,44.8,280,445,136,309,494,1117,871,15,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
132ebc33,/en/squads/132ebc33/2018-2019/Nice-Stats,vs Nice,30,38.0,830,483,400,344,86,421,927,45.4,506,385,119,266,400,1230,580,10,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
1cbf5f9e,/en/squads/1cbf5f9e/2018-2019/Nimes-Stats,vs Nîmes,23,38.0,723,447,349,294,80,319,681,46.8,362,391,120,271,398,1121,922,15,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
e2d8892c,/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats,vs Paris S-G,30,38.0,749,482,410,261,78,295,748,39.4,453,372,115,257,493,1242,788,20,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
7fdd64e0,/en/squads/7fdd64e0/2018-2019/Reims-Stats,vs Reims,27,38.0,607,384,257,257,93,269,588,45.7,319,341,84,257,412,1019,779,16,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
b3072e00,/en/squads/b3072e00/2018-2019/Rennes-Stats,vs Rennes,28,38.0,751,441,368,295,88,378,768,49.2,390,372,106,266,389,1140,787,17,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
d298ef2c,/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats,vs Saint-Étienne,29,38.0,662,406,327,248,87,254,568,44.7,314,396,140,256,451,1113,811,24,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
c0d3eab4,/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats,vs Strasbourg,26,38.0,628,387,308,245,75,229,515,44.5,286,401,93,308,390,1018,778,14,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
3f8c4b5f,/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats,vs Toulouse,29,38.0,776,438,383,292,101,329,695,47.3,366,375,107,268,419,1195,800,17,13,2018-2019,d8dd6d8a-a526-4d8f-98bf-d1d441d5e63c
