team_id,team_url,team,players_used_away,minutes_90s_away,cards_yellow_away,cards_red_away,cards_yellow_red_away,fouls_away,fouled_away,offsides_away,crosses_away,interceptions_away,tackles_won_away,pens_won_away,pens_conceded_away,own_goals_away,ball_recoveries_away,aerials_won_away,aerials_lost_away,aerials_won_pct_away,competition_id,season_id,id
25622401,/en/squads/25622401/2017-2018/Amiens-Stats,vs Amiens,30,38.0,55,2,1,484,479,72,845,470,457,4,4,1,2351,725,637,53.2,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
69236f98,/en/squads/69236f98/2017-2018/Angers-Stats,vs Angers,27,38.0,83,7,3,463,462,71,687,436,469,5,4,1,2205,654,592,52.5,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
123f3efe,/en/squads/123f3efe/2017-2018/Bordeaux-Stats,vs Bordeaux,31,38.0,73,3,3,495,503,56,640,468,451,6,6,1,2151,631,578,52.2,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
74229020,/en/squads/74229020/2017-2018/Caen-Stats,vs Caen,26,38.0,73,2,0,456,505,54,654,468,412,5,8,2,2270,770,814,48.6,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
8dfb7350,/en/squads/8dfb7350/2017-2018/Dijon-Stats,vs Dijon,26,38.0,59,3,0,488,472,87,817,403,414,14,5,3,2289,665,603,52.4,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
d41b5f53,/en/squads/d41b5f53/2017-2018/Guingamp-Stats,vs Guingamp,23,38.0,76,6,1,539,469,101,703,481,455,4,7,2,1980,635,610,51.0,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
cb188c0c,/en/squads/cb188c0c/2017-2018/Lille-Stats,vs Lille,25,38.0,71,2,1,449,463,71,630,489,516,6,2,0,2222,460,485,48.7,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
d53c0b06,/en/squads/d53c0b06/2017-2018/Lyon-Stats,vs Lyon,26,38.0,75,7,4,556,450,51,742,462,504,8,7,2,2044,458,573,44.4,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
5725cc7b,/en/squads/5725cc7b/2017-2018/Marseille-Stats,vs Marseille,26,38.0,64,5,2,496,492,60,570,473,447,5,8,1,1993,571,607,48.5,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
f83960ae,/en/squads/f83960ae/2017-2018/Metz-Stats,vs Metz,36,38.0,54,5,2,460,510,104,712,433,416,5,4,1,2243,725,615,54.1,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
fd6114db,/en/squads/fd6114db/2017-2018/Monaco-Stats,vs Monaco,32,38.0,68,4,0,546,486,84,736,427,451,4,8,2,2135,609,612,49.9,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
281b0e73,/en/squads/281b0e73/2017-2018/Montpellier-Stats,vs Montpellier,23,38.0,77,2,1,554,425,53,632,501,430,4,2,0,2175,554,633,46.7,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
d7a486cd,/en/squads/d7a486cd/2017-2018/Nantes-Stats,vs Nantes,30,38.0,73,2,1,433,459,40,868,448,422,4,5,0,2129,692,667,50.9,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
132ebc33,/en/squads/132ebc33/2017-2018/Nice-Stats,vs Nice,31,38.0,70,4,0,557,420,62,704,484,442,3,10,1,2021,381,388,49.5,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
e2d8892c,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats,vs Paris S-G,28,38.0,77,3,2,511,406,92,611,540,479,4,9,8,1954,265,353,42.9,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
b3072e00,/en/squads/b3072e00/2017-2018/Rennes-Stats,vs Rennes,28,38.0,104,7,4,558,457,77,726,455,439,7,8,2,2064,642,674,48.8,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
d298ef2c,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats,vs Saint-Étienne,30,38.0,68,4,1,511,485,56,815,493,452,6,11,2,2099,597,627,48.8,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
c0d3eab4,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats,vs Strasbourg,25,38.0,80,4,1,462,505,73,728,413,430,6,7,1,2100,664,700,48.7,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
3f8c4b5f,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats,vs Toulouse,25,38.0,77,9,5,516,554,152,720,408,455,6,11,3,2125,672,748,47.3,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
54195385,/en/squads/54195385/2017-2018/Troyes-Stats,vs Troyes,25,38.0,51,5,1,416,477,128,821,476,441,4,3,2,2204,787,641,55.1,13,2017-2018,a282858d-74e8-4a53-97ab-cf54e29b4336
