team_id,team_url,team,players_used,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,competition_id,season_id,id
squads,/en/squads/69236f98/Angers-Stats,Angers,30,34.0,14057,12474,1514,422,53,69,575,594,129,52,54,4,11082,69,256,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/5ae09109/Auxerre-Stats,Auxerre,29,34.0,14162,12617,1497,451,34,168,542,584,134,49,65,0,11002,48,287,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/fb08dbb3/Brest-Stats,Brest,30,34.0,16021,14404,1575,485,41,133,641,614,142,71,62,0,12678,42,292,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/5c2737db/Le-Havre-Stats,Le Havre,31,34.0,14115,12577,1488,442,24,82,695,572,131,89,31,0,11125,50,274,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/fd4e0f7d/Lens-Stats,Lens,33,34.0,18173,16605,1484,396,59,78,706,628,186,87,71,0,14837,84,346,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/cb188c0c/Lille-Stats,Lille,27,34.0,19728,18220,1460,415,42,101,535,602,168,50,70,1,16765,48,308,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/d53c0b06/Lyon-Stats,Lyon,31,34.0,19063,17487,1505,416,61,112,598,606,185,79,75,0,16061,71,353,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
5725cc7b,/en/squads/5725cc7b/2024-2025/Marseille-Stats,Marseille,32,34.0,23240,21718,1469,454,58,75,609,578,177,80,69,0,20427,53,328,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
fd6114db,/en/squads/fd6114db/2024-2025/Monaco-Stats,Monaco,28,34.0,17916,16257,1590,494,88,88,563,622,184,87,70,0,14561,69,288,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/281b0e73/Montpellier-Stats,Montpellier,35,34.0,14420,12786,1569,460,45,109,646,575,155,55,75,0,11442,65,276,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/d7a486cd/Nantes-Stats,Nantes,30,34.0,13956,12362,1563,437,28,46,611,658,143,67,61,0,10999,31,280,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/132ebc33/Nice-Stats,Nice,31,34.0,16103,14573,1474,440,88,62,599,556,170,60,72,0,13129,56,299,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
e2d8892c,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats,Paris S-G,28,34.0,25781,24296,1431,410,97,175,562,580,216,63,70,1,23156,54,308,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/7fdd64e0/Reims-Stats,Reims,34,34.0,14602,13035,1508,432,38,94,611,576,134,56,58,0,11657,59,251,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/b3072e00/Rennes-Stats,Rennes,35,34.0,16913,15272,1593,483,37,120,580,638,170,86,49,0,13914,48,307,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/d298ef2c/Saint-Etienne-Stats,Saint-Étienne,32,34.0,15954,14389,1519,425,51,48,402,590,129,37,55,0,13001,46,261,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/c0d3eab4/Strasbourg-Stats,Strasbourg,30,34.0,17462,15928,1486,485,58,46,496,543,140,64,57,0,14667,48,253,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
squads,/en/squads/3f8c4b5f/Toulouse-Stats,Toulouse,27,34.0,14867,13229,1592,463,44,95,580,657,163,93,52,0,11674,46,287,13,2024-2025,578504c6-68bd-45ac-9459-60aa824d8cac
