team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
25622401,/en/squads/25622401/2017-2018/Amiens-Stats,Amiens,2,38.0,42,4,0,3,0,50.2,0.27,+8.2,+0.21,336,930,36.1,911,102,63.1,43.9,374,94.9,58.8,653,31,4.7,25,0.66,12.6,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
69236f98,/en/squads/69236f98/2017-2018/Angers-Stats,Angers,3,38.0,52,7,1,3,4,42.8,0.26,-5.2,-0.14,220,625,35.2,750,176,48.5,38.6,306,85.3,56.3,538,31,5.8,31,0.82,16.2,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
123f3efe,/en/squads/123f3efe/2017-2018/Bordeaux-Stats,Bordeaux,2,38.0,48,4,4,5,1,41.6,0.26,-5.4,-0.14,245,651,37.6,900,154,45.4,37.6,307,78.8,54.7,496,30,6.0,35,0.92,12.4,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
74229020,/en/squads/74229020/2017-2018/Caen-Stats,Caen,2,38.0,52,5,0,5,4,46.8,0.28,-1.2,-0.03,375,822,45.6,875,113,64.2,45.0,290,89.7,57.1,515,17,3.3,20,0.53,12.7,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
8dfb7350,/en/squads/8dfb7350/2017-2018/Dijon-Stats,Dijon,1,38.0,73,11,2,6,3,67.2,0.27,-2.8,-0.07,313,727,43.1,1322,227,41.4,36.2,323,55.7,44.8,643,48,7.5,83,2.18,16.8,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
d41b5f53,/en/squads/d41b5f53/2017-2018/Guingamp-Stats,Guingamp,1,38.0,59,5,0,5,1,50.5,0.26,-7.5,-0.20,295,705,41.8,867,163,52.4,41.2,308,81.5,58.6,547,27,4.9,21,0.55,12.9,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
cb188c0c,/en/squads/cb188c0c/2017-2018/Lille-Stats,Lille,4,38.0,67,5,1,5,3,57.6,0.28,-6.4,-0.17,158,400,39.5,960,212,24.4,29.5,323,51.4,45.0,503,39,7.8,63,1.66,16.1,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
d53c0b06,/en/squads/d53c0b06/2017-2018/Lyon-Stats,Lyon,2,38.0,43,5,2,3,3,42.4,0.25,+2.4,+0.06,128,354,36.2,880,181,28.3,31.6,263,39.9,38.9,576,24,4.2,30,0.79,13.9,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
5725cc7b,/en/squads/5725cc7b/2017-2018/Marseille-Stats,Marseille,2,38.0,47,4,2,5,2,40.8,0.26,-4.2,-0.11,166,446,37.2,875,168,36.3,34.4,248,51.6,41.7,427,32,7.5,24,0.63,11.8,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
f83960ae,/en/squads/f83960ae/2017-2018/Metz-Stats,Metz,3,38.0,76,3,1,9,2,71.9,0.33,-2.1,-0.06,299,764,39.1,865,189,54.9,42.5,320,90.3,59.5,559,19,3.4,44,1.16,15.5,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
fd6114db,/en/squads/fd6114db/2017-2018/Monaco-Stats,Monaco,3,38.0,45,5,1,4,1,46.1,0.29,+2.1,+0.05,197,506,38.9,753,179,43.4,37.3,324,55.2,45.0,576,36,6.3,25,0.66,13.0,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
281b0e73,/en/squads/281b0e73/2017-2018/Montpellier-Stats,Montpellier,1,38.0,33,5,1,4,0,37.9,0.29,+4.9,+0.13,249,556,44.8,880,219,44.2,37.6,268,62.3,45.8,494,51,10.3,24,0.63,12.8,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
d7a486cd,/en/squads/d7a486cd/2017-2018/Nantes-Stats,Nantes,2,38.0,41,3,0,8,1,35.2,0.24,-4.8,-0.13,237,625,37.9,767,176,44.3,37.2,341,83.6,56.9,653,44,6.7,25,0.66,11.5,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
132ebc33,/en/squads/132ebc33/2017-2018/Nice-Stats,Nice,2,38.0,52,3,2,1,3,50.3,0.30,+1.3,+0.03,141,341,41.3,734,197,22.8,29.2,323,53.9,43.8,562,18,3.2,9,0.24,11.1,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
e2d8892c,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats,Paris S-G,2,38.0,29,3,2,5,1,31.2,0.23,+3.2,+0.08,56,110,50.9,729,187,9.9,22.8,262,14.5,28.9,470,26,5.5,55,1.45,16.1,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
b3072e00,/en/squads/b3072e00/2017-2018/Rennes-Stats,Rennes,3,38.0,44,5,1,6,2,48.3,0.28,+6.3,+0.16,226,630,35.9,782,118,51.5,40.6,293,77.5,54.3,548,28,5.1,53,1.39,15.5,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
d298ef2c,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats,Saint-Étienne,2,38.0,50,6,3,5,1,55.6,0.28,+6.6,+0.17,228,608,37.5,959,144,40.5,42.6,320,68.8,47.1,600,33,5.5,22,0.58,9.8,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
c0d3eab4,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats,Strasbourg,3,38.0,67,6,0,8,0,59.3,0.31,-7.7,-0.20,289,721,40.1,853,146,52.4,38.3,326,84.0,56.2,568,32,5.6,24,0.63,12.6,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
3f8c4b5f,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats,Toulouse,1,38.0,54,6,3,6,2,52.2,0.30,+0.2,+0.01,315,740,42.6,931,166,51.9,39.6,331,77.6,54.6,565,23,4.1,79,2.08,17.7,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
54195385,/en/squads/54195385/2017-2018/Troyes-Stats,Troyes,2,38.0,59,4,0,6,1,54.7,0.27,-3.3,-0.09,275,827,33.3,956,173,52.6,41.3,357,90.8,59.0,650,31,4.8,30,0.79,13.8,13,2017-2018,3d320af3-538b-40fb-8f7c-4e133aff9237
