team_id,team_url,team,players_used_away,minutes_90s_away,passes_completed_away,passes_away,passes_pct_away,passes_total_distance_away,passes_progressive_distance_away,passes_completed_short_away,passes_short_away,passes_pct_short_away,passes_completed_medium_away,passes_medium_away,passes_pct_medium_away,passes_completed_long_away,passes_long_away,passes_pct_long_away,assists_away,xg_assist_away,pass_xa_away,xg_assist_net_away,assisted_shots_away,passes_into_final_third_away,passes_into_penalty_area_away,crosses_into_penalty_area_away,progressive_passes_away,competition_id,season_id,id
25622401,/en/squads/25622401/2017-2018/Amiens-Stats,vs Amiens,30,38.0,16074,20616,78.0,280243,108471,7544,8596,87.8,6047,7336,82.4,1822,3366,54.1,30,40.2,43.1,-10.2,449,1335,350,107,1751,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
69236f98,/en/squads/69236f98/2017-2018/Angers-Stats,vs Angers,27,38.0,16954,20989,80.8,298673,104755,7816,8799,88.8,6607,7650,86.4,1949,3277,59.5,34,33.4,28.1,+0.6,316,1339,246,74,1777,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
123f3efe,/en/squads/123f3efe/2017-2018/Bordeaux-Stats,vs Bordeaux,31,38.0,14431,18338,78.7,261901,99838,6321,7217,87.6,5771,6831,84.5,1798,3167,56.8,30,28.0,28.5,+2.0,292,1076,215,74,1408,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
74229020,/en/squads/74229020/2017-2018/Caen-Stats,vs Caen,26,38.0,15155,19629,77.2,267347,106265,7000,8081,86.6,5578,6822,81.8,1870,3322,56.3,31,34.2,33.0,-3.2,325,1158,250,71,1553,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
8dfb7350,/en/squads/8dfb7350/2017-2018/Dijon-Stats,vs Dijon,26,38.0,14327,18476,77.5,263980,104780,6226,7154,87.0,5486,6635,82.7,2022,3445,58.7,46,39.8,34.4,+6.2,371,1239,281,85,1635,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
d41b5f53,/en/squads/d41b5f53/2017-2018/Guingamp-Stats,vs Guingamp,23,38.0,14325,18424,77.8,258329,102071,6344,7329,86.6,5532,6652,83.2,1830,3213,57.0,48,36.1,32.6,+11.9,370,1070,263,74,1493,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
cb188c0c,/en/squads/cb188c0c/2017-2018/Lille-Stats,vs Lille,25,38.0,13710,17524,78.2,242053,97910,6257,7129,87.8,5362,6425,83.5,1563,2853,54.8,44,41.3,34.6,+2.7,371,1011,242,68,1459,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
d53c0b06,/en/squads/d53c0b06/2017-2018/Lyon-Stats,vs Lyon,26,38.0,12936,16781,77.1,228828,87874,6058,6920,87.5,4865,5886,82.7,1531,2936,52.1,24,25.0,24.4,-1.0,308,934,193,64,1348,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
5725cc7b,/en/squads/5725cc7b/2017-2018/Marseille-Stats,vs Marseille,26,38.0,11370,15235,74.6,210424,86809,5048,5979,84.4,4264,5270,80.9,1638,2910,56.3,30,27.5,26.1,+2.5,281,852,203,61,1231,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
f83960ae,/en/squads/f83960ae/2017-2018/Metz-Stats,vs Metz,36,38.0,16131,20255,79.6,287331,110659,7229,8258,87.5,6390,7495,85.3,1900,3231,58.8,53,54.4,47.4,-1.4,421,1205,308,81,1763,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
fd6114db,/en/squads/fd6114db/2017-2018/Monaco-Stats,vs Monaco,32,38.0,13662,17814,76.7,247701,99618,6115,7053,86.7,5269,6390,82.5,1737,3198,54.3,34,35.8,29.9,-1.8,335,965,246,74,1381,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
281b0e73,/en/squads/281b0e73/2017-2018/Montpellier-Stats,vs Montpellier,23,38.0,15796,19926,79.3,288456,106046,6906,7799,88.5,6302,7431,84.8,2033,3563,57.1,23,27.5,27.0,-4.5,272,1096,210,60,1461,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
d7a486cd,/en/squads/d7a486cd/2017-2018/Nantes-Stats,vs Nantes,30,38.0,16435,20918,78.6,305507,114525,7035,8084,87.0,6577,7856,83.7,2281,3717,61.4,32,26.0,30.6,+6.0,346,1245,299,88,1757,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
132ebc33,/en/squads/132ebc33/2017-2018/Nice-Stats,vs Nice,31,38.0,13708,17085,80.2,244409,91136,6289,7056,89.1,5223,6084,85.8,1658,2841,58.4,38,34.3,30.6,+3.7,355,1189,272,106,1495,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
e2d8892c,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats,vs Paris S-G,28,38.0,10273,13432,76.5,179782,76238,4947,5616,88.1,3705,4456,83.1,1176,2386,49.3,19,22.9,22.1,-3.9,291,718,174,53,1057,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
b3072e00,/en/squads/b3072e00/2017-2018/Rennes-Stats,vs Rennes,28,38.0,13768,18015,76.4,248318,95213,6118,7067,86.6,5404,6525,82.8,1675,3164,52.9,32,33.8,32.4,-1.8,320,978,248,80,1428,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
d298ef2c,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats,vs Saint-Étienne,30,38.0,14186,18142,78.2,251443,93833,6608,7505,88.0,5162,6220,83.0,1827,3171,57.6,30,37.4,37.1,-7.4,390,1150,257,89,1470,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
c0d3eab4,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats,vs Strasbourg,25,38.0,13578,17593,77.2,239493,98985,6282,7264,86.5,5060,6183,81.8,1634,2933,55.7,45,42.7,36.4,+2.3,344,1120,250,78,1631,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
3f8c4b5f,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats,vs Toulouse,25,38.0,14641,18947,77.3,253318,99492,6941,7883,88.1,5233,6343,82.5,1712,3220,53.2,35,37.5,37.1,-2.5,361,1187,295,88,1573,13,2017-2018,6931798f-752c-4cda-bbc4-2a885fdf6784
