rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,e2d8892c,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats,Paris S-G,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e2d8892c.png,19,17,1,1,70,15,+55,52,2.74,46.7,17.9,+28.8,+1.51,19,12,5,2,38,14,+24,41,2.16,39.4,16.4,+23.0,+1.21,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
2,fd6114db,/en/squads/fd6114db/2017-2018/Monaco-Stats,Monaco,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.fd6114db.png,19,15,3,1,47,17,+30,48,2.53,34.2,18.6,+15.6,+0.82,19,9,5,5,38,28,+10,32,1.68,28.1,29.9,-1.8,-0.10,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
3,d53c0b06,/en/squads/d53c0b06/2017-2018/Lyon-Stats,Lyon,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d53c0b06.png,19,12,5,2,38,18,+20,41,2.16,31.5,17.4,+14.1,+0.74,19,11,4,4,49,25,+24,37,1.95,31.9,22.7,+9.2,+0.48,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
4,5725cc7b,/en/squads/5725cc7b/2017-2018/Marseille-Stats,Marseille,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.5725cc7b.png,19,12,5,2,44,19,+25,41,2.16,43.2,16.0,+27.2,+1.43,19,10,6,3,36,28,+8,36,1.89,34.9,25.8,+9.1,+0.48,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
5,b3072e00,/en/squads/b3072e00/2017-2018/Rennes-Stats,Rennes,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.b3072e00.png,19,8,4,7,21,22,-1,28,1.47,27.5,21.2,+6.2,+0.33,19,8,6,5,29,22,+7,30,1.58,22.3,28.1,-5.7,-0.30,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
6,123f3efe,/en/squads/123f3efe/2017-2018/Bordeaux-Stats,Bordeaux,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.123f3efe.png,19,9,4,6,27,23,+4,31,1.63,29.4,18.9,+10.5,+0.55,19,7,3,9,26,25,+1,24,1.26,21.7,24.7,-3.0,-0.16,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
7,d298ef2c,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats,Saint-Étienne,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d298ef2c.png,19,8,7,4,32,27,+5,31,1.63,31.1,25.9,+5.2,+0.27,19,7,3,9,15,23,-8,24,1.26,19.9,28.2,-8.3,-0.44,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
8,132ebc33,/en/squads/132ebc33/2017-2018/Nice-Stats,Nice,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.132ebc33.png,19,10,3,6,29,23,+6,33,1.74,28.2,19.7,+8.6,+0.45,19,5,6,8,24,29,-5,21,1.11,21.0,29.9,-8.9,-0.47,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
9,d7a486cd,/en/squads/d7a486cd/2017-2018/Nantes-Stats,Nantes,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d7a486cd.png,19,8,4,7,15,17,-2,28,1.47,22.7,15.7,+7.0,+0.37,19,6,6,7,21,24,-3,24,1.26,19.1,22.4,-3.3,-0.17,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
10,281b0e73,/en/squads/281b0e73/2017-2018/Montpellier-Stats,Montpellier,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.281b0e73.png,19,5,9,5,20,19,+1,24,1.26,23.8,17.5,+6.3,+0.33,19,6,9,4,16,14,+2,27,1.42,18.8,21.5,-2.6,-0.14,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
11,8dfb7350,/en/squads/8dfb7350/2017-2018/Dijon-Stats,Dijon,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.8dfb7350.png,19,11,3,5,35,28,+7,36,1.89,24.1,27.9,-3.8,-0.20,19,2,6,11,20,45,-25,12,0.63,17.5,35.9,-18.4,-0.97,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
12,d41b5f53,/en/squads/d41b5f53/2017-2018/Guingamp-Stats,Guingamp,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d41b5f53.png,19,8,7,4,30,24,+6,31,1.63,29.3,18.3,+11.0,+0.58,19,4,4,11,18,35,-17,16,0.84,16.2,30.7,-14.5,-0.76,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
13,25622401,/en/squads/25622401/2017-2018/Amiens-Stats,Amiens,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.25622401.png,19,8,5,6,26,19,+7,29,1.53,20.8,24.4,-3.6,-0.19,19,4,4,11,11,23,-12,16,0.84,12.0,30.5,-18.5,-0.97,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
14,69236f98,/en/squads/69236f98/2017-2018/Angers-Stats,Angers,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.69236f98.png,19,5,7,7,23,28,-5,22,1.16,25.7,22.2,+3.5,+0.18,19,4,7,8,19,24,-5,19,1.00,21.9,23.6,-1.7,-0.09,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
15,c0d3eab4,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats,Strasbourg,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c0d3eab4.png,19,7,6,6,27,27,0,27,1.42,25.8,23.9,+1.9,+0.10,19,2,5,12,17,40,-23,11,0.58,19.7,34.5,-14.8,-0.78,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
16,74229020,/en/squads/74229020/2017-2018/Caen-Stats,Caen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.74229020.png,19,7,5,7,17,19,-2,26,1.37,24.5,21.4,+3.0,+0.16,19,3,3,13,10,33,-23,12,0.63,18.3,26.5,-8.2,-0.43,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
17,cb188c0c,/en/squads/cb188c0c/2017-2018/Lille-Stats,Lille,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.cb188c0c.png,19,6,6,7,24,27,-3,24,1.26,19.7,25.9,-6.1,-0.32,19,4,2,13,17,40,-23,14,0.74,16.7,32.1,-15.4,-0.81,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
18,3f8c4b5f,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats,Toulouse,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.3f8c4b5f.png,19,7,5,7,23,21,+2,26,1.37,29.5,23.1,+6.3,+0.33,19,2,5,12,15,33,-18,11,0.58,16.0,29.0,-12.9,-0.68,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
19,54195385,/en/squads/54195385/2017-2018/Troyes-Stats,Troyes,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.54195385.png,19,7,3,9,17,22,-5,24,1.26,21.6,22.6,-1.0,-0.05,19,2,3,14,15,37,-22,9,0.47,16.4,29.4,-13.0,-0.68,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
20,f83960ae,/en/squads/f83960ae/2017-2018/Metz-Stats,Metz,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.f83960ae.png,19,3,4,12,16,37,-21,13,0.68,22.4,31.5,-9.1,-0.48,19,3,4,12,18,39,-21,13,0.68,17.9,39.8,-21.9,-1.15,13,2017-2018,efad504e-6de1-4040-aed6-c8493150a48b
