team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,xg_away,npxg_away,xg_assist_away,npxg_xg_assist_away,progressive_carries_away,progressive_passes_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,xg_per90_away,xg_assist_per90_away,xg_xg_assist_per90_away,npxg_per90_away,npxg_xg_assist_per90_away,competition_id,season_id,id
25622401,/en/squads/25622401/2018-2019/Amiens-Stats,vs Amiens,26,26.1,53.5,38,418,"3,420",38.0,50,34,84,44,6,9,61,3,49.8,42.8,33.4,76.3,680,1570,1.32,0.89,2.21,1.16,2.05,1.31,0.88,2.19,1.13,2.01,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
69236f98,/en/squads/69236f98/2018-2019/Angers-Stats,vs Angers,24,25.8,56.7,38,418,"3,420",38.0,47,40,87,44,3,5,76,3,47.9,44.0,34.2,78.2,816,1843,1.24,1.05,2.29,1.16,2.21,1.26,0.90,2.16,1.16,2.06,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
123f3efe,/en/squads/123f3efe/2018-2019/Bordeaux-Stats,vs Bordeaux,33,25.8,49.9,38,418,"3,420",38.0,42,30,72,36,6,7,69,2,53.5,48.1,36.6,84.7,723,1477,1.11,0.79,1.89,0.95,1.74,1.41,0.96,2.37,1.27,2.23,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
74229020,/en/squads/74229020/2018-2019/Caen-Stats,vs Caen,26,26.0,56.0,38,418,"3,420",38.0,52,33,85,46,6,8,65,4,63.8,57.6,42.5,100.1,755,1668,1.37,0.87,2.24,1.21,2.08,1.68,1.12,2.80,1.52,2.64,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
8dfb7350,/en/squads/8dfb7350/2018-2019/Dijon-Stats,vs Dijon,26,25.8,52.1,38,418,"3,420",38.0,59,41,100,56,3,3,48,5,58.2,55.9,40.4,96.3,721,1532,1.55,1.08,2.63,1.47,2.55,1.53,1.06,2.60,1.47,2.53,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
d41b5f53,/en/squads/d41b5f53/2018-2019/Guingamp-Stats,vs Guingamp,30,26.0,55.9,38,418,"3,420",38.0,68,42,110,65,3,6,76,4,53.4,48.7,33.4,82.0,684,1658,1.79,1.11,2.89,1.71,2.82,1.40,0.88,2.28,1.28,2.16,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
cb188c0c,/en/squads/cb188c0c/2018-2019/Lille-Stats,vs Lille,25,26.0,48.6,38,418,"3,420",38.0,33,19,52,27,6,10,76,8,42.1,34.2,25.8,60.0,696,1509,0.87,0.50,1.37,0.71,1.21,1.11,0.68,1.79,0.90,1.58,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
d53c0b06,/en/squads/d53c0b06/2018-2019/Lyon-Stats,vs Lyon,25,26.2,39.6,38,418,"3,420",38.0,44,27,71,39,5,5,70,10,43.9,40.0,28.9,68.9,723,1109,1.16,0.71,1.87,1.03,1.74,1.15,0.76,1.91,1.05,1.81,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
5725cc7b,/en/squads/5725cc7b/2018-2019/Marseille-Stats,vs Marseille,24,25.9,44.8,38,418,"3,420",38.0,52,29,81,42,10,12,69,3,45.6,36.1,24.6,60.7,577,1213,1.37,0.76,2.13,1.11,1.87,1.20,0.65,1.85,0.95,1.60,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
fd6114db,/en/squads/fd6114db/2018-2019/Monaco-Stats,vs Monaco,42,25.9,50.2,38,418,"3,420",38.0,55,43,98,50,5,8,68,4,50.2,43.9,35.6,79.4,652,1369,1.45,1.13,2.58,1.32,2.45,1.32,0.94,2.26,1.15,2.09,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
281b0e73,/en/squads/281b0e73/2018-2019/Montpellier-Stats,vs Montpellier,25,26.1,52.0,38,418,"3,420",38.0,40,25,65,37,3,5,65,5,41.8,38.0,30.0,68.0,800,1490,1.05,0.66,1.71,0.97,1.63,1.10,0.79,1.89,1.00,1.79,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
d7a486cd,/en/squads/d7a486cd/2018-2019/Nantes-Stats,vs Nantes,33,26.1,49.9,38,418,"3,420",38.0,48,35,83,44,4,8,79,4,47.0,40.6,30.6,71.2,654,1448,1.26,0.92,2.18,1.16,2.08,1.24,0.81,2.04,1.07,1.87,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
132ebc33,/en/squads/132ebc33/2018-2019/Nice-Stats,vs Nice,30,25.8,45.2,38,418,"3,420",38.0,34,25,59,31,3,6,66,6,50.0,45.3,33.8,79.1,727,1506,0.89,0.66,1.55,0.82,1.47,1.32,0.89,2.21,1.19,2.08,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
1cbf5f9e,/en/squads/1cbf5f9e/2018-2019/Nimes-Stats,vs Nîmes,23,26.1,54.3,38,418,"3,420",38.0,57,43,100,53,4,5,86,7,56.5,52.6,41.7,94.3,676,1627,1.50,1.13,2.63,1.39,2.53,1.49,1.10,2.59,1.38,2.48,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
e2d8892c,/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats,vs Paris S-G,30,25.9,36.3,38,418,"3,420",38.0,31,23,54,26,5,6,53,5,37.6,32.8,27.3,60.1,699,946,0.82,0.61,1.42,0.68,1.29,0.99,0.72,1.71,0.86,1.58,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
7fdd64e0,/en/squads/7fdd64e0/2018-2019/Reims-Stats,vs Reims,27,25.9,56.4,38,418,"3,420",38.0,40,22,62,33,7,7,54,5,45.0,39.5,29.0,68.4,756,1663,1.05,0.58,1.63,0.87,1.45,1.18,0.76,1.95,1.04,1.80,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
b3072e00,/en/squads/b3072e00/2018-2019/Rennes-Stats,vs Rennes,28,26.3,49.4,38,418,"3,420",38.0,51,39,90,47,4,5,84,7,47.6,43.7,34.8,78.5,687,1482,1.34,1.03,2.37,1.24,2.26,1.25,0.92,2.17,1.15,2.07,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
d298ef2c,/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats,vs Saint-Étienne,29,25.7,47.5,38,418,"3,420",38.0,40,29,69,33,7,9,70,5,50.4,43.6,34.5,78.1,766,1351,1.05,0.76,1.82,0.87,1.63,1.33,0.91,2.23,1.15,2.06,13,2018-2019,6d267a89-39f5-4019-8419-12a34bdc149e
