team_id,team_url,team,players_used,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,competition_id,season_id,id
fb08dbb3,/en/squads/fb08dbb3/2023-2024/Brest-Stats,Brest,25,34.0,17733,16093,1606,490,25,166,792,696,154,79,67,0,14111,34,336,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
d9676424,/en/squads/d9676424/2023-2024/Clermont-Foot-Stats,Clermont Foot,31,34.0,16784,15174,1559,458,51,78,551,581,150,73,52,2,13390,51,277,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
5c2737db,/en/squads/5c2737db/2023-2024/Le-Havre-Stats,Le Havre,27,34.0,15121,13517,1552,441,28,54,544,655,128,54,55,0,11739,52,321,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
fd4e0f7d,/en/squads/fd4e0f7d/2023-2024/Lens-Stats,Lens,27,34.0,18083,16450,1558,453,49,63,736,638,175,68,87,0,14709,75,344,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
cb188c0c,/en/squads/cb188c0c/2023-2024/Lille-Stats,Lille,28,34.0,19319,17662,1611,578,34,114,533,598,177,71,50,0,16278,46,285,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
d2c87802,/en/squads/d2c87802/2023-2024/Lorient-Stats,Lorient,38,34.0,16298,14696,1546,459,25,80,565,555,135,57,51,0,13284,56,292,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
d53c0b06,/en/squads/d53c0b06/2023-2024/Lyon-Stats,Lyon,35,34.0,17984,16440,1492,413,56,101,560,576,166,72,46,0,14823,52,330,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
5725cc7b,/en/squads/5725cc7b/2023-2024/Marseille-Stats,Marseille,33,34.0,18000,16375,1556,451,39,63,713,626,184,42,110,0,14716,69,312,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
f83960ae,/en/squads/f83960ae/2023-2024/Metz-Stats,Metz,30,34.0,11986,10324,1617,435,16,110,563,659,133,62,65,0,8816,45,279,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
fd6114db,/en/squads/fd6114db/2023-2024/Monaco-Stats,Monaco,30,34.0,18346,16702,1571,465,76,72,517,619,183,54,82,0,14825,73,335,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
281b0e73,/en/squads/281b0e73/2023-2024/Montpellier-Stats,Montpellier,31,34.0,14618,12910,1653,489,37,130,601,653,138,35,88,0,11198,55,317,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
d7a486cd,/en/squads/d7a486cd/2023-2024/Nantes-Stats,Nantes,35,34.0,15384,13814,1519,397,50,69,627,609,165,72,62,0,12180,51,276,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
132ebc33,/en/squads/132ebc33/2023-2024/Nice-Stats,Nice,27,34.0,18379,16875,1452,414,41,43,605,583,184,76,84,1,15511,52,283,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
e2d8892c,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats,Paris S-G,29,34.0,24396,22942,1401,395,73,98,513,540,198,58,60,0,21536,53,331,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
7fdd64e0,/en/squads/7fdd64e0/2023-2024/Reims-Stats,Reims,29,34.0,16365,14705,1576,392,45,103,618,688,174,65,85,0,12995,84,320,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
b3072e00,/en/squads/b3072e00/2023-2024/Rennes-Stats,Rennes,29,34.0,17580,16008,1536,483,38,96,554,608,157,57,67,0,14481,36,276,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
c0d3eab4,/en/squads/c0d3eab4/2023-2024/Strasbourg-Stats,Strasbourg,30,34.0,15031,13463,1533,487,44,65,554,586,117,61,39,2,12021,35,224,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
3f8c4b5f,/en/squads/3f8c4b5f/2023-2024/Toulouse-Stats,Toulouse,26,34.0,16304,14673,1581,476,43,102,526,622,151,53,78,0,13014,50,348,13,2023-2024,21fb7194-d99c-4bea-865f-939af9e6d113
