team_id,team_url,team,players_used,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,competition_id,season_id,id
25622401,/en/squads/25622401/2019-2020/Amiens-Stats,Amiens,27,28.0,9685,12850,75.4,167666,69296,4758,5530,86.0,3638,4570,79.6,1006,2015,49.9,20,16.9,17.5,+3.1,161,739,127,41,1013,13,2019-2020,ed005267-8eff-40fe-b7d2-d2b6cb459dfa
69236f98,/en/squads/69236f98/2019-2020/Angers-Stats,Angers,26,28.0,10518,13458,78.2,183652,73734,4767,5387,88.5,4021,4778,84.2,1219,2274,53.6,21,23.0,21.8,-2.0,267,736,195,68,1088,13,2019-2020,ed005267-8eff-40fe-b7d2-d2b6cb459dfa
123f3efe,/en/squads/123f3efe/2019-2020/Bordeaux-Stats,Bordeaux,26,28.0,12252,15092,81.2,216236,76128,5301,5940,89.2,5471,6290,87.0,1140,2058,55.4,29,21.6,18.0,+7.4,217,723,112,31,995,13,2019-2020,ed005267-8eff-40fe-b7d2-d2b6cb459dfa
fb08dbb3,/en/squads/fb08dbb3/2019-2020/Brest-Stats,Brest,24,28.0,11054,14206,77.8,208602,76093,4569,5299,86.2,4931,5835,84.5,1383,2456,56.3,27,22.1,21.4,+4.9,250,786,211,70,1138,13,2019-2020,ed005267-8eff-40fe-b7d2-d2b6cb459dfa
8dfb7350,/en/squads/8dfb7350/2019-2020/Dijon-Stats,Dijon,28,28.0,10073,13029,77.3,191350,76241,4221,4899,86.2,4300,5125,83.9,1352,2415,56.0,17,22.9,18.7,-5.9,243,705,175,52,909,13,2019-2020,ed005267-8eff-40fe-b7d2-d2b6cb459dfa
cb188c0c,/en/squads/cb188c0c/2019-2020/Lille-Stats,Lille,25,28.0,11263,14278,78.9,195316,68944,4937,5631,87.7,4595,5338,86.1,1168,2167,53.9,25,24.5,22.4,+0.5,255,867,178,50,1077,13,2019-2020,ed005267-8eff-40fe-b7d2-d2b6cb459dfa
d53c0b06,/en/squads/d53c0b06/2019-2020/Lyon-Stats,Lyon,27,28.0,13273,15983,83.0,233751,78097,5867,6557,89.5,5651,6417,88.1,1367,2144,63.8,29,25.2,24.0,+3.8,269,880,203,56,1208,13,2019-2020,ed005267-8eff-40fe-b7d2-d2b6cb459dfa
5725cc7b,/en/squads/5725cc7b/2019-2020/Marseille-Stats,Marseille,23,28.0,11918,14767,80.7,199105,68034,5862,6565,89.3,4311,5070,85.0,1219,2111,57.7,28,25.8,21.2,+2.2,283,791,177,47,1107,13,2019-2020,ed005267-8eff-40fe-b7d2-d2b6cb459dfa
f83960ae,/en/squads/f83960ae/2019-2020/Metz-Stats,Metz,24,28.0,9568,12493,76.6,169420,63861,4411,5019,87.9,3816,4595,83.0,1042,2149,48.5,20,18.0,16.6,+2.0,226,645,129,40,845,13,2019-2020,ed005267-8eff-40fe-b7d2-d2b6cb459dfa
fd6114db,/en/squads/fd6114db/2019-2020/Monaco-Stats,Monaco,28,28.0,11667,14506,80.4,203444,75911,5366,6111,87.8,4871,5650,86.2,1134,1960,57.9,29,33.1,29.9,-4.1,280,918,231,52,1302,13,2019-2020,ed005267-8eff-40fe-b7d2-d2b6cb459dfa
