team_id,team_url,team,players_used,possession,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,competition_id,season_id,id
25622401,/en/squads/25622401/2017-2018/Amiens-Stats,Amiens,30,43.3,38.0,20018,2439,6991,9639,3654,466,20014,610,397,65.1,213,34.9,9683,51732,26943,547,391,96,618,503,11130,1166,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
69236f98,/en/squads/69236f98/2017-2018/Angers-Stats,Angers,27,45.1,38.0,21050,1782,6337,10116,4834,617,21046,607,379,62.4,227,37.4,12273,64643,33954,699,576,133,542,490,12704,1415,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
123f3efe,/en/squads/123f3efe/2017-2018/Bordeaux-Stats,Bordeaux,31,50.6,38.0,22726,1934,6596,11172,5229,698,22720,766,459,59.9,306,39.9,13614,77645,41801,875,641,180,605,426,14458,1479,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
74229020,/en/squads/74229020/2017-2018/Caen-Stats,Caen,26,45.5,38.0,20574,1955,6173,9973,4670,519,20566,469,306,65.2,163,34.8,8601,58298,29429,598,429,70,634,463,11493,1521,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
8dfb7350,/en/squads/8dfb7350/2017-2018/Dijon-Stats,Dijon,26,48.4,38.0,21535,2428,7256,10204,4355,596,21530,624,441,70.7,183,29.3,12293,69377,37697,659,507,121,571,444,13134,1311,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
d41b5f53,/en/squads/d41b5f53/2017-2018/Guingamp-Stats,Guingamp,23,49.7,38.0,21955,2047,6472,10576,5151,655,21948,618,400,64.7,218,35.3,11195,63291,32949,763,480,162,581,441,13726,1507,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
cb188c0c,/en/squads/cb188c0c/2017-2018/Lille-Stats,Lille,25,53.8,38.0,24106,2127,7536,11843,5036,590,24104,823,576,70.0,247,30.0,13671,81470,43767,831,652,155,642,552,16131,1562,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
d53c0b06,/en/squads/d53c0b06/2017-2018/Lyon-Stats,Lyon,26,55.6,38.0,25260,2055,6689,13383,5498,809,25253,865,560,64.7,305,35.3,16147,89572,48974,949,730,228,649,499,17387,1659,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
5725cc7b,/en/squads/5725cc7b/2017-2018/Marseille-Stats,Marseille,26,57.8,38.0,25443,1958,6985,12861,5929,869,25435,786,534,67.9,252,32.1,16887,87315,45809,947,738,201,548,461,17137,1576,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
f83960ae,/en/squads/f83960ae/2017-2018/Metz-Stats,Metz,36,45.5,38.0,21038,1991,6573,10038,4684,569,21034,623,356,57.1,267,42.9,11876,58611,28287,589,465,111,583,313,12563,1502,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
fd6114db,/en/squads/fd6114db/2017-2018/Monaco-Stats,Monaco,32,50.9,38.0,22769,1938,6057,11653,5301,725,22762,639,351,54.9,289,45.2,12709,67945,38000,735,535,145,592,385,14344,1723,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
281b0e73,/en/squads/281b0e73/2017-2018/Montpellier-Stats,Montpellier,23,47.0,38.0,21927,1885,6284,10753,5161,619,21925,623,382,61.3,241,38.7,10798,65719,35037,749,580,138,571,392,13508,1558,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
d7a486cd,/en/squads/d7a486cd/2017-2018/Nantes-Stats,Nantes,30,43.7,38.0,20754,2223,6529,9260,5182,624,20749,542,343,63.3,198,36.5,10454,53153,27871,559,484,96,602,459,11702,1387,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
132ebc33,/en/squads/132ebc33/2017-2018/Nice-Stats,Nice,31,58.1,38.0,27199,2242,8464,14058,4905,689,27190,747,504,67.5,243,32.5,14431,79816,46037,841,544,209,506,428,20102,1617,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
e2d8892c,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats,Paris S-G,28,66.3,38.0,30058,1874,6979,16329,7012,1152,30049,938,638,68.0,299,31.9,19365,105764,58666,1044,783,267,499,433,23093,2053,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
b3072e00,/en/squads/b3072e00/2017-2018/Rennes-Stats,Rennes,28,49.9,38.0,22282,1780,6011,11258,5245,591,22274,592,352,59.5,239,40.4,11279,60795,31842,619,493,123,636,417,13736,1494,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
d298ef2c,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats,Saint-Étienne,30,51.3,38.0,23221,2380,7484,11156,4803,629,23210,584,371,63.5,212,36.3,11918,64790,35403,732,458,142,496,489,14957,1539,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
c0d3eab4,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats,Strasbourg,25,49.1,38.0,21120,2068,6908,9914,4565,628,21113,634,380,59.9,253,39.9,11625,64793,34272,658,514,103,612,397,12676,1277,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
3f8c4b5f,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats,Toulouse,25,45.7,38.0,19949,2014,6033,9255,4919,645,19938,682,392,57.5,290,42.5,10978,60752,32174,667,451,130,582,402,11258,1455,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
54195385,/en/squads/54195385/2017-2018/Troyes-Stats,Troyes,25,42.6,38.0,20604,2283,7268,8954,4605,533,20601,568,311,54.8,257,45.2,10688,60803,31385,564,413,108,558,393,11937,1325,13,2017-2018,e08a27c5-d64d-4fe3-b42d-c5b299c53147
