team_id,team_url,team,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,competition_id,season_id,id
squads,/en/squads/69236f98/Angers-Stats,Angers,30,27.5,34,"3,060",90,100,34.0,374,81,216,157,20,148,1.06,32,53,-21,-0.62,36.0,57.8,-21.8,-0.64,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/5ae09109/Auxerre-Stats,Auxerre,29,25.9,34,"3,060",90,100,34.0,374,83,215,155,16,151,1.24,48,51,-3,-0.09,41.0,58.6,-17.6,-0.52,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/fb08dbb3/Brest-Stats,Brest,30,28.2,34,"3,060",90,100,34.0,374,82,226,147,20,152,1.47,52,59,-7,-0.21,45.4,57.4,-12.0,-0.35,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/5c2737db/Le-Havre-Stats,Le Havre,31,26.9,34,"3,060",90,100,34.0,374,82,224,147,19,159,1.00,40,71,-31,-0.91,41.4,62.8,-21.4,-0.63,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/fd4e0f7d/Lens-Stats,Lens,33,27.1,34,"3,060",90,100,34.0,374,81,214,158,19,146,1.53,42,39,+3,+0.09,51.8,45.3,+6.5,+0.19,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/cb188c0c/Lille-Stats,Lille,27,26.1,34,"3,060",90,100,34.0,374,82,218,156,20,149,1.76,52,36,+16,+0.47,54.7,42.5,+12.2,+0.36,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/d53c0b06/Lyon-Stats,Lyon,31,27.4,34,"3,060",90,100,34.0,374,83,232,143,18,163,1.68,65,46,+19,+0.56,60.3,45.7,+14.6,+0.43,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
5725cc7b,/en/squads/5725cc7b/2024-2025/Marseille-Stats,Marseille,32,26.7,34,"3,060",90,100,34.0,374,81,225,147,21,158,1.91,74,47,+27,+0.79,63.8,45.2,+18.6,+0.55,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
fd6114db,/en/squads/fd6114db/2024-2025/Monaco-Stats,Monaco,28,24.4,34,"3,060",90,100,34.0,374,82,219,153,19,152,1.79,63,41,+22,+0.65,72.8,34.8,+38.0,+1.12,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/281b0e73/Montpellier-Stats,Montpellier,35,26.1,34,"3,060",90,100,34.0,374,81,219,151,23,147,0.47,23,79,-56,-1.65,33.5,63.3,-29.9,-0.88,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/d7a486cd/Nantes-Stats,Nantes,30,26.7,34,"3,060",90,100,34.0,374,83,219,155,15,151,1.06,39,52,-13,-0.38,39.1,55.5,-16.4,-0.48,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/132ebc33/Nice-Stats,Nice,31,26.4,34,"3,060",90,100,34.0,374,83,213,158,17,148,1.76,66,41,+25,+0.74,61.6,40.2,+21.4,+0.63,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
e2d8892c,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats,Paris S-G,28,23.6,34,"3,060",90,100,34.0,374,81,230,144,24,156,2.47,92,35,+57,+1.68,88.9,31.2,+57.7,+1.70,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/7fdd64e0/Reims-Stats,Reims,34,24.5,34,"3,060",90,100,34.0,374,82,223,148,20,160,0.97,33,47,-14,-0.41,37.4,57.4,-19.9,-0.59,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/b3072e00/Rennes-Stats,Rennes,35,25.1,34,"3,060",90,100,34.0,374,82,224,148,20,158,1.21,51,50,+1,+0.03,48.6,46.0,+2.6,+0.08,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/d298ef2c/Saint-Etienne-Stats,Saint-Étienne,32,25.9,34,"3,060",90,100,34.0,374,82,229,142,20,163,0.88,39,77,-38,-1.12,36.4,74.3,-37.9,-1.12,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/c0d3eab4/Strasbourg-Stats,Strasbourg,30,21.4,34,"3,060",90,100,34.0,374,84,242,131,16,177,1.68,56,44,+12,+0.35,49.3,56.1,-6.9,-0.20,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
squads,/en/squads/3f8c4b5f/Toulouse-Stats,Toulouse,27,25.2,34,"3,060",90,100,34.0,374,83,231,140,17,165,1.24,44,43,+1,+0.03,49.1,36.8,+12.4,+0.36,13,2024-2025,d948cc00-a09a-4ca8-8caf-70a9e4f2ae70
