team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,xg_away,npxg_away,xg_assist_away,npxg_xg_assist_away,progressive_carries_away,progressive_passes_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,xg_per90_away,xg_assist_per90_away,xg_xg_assist_per90_away,npxg_per90_away,npxg_xg_assist_per90_away,competition_id,season_id,id
fb08dbb3,/en/squads/fb08dbb3/2023-2024/Brest-Stats,vs Brest,25,25.8,46.4,34,374,"3,060",34.0,34,24,58,32,2,3,63,6,39.2,36.8,27.2,63.9,578,1329,1.00,0.71,1.71,0.94,1.65,1.15,0.80,1.95,1.08,1.88,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
d9676424,/en/squads/d9676424/2023-2024/Clermont-Foot-Stats,vs Clermont Foot,31,25.7,51.1,34,374,"3,060",34.0,59,38,97,52,7,9,70,6,63.7,56.9,44.2,101.0,635,1577,1.74,1.12,2.85,1.53,2.65,1.87,1.30,3.17,1.67,2.97,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
5c2737db,/en/squads/5c2737db/2023-2024/Le-Havre-Stats,vs Le Havre,27,26.0,55.3,34,374,"3,060",34.0,43,33,76,41,2,4,63,6,50.6,47.3,35.6,82.9,617,1527,1.26,0.97,2.24,1.21,2.18,1.49,1.05,2.53,1.39,2.44,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
fd4e0f7d,/en/squads/fd4e0f7d/2023-2024/Lens-Stats,vs Lens,27,25.6,47.1,34,374,"3,060",34.0,36,24,60,30,6,8,70,2,46.7,40.2,30.6,70.8,519,1146,1.06,0.71,1.76,0.88,1.59,1.37,0.90,2.27,1.18,2.08,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
cb188c0c,/en/squads/cb188c0c/2023-2024/Lille-Stats,vs Lille,28,25.8,43.4,34,374,"3,060",34.0,32,22,54,29,3,5,77,0,36.5,32.5,25.7,58.2,532,1110,0.94,0.65,1.59,0.85,1.50,1.07,0.75,1.83,0.96,1.71,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
d2c87802,/en/squads/d2c87802/2023-2024/Lorient-Stats,vs Lorient,38,25.9,53.7,34,374,"3,060",34.0,65,48,113,57,8,8,61,4,54.5,48.2,39.2,87.3,648,1647,1.91,1.41,3.32,1.68,3.09,1.60,1.15,2.75,1.42,2.57,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
d53c0b06,/en/squads/d53c0b06/2023-2024/Lyon-Stats,vs Lyon,35,25.5,48.2,34,374,"3,060",34.0,54,38,92,50,4,6,63,3,52.4,47.8,37.8,85.6,648,1391,1.59,1.12,2.71,1.47,2.59,1.54,1.11,2.65,1.41,2.52,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
5725cc7b,/en/squads/5725cc7b/2023-2024/Marseille-Stats,vs Marseille,33,25.9,46.3,34,374,"3,060",34.0,40,27,67,37,3,3,82,8,35.4,33.0,26.5,59.6,630,1228,1.18,0.79,1.97,1.09,1.88,1.04,0.78,1.82,0.97,1.75,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
f83960ae,/en/squads/f83960ae/2023-2024/Metz-Stats,vs Metz,30,25.6,64.5,34,374,"3,060",34.0,58,38,96,52,6,6,58,1,54.5,49.8,37.0,86.8,739,1944,1.71,1.12,2.82,1.53,2.65,1.60,1.09,2.69,1.47,2.55,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
fd6114db,/en/squads/fd6114db/2023-2024/Monaco-Stats,vs Monaco,30,25.7,46.4,34,374,"3,060",34.0,40,26,66,35,5,6,62,5,43.5,38.8,30.4,69.2,602,1311,1.18,0.76,1.94,1.03,1.79,1.28,0.90,2.17,1.14,2.04,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
281b0e73,/en/squads/281b0e73/2023-2024/Montpellier-Stats,vs Montpellier,31,25.8,55.4,34,374,"3,060",34.0,45,32,77,41,4,5,81,5,50.9,46.9,36.7,83.6,770,1714,1.32,0.94,2.26,1.21,2.15,1.50,1.08,2.58,1.38,2.46,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
d7a486cd,/en/squads/d7a486cd/2023-2024/Nantes-Stats,vs Nantes,35,25.8,55.2,34,374,"3,060",34.0,55,36,91,46,9,10,62,5,53.0,45.7,35.9,81.5,617,1613,1.62,1.06,2.68,1.35,2.41,1.56,1.06,2.62,1.34,2.40,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
132ebc33,/en/squads/132ebc33/2023-2024/Nice-Stats,vs Nice,27,25.8,47.6,34,374,"3,060",34.0,28,17,45,23,5,8,71,5,35.5,29.3,22.0,51.3,494,1154,0.82,0.50,1.32,0.68,1.18,1.04,0.65,1.69,0.86,1.51,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
e2d8892c,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats,vs Paris S-G,29,25.8,34.8,34,374,"3,060",34.0,33,23,56,29,4,5,50,2,40.0,36.4,28.9,65.3,488,1054,0.97,0.68,1.65,0.85,1.53,1.18,0.85,2.03,1.07,1.92,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
7fdd64e0,/en/squads/7fdd64e0/2023-2024/Reims-Stats,vs Reims,29,25.7,49.6,34,374,"3,060",34.0,46,30,76,40,6,7,57,1,46.4,40.9,32.0,73.0,608,1410,1.35,0.88,2.24,1.18,2.06,1.36,0.94,2.31,1.20,2.15,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
b3072e00,/en/squads/b3072e00/2023-2024/Rennes-Stats,vs Rennes,29,25.8,47.9,34,374,"3,060",34.0,43,22,65,40,3,3,73,9,41.2,38.9,29.1,67.9,536,1246,1.26,0.65,1.91,1.18,1.82,1.21,0.85,2.07,1.14,2.00,13,2023-2024,184dd2ed-49f2-40e0-8889-c6c660f01c2d
