team_id,team_url,team,players_used,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,competition_id,season_id,id
25622401,/en/squads/25622401/2018-2019/Amiens-Stats,Amiens,26,38.0,16189,14079,2045,576,30,88,586,916,137,51,66,1,11932,65,324,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
69236f98,/en/squads/69236f98/2018-2019/Angers-Stats,Angers,24,38.0,16772,14829,1892,510,37,93,628,823,166,84,72,1,12957,51,325,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
123f3efe,/en/squads/123f3efe/2018-2019/Bordeaux-Stats,Bordeaux,33,38.0,18571,16552,1959,539,47,154,658,834,168,99,52,2,14526,60,382,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
74229020,/en/squads/74229020/2018-2019/Caen-Stats,Caen,26,38.0,15516,13480,1986,555,19,209,647,895,126,47,65,1,11472,50,311,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
8dfb7350,/en/squads/8dfb7350/2018-2019/Dijon-Stats,Dijon,26,38.0,17019,15043,1917,487,33,171,606,828,167,70,63,2,13027,59,327,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
d41b5f53,/en/squads/d41b5f53/2018-2019/Guingamp-Stats,Guingamp,30,38.0,15728,13649,2025,505,15,140,809,916,194,111,57,4,11355,54,348,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
cb188c0c,/en/squads/cb188c0c/2018-2019/Lille-Stats,Lille,25,38.0,18325,16325,1961,579,76,118,575,872,164,57,90,2,14521,39,329,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
d53c0b06,/en/squads/d53c0b06/2018-2019/Lyon-Stats,Lyon,25,38.0,22585,20651,1840,482,92,136,684,767,227,113,62,4,19007,94,351,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
5725cc7b,/en/squads/5725cc7b/2018-2019/Marseille-Stats,Marseille,24,38.0,19944,17923,1975,516,69,127,827,897,225,97,92,3,15952,46,334,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
fd6114db,/en/squads/fd6114db/2018-2019/Monaco-Stats,Monaco,42,38.0,18035,15923,2057,570,50,153,748,916,195,90,73,1,14098,55,371,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
281b0e73,/en/squads/281b0e73/2018-2019/Montpellier-Stats,Montpellier,25,38.0,17733,15701,1974,525,23,208,749,908,171,70,82,1,13573,58,373,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
d7a486cd,/en/squads/d7a486cd/2018-2019/Nantes-Stats,Nantes,33,38.0,17765,15636,2052,540,26,151,725,931,182,89,61,1,13321,77,381,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
132ebc33,/en/squads/132ebc33/2018-2019/Nice-Stats,Nice,30,38.0,21274,19383,1851,590,30,173,495,692,172,61,83,1,18039,40,312,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
1cbf5f9e,/en/squads/1cbf5f9e/2018-2019/Nimes-Stats,Nîmes,23,38.0,15574,13382,2152,555,33,145,736,1009,202,78,105,7,11364,40,343,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
e2d8892c,/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats,Paris S-G,30,38.0,25100,23350,1658,469,186,151,588,633,237,112,42,11,21887,92,300,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
7fdd64e0,/en/squads/7fdd64e0/2018-2019/Reims-Stats,Reims,27,38.0,15680,13708,1893,510,48,178,633,848,164,93,47,6,11567,79,327,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
b3072e00,/en/squads/b3072e00/2018-2019/Rennes-Stats,Rennes,28,38.0,17863,15889,1913,482,44,179,663,861,191,114,42,2,14148,61,341,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
d298ef2c,/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats,Saint-Étienne,29,38.0,19107,17040,2007,524,44,178,770,857,224,72,108,4,15063,60,342,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
c0d3eab4,/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats,Strasbourg,26,38.0,18749,16765,1941,458,31,332,719,898,157,71,59,2,14722,43,381,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
3f8c4b5f,/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats,Toulouse,29,38.0,16989,14931,1989,531,43,110,629,822,158,61,79,4,12893,69,333,13,2018-2019,773b20bc-f26e-470c-8424-d03f87898d55
