team_id,team_url,team,players_used,possession,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2019-2020/Arsenal-Stats,Arsenal,29,53.8,38.0,24424,2737,8368,10648,5628,821,24421,697,411,59.0,286,41.0,14410,85069,46708,815,534,209,547,370,16527,1630,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
8602292d,/en/squads/8602292d/2019-2020/Aston-Villa-Stats,Aston Villa,28,44.1,38.0,19977,2658,7038,8203,4969,695,19974,569,352,61.9,217,38.1,10317,61373,31557,639,476,139,546,313,11546,1229,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
4ba7cbea,/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats,Bournemouth,27,44.1,38.0,20872,2556,7472,8683,4916,717,20868,602,325,54.0,277,46.0,12070,62723,31212,601,424,136,571,384,11946,1238,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
d07537b9,/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats,Brighton,25,52.2,38.0,24387,2721,8174,10724,5693,770,24385,584,335,57.4,249,42.6,13074,73950,37898,669,502,165,626,399,15782,1661,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
943e8050,/en/squads/943e8050/2019-2020/Burnley-Stats,Burnley,22,41.9,38.0,18827,2224,5596,8993,4410,617,18823,454,246,54.2,208,45.8,8828,46545,21653,437,352,71,509,291,9969,882,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
cff3d9bb,/en/squads/cff3d9bb/2019-2020/Chelsea-Stats,Chelsea,27,60.4,38.0,29489,2281,8311,13996,7423,1063,29482,718,460,64.1,258,35.9,18488,98638,51643,983,725,222,583,414,20848,1880,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
47c64c55,/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats,Crystal Palace,25,44.8,38.0,20928,2377,7276,9017,4876,793,20925,698,432,61.9,266,38.1,10305,58519,29301,596,428,198,611,479,12187,1208,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
d3fd31cc,/en/squads/d3fd31cc/2019-2020/Everton-Stats,Everton,24,49.0,38.0,22035,2514,7389,9561,5301,838,22034,609,374,61.4,235,38.6,12432,65428,32588,623,502,146,593,345,13344,1421,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
a2d435b3,/en/squads/a2d435b3/2019-2020/Leicester-City-Stats,Leicester City,24,57.1,38.0,26247,2187,7814,12226,6415,925,26240,688,377,54.8,311,45.2,16018,77180,39583,739,561,223,602,328,17485,1601,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
822bd0ba,/en/squads/822bd0ba/2019-2020/Liverpool-Stats,Liverpool,24,62.9,38.0,29749,2077,7168,14888,7909,1193,29744,658,387,58.8,271,41.2,20166,94610,50195,967,782,252,607,306,21151,1925,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
b8fd03ef,/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats,Manchester City,24,66.2,38.0,31884,2009,6806,15609,9720,1473,31873,721,487,67.5,235,32.6,23022,118327,66426,1199,964,377,456,341,24428,2453,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
19538871,/en/squads/19538871/2019-2020/Manchester-United-Stats,Manchester Utd,29,55.8,38.0,25838,2167,7222,11840,6993,878,25824,747,446,59.7,301,40.3,14498,83016,46282,926,681,255,559,396,17632,1779,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
b2b47a98,/en/squads/b2b47a98/2019-2020/Newcastle-United-Stats,Newcastle Utd,28,39.0,38.0,18911,2401,7097,8182,3875,542,18910,674,400,59.3,274,40.7,9917,54621,27300,537,426,138,594,288,10526,826,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
1c781004,/en/squads/1c781004/2019-2020/Norwich-City-Stats,Norwich City,30,49.3,38.0,23409,3125,9058,9868,4701,661,23407,706,427,60.5,278,39.4,14090,74844,38544,673,476,177,591,405,14835,1159,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
1df6b87e,/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats,Sheffield Utd,26,43.1,38.0,21000,2180,6190,8918,6070,733,20999,535,346,64.7,187,35.0,9508,48303,23773,493,375,116,519,292,12015,1334,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
33c895d4,/en/squads/33c895d4/2019-2020/Southampton-Stats,Southampton,25,48.9,38.0,22200,2123,6196,10753,5497,811,22196,680,423,62.2,257,37.8,10579,58592,29795,628,459,182,654,362,12363,1308,9,2019-2020,52c0ebe1-0584-4a4b-9aa1-db7396a7c48c
