rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
11,47c64c55,/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats,Crystal Palace,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.47c64c55.png,19,7,7,5,21,23,-2,28,1.47,20.3,23.2,-2.9,-0.15,19,4,5,10,19,26,-7,17,0.89,18.9,24.8,-5.9,-0.31,9,2022-2023,a692c491-a963-438b-a0a0-39e7859f894b
12,cff3d9bb,/en/squads/cff3d9bb/2022-2023/Chelsea-Stats,Chelsea,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.cff3d9bb.png,19,6,7,6,20,19,+1,25,1.32,27.3,23.7,+3.7,+0.19,19,5,4,10,18,28,-10,19,1.00,22.1,28.8,-6.7,-0.35,9,2022-2023,a692c491-a963-438b-a0a0-39e7859f894b
13,8cec06e1,/en/squads/8cec06e1/2022-2023/Wolverhampton-Wanderers-Stats,Wolves,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.8cec06e1.png,19,9,3,7,19,20,-1,30,1.58,21.1,26.5,-5.4,-0.29,19,2,5,12,12,38,-26,11,0.58,15.7,33.3,-17.6,-0.93,9,2022-2023,a692c491-a963-438b-a0a0-39e7859f894b
14,7c21e445,/en/squads/7c21e445/2022-2023/West-Ham-United-Stats,West Ham,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7c21e445.png,19,8,4,7,26,24,+2,28,1.47,27.3,24.5,+2.8,+0.15,19,3,3,13,16,31,-15,12,0.63,21.8,28.5,-6.7,-0.35,9,2022-2023,a692c491-a963-438b-a0a0-39e7859f894b
15,4ba7cbea,/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats,Bournemouth,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.4ba7cbea.png,19,6,4,9,20,28,-8,22,1.16,22.1,28.4,-6.3,-0.33,19,5,2,12,17,43,-26,17,0.89,16.3,35.3,-19.0,-1.00,9,2022-2023,a692c491-a963-438b-a0a0-39e7859f894b
16,e4a775cb,/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats,Nott'ham Forest,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e4a775cb.png,19,8,6,5,27,24,+3,30,1.58,23.3,30.5,-7.2,-0.38,19,1,5,13,11,44,-33,8,0.42,16.0,33.7,-17.7,-0.93,9,2022-2023,a692c491-a963-438b-a0a0-39e7859f894b
17,d3fd31cc,/en/squads/d3fd31cc/2022-2023/Everton-Stats,Everton,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d3fd31cc.png,19,6,3,10,16,27,-11,21,1.11,23.4,26.7,-3.3,-0.17,19,2,9,8,18,30,-12,15,0.79,21.7,38.8,-17.1,-0.90,9,2022-2023,a692c491-a963-438b-a0a0-39e7859f894b
18,a2d435b3,/en/squads/a2d435b3/2022-2023/Leicester-City-Stats,Leicester City,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a2d435b3.png,19,5,4,10,23,27,-4,19,1.00,21.3,26.3,-5.0,-0.26,19,4,3,12,28,41,-13,15,0.79,29.2,36.9,-7.8,-0.41,9,2022-2023,a692c491-a963-438b-a0a0-39e7859f894b
19,5bfb9659,/en/squads/5bfb9659/2022-2023/Leeds-United-Stats,Leeds United,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.5bfb9659.png,19,5,7,7,26,37,-11,22,1.16,25.2,32.7,-7.5,-0.40,19,2,3,14,22,41,-19,9,0.47,22.1,34.4,-12.2,-0.64,9,2022-2023,a692c491-a963-438b-a0a0-39e7859f894b
20,33c895d4,/en/squads/33c895d4/2022-2023/Southampton-Stats,Southampton,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.33c895d4.png,19,2,5,12,19,37,-18,11,0.58,20.5,29.8,-9.3,-0.49,19,4,2,13,17,36,-19,14,0.74,17.3,31.0,-13.7,-0.72,9,2022-2023,a692c491-a963-438b-a0a0-39e7859f894b
