team_id,team_url,team,players_used_away,possession_away,minutes_90s_away,touches_away,touches_def_pen_area_away,touches_def_3rd_away,touches_mid_3rd_away,touches_att_3rd_away,touches_att_pen_area_away,touches_live_ball_away,take_ons_away,take_ons_won_away,take_ons_won_pct_away,take_ons_tackled_away,take_ons_tackled_pct_away,carries_away,carries_distance_away,carries_progressive_distance_away,progressive_carries_away,carries_into_final_third_away,carries_into_penalty_area_away,miscontrols_away,dispossessed_away,passes_received_away,progressive_passes_received_away,competition_id,season_id,id
squads,/en/squads/18bb7c10/Arsenal-Stats,vs Arsenal,21,45.4,5.0,2621,391,1099,1081,466,74,2621,77,35,45.5,33,42.9,1525,7491,3971,86,54,28,72,44,1646,130,9,2025-2026,bed2adac-b5a1-4c12-b4c0-57a05ac1607b
squads,/en/squads/8602292d/Aston-Villa-Stats,vs Aston Villa,22,40.4,5.0,2369,312,812,977,607,129,2368,68,29,42.6,22,32.4,1203,6204,3101,78,49,30,70,41,1343,137,9,2025-2026,bed2adac-b5a1-4c12-b4c0-57a05ac1607b
squads,/en/squads/4ba7cbea/Bournemouth-Stats,vs Bournemouth,22,51.4,5.0,2916,368,1071,1238,643,105,2916,110,45,40.9,45,40.9,1456,7756,3894,81,44,27,81,48,1719,167,9,2025-2026,bed2adac-b5a1-4c12-b4c0-57a05ac1607b
squads,/en/squads/cd051869/Brentford-Stats,vs Brentford,20,60.4,5.0,3251,283,906,1534,838,138,3250,79,33,41.8,35,44.3,1912,9945,5476,105,62,24,82,52,2192,206,9,2025-2026,bed2adac-b5a1-4c12-b4c0-57a05ac1607b
squads,/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats,vs Brighton,20,54.2,5.0,3017,335,988,1300,754,124,3016,116,47,40.5,48,41.4,1849,9490,4564,96,73,30,68,50,1982,186,9,2025-2026,bed2adac-b5a1-4c12-b4c0-57a05ac1607b
squads,/en/squads/943e8050/Burnley-Stats,vs Burnley,19,65.8,5.0,3760,272,947,1692,1154,155,3758,69,34,49.3,30,43.5,2411,12422,6895,150,99,37,70,45,2692,259,9,2025-2026,bed2adac-b5a1-4c12-b4c0-57a05ac1607b
squads,/en/squads/cff3d9bb/Chelsea-Stats,vs Chelsea,22,38.6,5.0,2484,345,926,1069,522,83,2484,84,29,34.5,41,48.8,1298,6564,3186,56,46,16,66,41,1467,134,9,2025-2026,bed2adac-b5a1-4c12-b4c0-57a05ac1607b
squads,/en/squads/47c64c55/Crystal-Palace-Stats,vs Crystal Palace,20,57.8,5.0,3210,269,844,1653,747,107,3210,107,50,46.7,46,43.0,1876,9509,4848,74,67,18,63,48,2220,224,9,2025-2026,bed2adac-b5a1-4c12-b4c0-57a05ac1607b
squads,/en/squads/d3fd31cc/Everton-Stats,vs Everton,19,55.6,5.0,3159,327,1069,1399,719,104,3157,84,29,34.5,42,50.0,1709,8703,4363,71,48,17,73,46,2065,183,9,2025-2026,bed2adac-b5a1-4c12-b4c0-57a05ac1607b
squads,/en/squads/fd962109/Fulham-Stats,vs Fulham,19,48.8,5.0,2883,300,1042,1237,631,101,2880,78,22,28.2,44,56.4,1576,8198,4085,75,41,26,87,53,1847,165,9,2025-2026,bed2adac-b5a1-4c12-b4c0-57a05ac1607b
squads,/en/squads/5bfb9659/Leeds-United-Stats,vs Leeds United,21,56.0,5.0,3323,300,1067,1543,741,104,3322,101,38,37.6,49,48.5,1881,9785,5117,92,60,15,80,40,2282,209,9,2025-2026,bed2adac-b5a1-4c12-b4c0-57a05ac1607b
