team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2016-2017/Arsenal-Stats,Arsenal,29,26.9,58.9,38,418,"3,420",38.0,73,55,128,69,4,6,69,0,1.92,1.45,3.37,1.82,3.26,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
4ba7cbea,/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,Bournemouth,27,27.0,51.5,38,418,"3,420",38.0,53,33,86,46,7,10,56,2,1.39,0.87,2.26,1.21,2.08,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
943e8050,/en/squads/943e8050/2016-2017/Burnley-Stats,Burnley,27,27.7,40.3,38,418,"3,420",38.0,39,24,63,33,6,6,67,1,1.03,0.63,1.66,0.87,1.50,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
cff3d9bb,/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,Chelsea,24,27.2,55.1,38,418,"3,420",38.0,83,53,136,81,2,4,72,0,2.18,1.39,3.58,2.13,3.53,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
47c64c55,/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,Crystal Palace,31,27.7,45.4,38,418,"3,420",38.0,48,32,80,44,4,7,79,0,1.26,0.84,2.11,1.16,2.00,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
d3fd31cc,/en/squads/d3fd31cc/2016-2017/Everton-Stats,Everton,27,27.5,52.1,38,418,"3,420",38.0,58,45,103,55,3,4,74,1,1.53,1.18,2.71,1.45,2.63,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
bd8769d1,/en/squads/bd8769d1/2016-2017/Hull-City-Stats,Hull City,28,27.4,45.9,38,418,"3,420",38.0,36,24,60,33,3,3,67,0,0.95,0.63,1.58,0.87,1.50,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
a2d435b3,/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,Leicester City,25,27.8,41.9,38,418,"3,420",38.0,46,32,78,42,4,6,73,0,1.21,0.84,2.05,1.11,1.95,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
822bd0ba,/en/squads/822bd0ba/2016-2017/Liverpool-Stats,Liverpool,23,26.1,62.0,38,418,"3,420",38.0,77,52,129,70,7,8,54,0,2.03,1.37,3.39,1.84,3.21,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
b8fd03ef,/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,Manchester City,25,28.5,65.0,38,418,"3,420",38.0,75,54,129,68,7,9,71,0,1.97,1.42,3.39,1.79,3.21,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
19538871,/en/squads/19538871/2016-2017/Manchester-United-Stats,Manchester Utd,31,26.7,56.5,38,418,"3,420",38.0,54,37,91,51,3,4,80,1,1.42,0.97,2.39,1.34,2.32,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
7f59c601,/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,Middlesbrough,27,27.3,47.3,38,418,"3,420",38.0,26,22,48,24,2,2,79,1,0.68,0.58,1.26,0.63,1.21,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
33c895d4,/en/squads/33c895d4/2016-2017/Southampton-Stats,Southampton,26,26.0,54.4,38,418,"3,420",38.0,39,27,66,36,3,6,61,1,1.03,0.71,1.74,0.95,1.66,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
17892952,/en/squads/17892952/2016-2017/Stoke-City-Stats,Stoke City,26,28.7,46.3,38,418,"3,420",38.0,37,24,61,33,4,6,72,1,0.97,0.63,1.61,0.87,1.50,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
8ef52968,/en/squads/8ef52968/2016-2017/Sunderland-Stats,Sunderland,31,26.8,39.7,38,418,"3,420",38.0,28,11,39,23,5,5,84,3,0.74,0.29,1.03,0.61,0.89,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
fb10988f,/en/squads/fb10988f/2016-2017/Swansea-City-Stats,Swansea City,27,27.4,47.9,38,418,"3,420",38.0,45,31,76,42,3,3,56,0,1.18,0.82,2.00,1.11,1.92,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
361ca564,/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,Tottenham,24,25.3,60.5,38,418,"3,420",38.0,84,59,143,77,7,9,62,0,2.21,1.55,3.76,2.03,3.58,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
2abfe087,/en/squads/2abfe087/2016-2017/Watford-Stats,Watford,33,29.0,46.1,38,418,"3,420",38.0,39,27,66,36,3,3,90,3,1.03,0.71,1.74,0.95,1.66,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
60c6b05f,/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,West Brom,23,29.4,37.3,38,418,"3,420",38.0,43,33,76,42,1,1,80,0,1.13,0.87,2.00,1.11,1.97,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
7c21e445,/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,West Ham,29,27.1,47.1,38,418,"3,420",38.0,46,28,74,43,3,4,86,4,1.21,0.74,1.95,1.13,1.87,9,2016-2017,7363d05c-1b06-4f25-bdaa-ad80a67584d8
