team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2015-2016/Arsenal-Stats,Arsenal,25,38.0,45,0,,348,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
8602292d,/en/squads/8602292d/2015-2016/Aston-Villa-Stats,Aston Villa,29,38.0,77,0,,429,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
4ba7cbea,/en/squads/4ba7cbea/2015-2016/Bournemouth-Stats,Bournemouth,28,38.0,53,0,,361,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
cff3d9bb,/en/squads/cff3d9bb/2015-2016/Chelsea-Stats,Chelsea,28,38.0,62,0,,401,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
47c64c55,/en/squads/47c64c55/2015-2016/Crystal-Palace-Stats,Crystal Palace,30,38.0,62,0,,465,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
d3fd31cc,/en/squads/d3fd31cc/2015-2016/Everton-Stats,Everton,31,38.0,50,0,,306,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
a2d435b3,/en/squads/a2d435b3/2015-2016/Leicester-City-Stats,Leicester City,23,38.0,54,0,,406,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
822bd0ba,/en/squads/822bd0ba/2015-2016/Liverpool-Stats,Liverpool,34,38.0,67,0,,410,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
b8fd03ef,/en/squads/b8fd03ef/2015-2016/Manchester-City-Stats,Manchester City,25,38.0,63,0,,409,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
19538871,/en/squads/19538871/2015-2016/Manchester-United-Stats,Manchester Utd,33,38.0,67,0,,473,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
b2b47a98,/en/squads/b2b47a98/2015-2016/Newcastle-United-Stats,Newcastle Utd,31,38.0,61,0,,419,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
1c781004,/en/squads/1c781004/2015-2016/Norwich-City-Stats,Norwich City,28,38.0,64,0,,431,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
33c895d4,/en/squads/33c895d4/2015-2016/Southampton-Stats,Southampton,26,38.0,63,0,,417,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
17892952,/en/squads/17892952/2015-2016/Stoke-City-Stats,Stoke City,27,38.0,53,0,,420,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
8ef52968,/en/squads/8ef52968/2015-2016/Sunderland-Stats,Sunderland,31,38.0,68,0,,484,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
fb10988f,/en/squads/fb10988f/2015-2016/Swansea-City-Stats,Swansea City,27,38.0,60,0,,392,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
361ca564,/en/squads/361ca564/2015-2016/Tottenham-Hotspur-Stats,Tottenham,24,38.0,72,0,,451,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
2abfe087,/en/squads/2abfe087/2015-2016/Watford-Stats,Watford,25,38.0,77,0,,455,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
60c6b05f,/en/squads/60c6b05f/2015-2016/West-Bromwich-Albion-Stats,West Brom,28,38.0,65,0,,400,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
7c21e445,/en/squads/7c21e445/2015-2016/West-Ham-United-Stats,West Ham,28,38.0,57,0,,381,,,,,,,,,9,2015-2016,04b28bbf-4ffe-461e-b085-e11e6871e117
