team_id,team_url,team,players_used,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2019-2020/Arsenal-Stats,Arsenal,29,38.0,584,336,296,217,71,249,612,40.7,363,398,141,257,351,935,754,18,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
8602292d,/en/squads/8602292d/2019-2020/Aston-Villa-Stats,Aston Villa,28,38.0,523,291,285,174,64,223,597,37.4,374,456,184,272,423,946,928,26,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
4ba7cbea,/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats,Bournemouth,27,38.0,507,299,254,206,47,207,567,36.5,360,439,160,279,475,982,1008,16,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
d07537b9,/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats,Brighton,25,38.0,641,379,295,269,77,245,642,38.2,397,437,137,300,419,1060,750,15,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
943e8050,/en/squads/943e8050/2019-2020/Burnley-Stats,Burnley,22,38.0,547,344,238,241,68,240,585,41.0,345,450,175,275,387,934,901,15,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
cff3d9bb,/en/squads/cff3d9bb/2019-2020/Chelsea-Stats,Chelsea,27,38.0,638,362,304,258,76,246,604,40.7,358,361,91,270,459,1097,631,14,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
47c64c55,/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats,Crystal Palace,25,38.0,686,390,367,244,75,316,711,44.4,395,399,135,264,444,1130,856,18,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
d3fd31cc,/en/squads/d3fd31cc/2019-2020/Everton-Stats,Everton,24,38.0,671,408,328,262,81,282,672,42.0,390,372,111,261,408,1079,778,13,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
a2d435b3,/en/squads/a2d435b3/2019-2020/Leicester-City-Stats,Leicester City,24,38.0,742,432,347,320,75,298,725,41.1,427,420,92,328,423,1165,767,16,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
822bd0ba,/en/squads/822bd0ba/2019-2020/Liverpool-Stats,Liverpool,24,38.0,550,325,195,243,112,217,588,36.9,371,302,68,234,352,902,634,25,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
b8fd03ef,/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats,Manchester City,24,38.0,514,301,204,210,100,230,605,38.0,375,292,66,226,352,866,495,21,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
19538871,/en/squads/19538871/2019-2020/Manchester-United-Stats,Manchester Utd,29,38.0,579,333,267,231,81,254,634,40.1,380,360,99,261,379,958,703,14,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
b2b47a98,/en/squads/b2b47a98/2019-2020/Newcastle-United-Stats,Newcastle Utd,28,38.0,603,357,364,198,41,273,632,43.2,359,402,152,250,391,994,988,19,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
1c781004,/en/squads/1c781004/2019-2020/Norwich-City-Stats,Norwich City,30,38.0,628,379,359,210,59,267,700,38.1,433,453,171,282,397,1025,959,20,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
1df6b87e,/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats,Sheffield Utd,26,38.0,611,377,304,229,78,261,646,40.4,385,336,106,230,420,1031,931,16,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
33c895d4,/en/squads/33c895d4/2019-2020/Southampton-Stats,Southampton,25,38.0,706,416,325,287,94,324,793,40.9,469,488,124,364,425,1131,867,21,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
361ca564,/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats,Tottenham,29,38.0,665,415,331,281,53,253,681,37.2,428,441,148,293,381,1046,894,24,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
2abfe087,/en/squads/2abfe087/2019-2020/Watford-Stats,Watford,26,38.0,657,369,347,249,61,267,713,37.4,446,396,135,261,424,1081,869,4,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
7c21e445,/en/squads/7c21e445/2019-2020/West-Ham-United-Stats,West Ham,29,38.0,696,417,374,263,59,300,745,40.3,445,383,117,266,421,1117,789,16,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
8cec06e1,/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats,Wolves,21,38.0,646,367,358,227,61,281,685,41.0,404,378,109,269,437,1083,702,23,9,2019-2020,518e0964-bbab-4352-b303-ce372a60f2b8
