team_id,team_url,team,players_used,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2024-2025/Arsenal-Stats,Arsenal,25,38.0,598,348,220,249,129,260,515,50.5,255,328,106,222,225,823,680,33,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/8602292d/Aston-Villa-Stats,Aston Villa,28,38.0,637,372,293,249,95,310,546,56.8,236,329,107,222,240,877,788,43,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/4ba7cbea/Bournemouth-Stats,Bournemouth,29,38.0,691,399,290,299,102,301,627,48.0,326,459,136,323,351,1042,1013,22,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/cd051869/Brentford-Stats,Brentford,28,38.0,633,380,289,223,121,314,596,52.7,282,480,199,281,285,918,1040,28,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats,Brighton,32,38.0,705,431,287,297,121,350,703,49.8,353,439,122,317,315,1020,762,29,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
cff3d9bb,/en/squads/cff3d9bb/2024-2025/Chelsea-Stats,Chelsea,29,38.0,588,371,243,244,101,273,536,50.9,263,356,103,253,272,860,695,45,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/47c64c55/Crystal-Palace-Stats,Crystal Palace,29,38.0,767,450,374,299,94,324,643,50.4,319,485,144,341,334,1101,1088,19,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/d3fd31cc/Everton-Stats,Everton,26,38.0,732,433,366,269,97,338,656,51.5,318,392,138,254,345,1077,1088,25,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/fd962109/Fulham-Stats,Fulham,26,38.0,679,411,327,259,93,289,565,51.2,276,382,113,269,302,981,914,33,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/b74092de/Ipswich-Town-Stats,Ipswich Town,32,38.0,589,340,294,214,81,281,604,46.5,323,436,185,251,303,892,1102,39,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/a2d435b3/Leicester-City-Stats,Leicester City,32,38.0,728,431,361,278,89,336,695,48.3,359,505,198,307,327,1055,987,31,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
822bd0ba,/en/squads/822bd0ba/2024-2025/Liverpool-Stats,Liverpool,24,38.0,642,391,271,267,104,340,656,51.8,316,367,97,270,299,941,724,31,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
b8fd03ef,/en/squads/b8fd03ef/2024-2025/Manchester-City-Stats,Manchester City,30,38.0,497,299,183,216,98,214,449,47.7,235,331,89,242,229,726,619,35,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/19538871/Manchester-United-Stats,Manchester Utd,31,38.0,817,493,394,305,118,400,723,55.3,323,386,107,279,358,1175,759,26,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
b2b47a98,/en/squads/b2b47a98/2024-2025/Newcastle-United-Stats,Newcastle Utd,24,38.0,603,371,275,235,93,306,604,50.7,298,411,141,270,270,873,884,34,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/e4a775cb/Nottingham-Forest-Stats,Nott'ham Forest,23,38.0,698,419,406,225,67,343,670,51.2,327,427,157,270,322,1020,1220,24,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/33c895d4/Southampton-Stats,Southampton,36,38.0,652,378,310,266,76,280,584,47.9,304,433,201,232,305,957,988,51,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
361ca564,/en/squads/361ca564/2024-2025/Tottenham-Hotspur-Stats,Tottenham,31,38.0,661,414,285,271,105,296,598,49.5,302,448,159,289,322,983,821,41,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/7c21e445/West-Ham-United-Stats,West Ham,27,38.0,654,388,317,253,84,290,532,54.5,242,440,169,271,331,985,1037,28,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
squads,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats,Wolves,32,38.0,801,471,412,305,84,373,669,55.8,296,437,137,300,298,1099,947,25,9,2024-2025,bc4b62fd-8677-47d1-99fb-722fa3623917
