team_id,team_url,team,players_used_away,minutes_90s_away,passes_completed_away,passes_away,passes_pct_away,passes_total_distance_away,passes_progressive_distance_away,passes_completed_short_away,passes_short_away,passes_pct_short_away,passes_completed_medium_away,passes_medium_away,passes_pct_medium_away,passes_completed_long_away,passes_long_away,passes_pct_long_away,assists_away,xg_assist_away,pass_xa_away,xg_assist_net_away,assisted_shots_away,passes_into_final_third_away,passes_into_penalty_area_away,crosses_into_penalty_area_away,progressive_passes_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2019-2020/Arsenal-Stats,vs Arsenal,29,38.0,13968,17668,79.1,245849,89696,6592,7433,88.7,5474,6451,84.9,1506,2727,55.2,30,39.1,33.2,-9.1,415,1087,300,85,1369,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
8602292d,/en/squads/8602292d/2019-2020/Aston-Villa-Stats,vs Aston Villa,28,38.0,16142,20266,79.7,279743,100721,7760,8725,88.9,6185,7276,85.0,1661,2984,55.7,44,46.6,39.9,-2.6,458,1350,383,74,1823,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
4ba7cbea,/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats,vs Bournemouth,27,38.0,16667,21185,78.7,294977,98427,7405,8464,87.5,7039,8266,85.2,1705,3186,53.5,45,42.6,36.9,+2.4,415,1241,366,86,1670,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
d07537b9,/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats,vs Brighton,25,38.0,14322,18458,77.6,247084,86934,6790,7740,87.7,5484,6563,83.6,1527,2904,52.6,42,43.1,32.0,-1.1,376,992,297,63,1342,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
943e8050,/en/squads/943e8050/2019-2020/Burnley-Stats,vs Burnley,22,38.0,15824,20627,76.7,268946,94434,7570,8683,87.2,6129,7430,82.5,1544,3175,48.6,38,36.6,31.9,+1.4,403,1105,352,86,1544,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
cff3d9bb,/en/squads/cff3d9bb/2019-2020/Chelsea-Stats,vs Chelsea,27,38.0,12445,16600,75.0,218822,82681,5803,6816,85.1,4884,5932,82.3,1342,2751,48.8,36,27.4,23.9,+8.6,241,847,216,55,1151,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
47c64c55,/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats,vs Crystal Palace,25,38.0,16178,20387,79.4,283124,96926,7477,8506,87.9,6428,7601,84.6,1703,2988,57.0,36,40.0,36.7,-4.0,380,1280,328,81,1690,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
d3fd31cc,/en/squads/d3fd31cc/2019-2020/Everton-Stats,vs Everton,24,38.0,14366,18648,77.0,255446,94202,6485,7476,86.7,5830,6928,84.2,1560,3010,51.8,39,34.2,29.6,+4.8,317,1045,274,69,1405,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
a2d435b3,/en/squads/a2d435b3/2019-2020/Leicester-City-Stats,vs Leicester City,24,38.0,12319,16545,74.5,215679,83904,5972,6985,85.5,4442,5529,80.3,1439,2821,51.0,26,29.2,27.5,-3.2,290,909,254,71,1214,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
822bd0ba,/en/squads/822bd0ba/2019-2020/Liverpool-Stats,vs Liverpool,24,38.0,10923,15242,71.7,191418,77636,5234,6146,85.2,4041,5171,78.1,1253,2832,44.2,23,29.6,22.2,-6.6,254,667,195,60,949,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
b8fd03ef,/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats,vs Manchester City,24,38.0,10925,14396,75.9,193906,72013,5103,5826,87.6,4277,5020,85.2,1215,2603,46.7,25,23.1,19.5,+1.9,199,662,168,40,801,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
19538871,/en/squads/19538871/2019-2020/Manchester-United-Stats,vs Manchester Utd,29,38.0,13147,17274,76.1,227370,83853,6180,7080,87.3,5020,6073,82.7,1402,2837,49.4,24,25.2,22.4,-1.2,275,912,209,56,1204,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
b2b47a98,/en/squads/b2b47a98/2019-2020/Newcastle-United-Stats,vs Newcastle Utd,28,38.0,19474,23531,82.8,339292,109168,8883,9936,89.4,8230,9358,87.9,1849,3083,60.0,38,50.4,47.6,-12.4,444,1593,362,77,1882,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
1c781004,/en/squads/1c781004/2019-2020/Norwich-City-Stats,vs Norwich City,30,38.0,15431,19565,78.9,273323,96267,6951,7961,87.3,6154,7294,84.4,1749,3018,58.0,50,46.6,42.9,+3.4,449,1322,424,103,1793,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
1df6b87e,/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats,vs Sheffield Utd,26,38.0,17999,22602,79.6,316412,102270,8160,9268,88.0,7419,8694,85.3,1854,3409,54.4,28,38.1,31.4,-10.1,326,1150,258,60,1420,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
33c895d4,/en/squads/33c895d4/2019-2020/Southampton-Stats,vs Southampton,25,38.0,13419,18481,72.6,242017,92050,5891,7104,82.9,5607,7101,79.0,1529,3057,50.0,41,38.7,31.2,+2.3,333,1041,301,79,1453,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
361ca564,/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats,vs Tottenham,29,38.0,14672,18848,77.8,258025,92485,6771,7728,87.6,5788,6945,83.3,1621,2954,54.9,27,34.0,32.2,-7.0,392,1153,298,85,1554,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
2abfe087,/en/squads/2abfe087/2019-2020/Watford-Stats,vs Watford,26,38.0,17002,21471,79.2,292652,98057,7916,9018,87.8,6938,8154,85.1,1603,3020,53.1,37,39.4,32.3,-2.4,354,1253,287,66,1654,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
7c21e445,/en/squads/7c21e445/2019-2020/West-Ham-United-Stats,vs West Ham,29,38.0,17330,21591,80.3,296808,102799,8104,9093,89.1,7074,8231,85.9,1603,2924,54.8,49,48.7,41.1,+0.3,388,1332,376,96,1724,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
8cec06e1,/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats,vs Wolves,21,38.0,15811,19951,79.2,267919,93028,7591,8577,88.5,6174,7252,85.1,1485,2879,51.6,28,26.1,22.8,+1.9,289,1098,255,68,1411,9,2019-2020,72bebba1-f981-49cc-aefd-d19f4b4ac412
