team_id,team_url,team,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2022-2023/Arsenal-Stats,Arsenal,26,24.7,38,"3,420",90,100,38.0,418,85,270,150,15,192,2.21,88,43,+45,+1.18,71.6,42.0,+29.6,+0.78,9,2022-2023,4a7f5a31-e7f8-49a0-8d27-cb63161dbbf5
8602292d,/en/squads/8602292d/2022-2023/Aston-Villa-Stats,Aston Villa,26,27.0,38,"3,420",90,100,38.0,418,83,274,144,20,193,1.61,51,46,+5,+0.13,50.3,52.5,-2.2,-0.06,9,2022-2023,4a7f5a31-e7f8-49a0-8d27-cb63161dbbf5
4ba7cbea,/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats,Bournemouth,31,26.3,38,"3,420",90,100,38.0,418,84,279,141,19,201,1.03,37,71,-34,-0.89,38.5,63.8,-25.3,-0.67,9,2022-2023,4a7f5a31-e7f8-49a0-8d27-cb63161dbbf5
cd051869,/en/squads/cd051869/2022-2023/Brentford-Stats,Brentford,25,26.2,38,"3,420",90,100,38.0,418,82,247,171,19,171,1.55,58,46,+12,+0.32,56.3,48.8,+7.5,+0.20,9,2022-2023,4a7f5a31-e7f8-49a0-8d27-cb63161dbbf5
d07537b9,/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats,Brighton,29,26.3,38,"3,420",90,100,38.0,418,83,277,143,19,199,1.63,72,53,+19,+0.50,73.3,50.2,+23.1,+0.61,9,2022-2023,4a7f5a31-e7f8-49a0-8d27-cb63161dbbf5
cff3d9bb,/en/squads/cff3d9bb/2022-2023/Chelsea-Stats,Chelsea,32,26.3,38,"3,420",90,100,38.0,418,81,243,173,22,169,1.16,38,47,-9,-0.24,49.5,52.5,-3.0,-0.08,9,2022-2023,4a7f5a31-e7f8-49a0-8d27-cb63161dbbf5
47c64c55,/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats,Crystal Palace,26,26.7,38,"3,420",90,100,38.0,418,84,277,138,17,204,1.18,40,49,-9,-0.24,39.3,48.1,-8.8,-0.23,9,2022-2023,4a7f5a31-e7f8-49a0-8d27-cb63161dbbf5
d3fd31cc,/en/squads/d3fd31cc/2022-2023/Everton-Stats,Everton,28,26.6,38,"3,420",90,100,38.0,418,84,300,116,20,225,0.95,34,57,-23,-0.61,45.2,65.5,-20.4,-0.54,9,2022-2023,4a7f5a31-e7f8-49a0-8d27-cb63161dbbf5
fd962109,/en/squads/fd962109/2022-2023/Fulham-Stats,Fulham,29,28.2,38,"3,420",90,100,38.0,418,84,265,152,15,190,1.37,55,53,+2,+0.05,46.2,63.6,-17.4,-0.46,9,2022-2023,4a7f5a31-e7f8-49a0-8d27-cb63161dbbf5
5bfb9659,/en/squads/5bfb9659/2022-2023/Leeds-United-Stats,Leeds United,29,25.3,38,"3,420",90,100,38.0,418,82,260,157,21,185,0.82,48,78,-30,-0.79,47.3,67.1,-19.8,-0.52,9,2022-2023,4a7f5a31-e7f8-49a0-8d27-cb63161dbbf5
a2d435b3,/en/squads/a2d435b3/2022-2023/Leicester-City-Stats,Leicester City,28,26.1,38,"3,420",90,100,38.0,418,82,278,138,23,203,0.89,51,68,-17,-0.45,50.5,63.3,-12.8,-0.34,9,2022-2023,4a7f5a31-e7f8-49a0-8d27-cb63161dbbf5
822bd0ba,/en/squads/822bd0ba/2022-2023/Liverpool-Stats,Liverpool,28,27.4,38,"3,420",90,100,38.0,418,82,253,164,20,178,1.76,75,47,+28,+0.74,71.5,50.8,+20.7,+0.55,9,2022-2023,4a7f5a31-e7f8-49a0-8d27-cb63161dbbf5
b8fd03ef,/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats,Manchester City,24,27.2,38,"3,420",90,100,38.0,418,84,294,123,19,219,2.34,94,33,+61,+1.61,78.6,32.1,+46.5,+1.22,9,2022-2023,4a7f5a31-e7f8-49a0-8d27-cb63161dbbf5
