team_id,team_url,team,players_used,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2018-2019/Arsenal-Stats,Arsenal,28,38.0,22549,20518,1942,543,65,152,605,823,209,59,65,2,18425,89,453,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
4ba7cbea,/en/squads/4ba7cbea/2018-2019/Bournemouth-Stats,Bournemouth,28,38.0,17650,15632,1961,512,57,84,613,832,191,74,58,2,13505,57,435,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
d07537b9,/en/squads/d07537b9/2018-2019/Brighton-and-Hove-Albion-Stats,Brighton,21,38.0,15824,13912,1822,330,15,188,636,880,156,90,44,4,11491,90,342,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
943e8050,/en/squads/943e8050/2018-2019/Burnley-Stats,Burnley,23,38.0,14793,12804,1883,395,35,108,692,891,139,98,22,9,10134,106,327,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
75fae011,/en/squads/75fae011/2018-2019/Cardiff-City-Stats,Cardiff City,25,38.0,11715,9823,1815,423,39,60,562,799,168,102,35,19,7170,77,313,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
cff3d9bb,/en/squads/cff3d9bb/2018-2019/Chelsea-Stats,Chelsea,24,38.0,26774,24894,1797,471,146,216,692,762,215,74,86,19,22960,83,434,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
47c64c55,/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats,Crystal Palace,26,38.0,16870,14898,1894,435,26,101,577,816,205,89,30,62,12697,78,367,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
d3fd31cc,/en/squads/d3fd31cc/2018-2019/Everton-Stats,Everton,23,38.0,18477,16376,2032,495,44,140,814,947,215,79,114,4,13878,69,416,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
fd962109,/en/squads/fd962109/2018-2019/Fulham-Stats,Fulham,28,38.0,19303,17396,1817,412,33,145,611,769,161,57,62,7,15096,90,339,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
f5922ca5,/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats,Huddersfield,31,38.0,17777,15783,1931,444,22,130,768,930,162,80,55,11,13045,63,418,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
a2d435b3,/en/squads/a2d435b3/2018-2019/Leicester-City-Stats,Leicester City,25,38.0,19068,17065,1931,453,88,186,779,872,210,82,86,14,14640,72,395,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
822bd0ba,/en/squads/822bd0ba/2018-2019/Liverpool-Stats,Liverpool,23,38.0,25571,23583,1911,463,98,185,721,923,249,82,102,5,21146,77,394,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
b8fd03ef,/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats,Manchester City,21,38.0,28389,26660,1631,344,112,226,783,739,298,85,121,1,24678,98,384,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
19538871,/en/squads/19538871/2018-2019/Manchester-United-Stats,Manchester Utd,28,38.0,20942,18934,1918,435,63,207,638,859,200,78,70,20,16834,90,373,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
b2b47a98,/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats,Newcastle Utd,24,38.0,15231,13359,1813,389,50,217,711,835,181,73,71,11,10774,59,353,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
33c895d4,/en/squads/33c895d4/2018-2019/Southampton-Stats,Southampton,30,38.0,15930,14072,1797,409,35,139,666,805,193,97,63,22,11463,61,349,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
361ca564,/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats,Tottenham,28,38.0,23056,21115,1867,457,87,136,643,851,194,54,81,5,18808,74,445,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
2abfe087,/en/squads/2abfe087/2018-2019/Watford-Stats,Watford,25,38.0,16974,15065,1820,483,32,117,570,755,177,84,55,0,12550,89,348,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
7c21e445,/en/squads/7c21e445/2018-2019/West-Ham-United-Stats,West Ham,26,38.0,18038,16053,1914,501,75,161,631,824,188,86,82,4,13847,71,416,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
8cec06e1,/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats,Wolves,21,38.0,18261,16415,1773,361,51,194,622,843,195,63,87,3,13961,73,394,9,2018-2019,bc9917ee-b4e0-4dd8-8724-c3f098bad94e
