team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,xg_away,npxg_away,xg_assist_away,npxg_xg_assist_away,progressive_carries_away,progressive_passes_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,xg_per90_away,xg_assist_per90_away,xg_xg_assist_per90_away,npxg_per90_away,npxg_xg_assist_per90_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2024-2025/Arsenal-Stats,vs Arsenal,25,26.1,43.1,38,418,"3,420",38.0,34,24,58,31,3,3,83,2,34.4,32.0,24.5,56.6,618,938,0.89,0.63,1.53,0.82,1.45,0.91,0.65,1.55,0.84,1.49,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/8602292d/Aston-Villa-Stats,vs Aston Villa,28,26.3,49.5,38,418,"3,420",38.0,51,36,87,49,2,3,104,2,50.1,47.8,36.4,84.2,688,1315,1.34,0.95,2.29,1.29,2.24,1.32,0.96,2.28,1.26,2.22,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/4ba7cbea/Bournemouth-Stats,vs Bournemouth,29,26.4,51.5,38,418,"3,420",38.0,46,36,82,42,4,4,94,5,48.5,45.3,36.5,81.8,685,1295,1.21,0.95,2.16,1.11,2.05,1.28,0.96,2.24,1.19,2.15,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/cd051869/Brentford-Stats,vs Brentford,28,26.4,52.1,38,418,"3,420",38.0,54,42,96,53,1,1,82,3,55.4,54.7,43.3,97.9,835,1562,1.42,1.11,2.53,1.39,2.50,1.46,1.14,2.60,1.44,2.58,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats,vs Brighton,32,26.2,47.7,38,418,"3,420",38.0,57,39,96,48,9,9,93,5,54.6,47.7,41.3,88.9,607,1209,1.50,1.03,2.53,1.26,2.29,1.44,1.09,2.52,1.25,2.34,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
cff3d9bb,/en/squads/cff3d9bb/2024-2025/Chelsea-Stats,vs Chelsea,29,26.5,42.9,38,418,"3,420",38.0,43,33,76,38,5,6,98,2,47.3,42.6,35.3,77.8,600,1206,1.13,0.87,2.00,1.00,1.87,1.24,0.93,2.17,1.12,2.05,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/47c64c55/Crystal-Palace-Stats,vs Crystal Palace,29,26.1,57.2,38,418,"3,420",38.0,48,39,87,47,1,2,84,4,49.1,47.5,38.5,86.0,686,1578,1.26,1.03,2.29,1.24,2.26,1.29,1.01,2.31,1.25,2.26,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/d3fd31cc/Everton-Stats,vs Everton,26,26.2,59.1,38,418,"3,420",38.0,44,35,79,44,0,2,46,2,46.2,44.6,34.6,79.2,724,1627,1.16,0.92,2.08,1.16,2.08,1.22,0.91,2.13,1.17,2.08,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/fd962109/Fulham-Stats,vs Fulham,26,26.3,47.7,38,418,"3,420",38.0,52,40,92,49,3,4,67,3,47.2,44.1,34.4,78.5,654,1396,1.37,1.05,2.42,1.29,2.34,1.24,0.91,2.15,1.16,2.06,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/b74092de/Ipswich-Town-Stats,vs Ipswich Town,32,26.3,59.4,38,418,"3,420",38.0,80,55,135,74,6,6,65,2,72.7,68.3,53.5,121.8,812,1726,2.11,1.45,3.55,1.95,3.39,1.91,1.41,3.32,1.80,3.21,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/a2d435b3/Leicester-City-Stats,vs Leicester City,32,26.3,54.6,38,418,"3,420",38.0,77,57,134,74,3,4,58,2,71.9,68.8,52.2,121.0,735,1755,2.03,1.50,3.53,1.95,3.45,1.89,1.37,3.27,1.81,3.19,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
822bd0ba,/en/squads/822bd0ba/2024-2025/Liverpool-Stats,vs Liverpool,24,26.1,42.3,38,418,"3,420",38.0,39,28,67,38,1,2,84,2,38.6,36.9,29.4,66.2,683,1091,1.03,0.74,1.76,1.00,1.74,1.02,0.77,1.79,0.97,1.74,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
b8fd03ef,/en/squads/b8fd03ef/2024-2025/Manchester-City-Stats,vs Manchester City,30,26.2,38.7,38,418,"3,420",38.0,42,32,74,38,4,4,88,2,47.7,44.6,37.2,81.7,546,912,1.11,0.84,1.95,1.00,1.84,1.26,0.98,2.23,1.17,2.15,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/19538871/Manchester-United-Stats,vs Manchester Utd,31,26.4,46.5,38,418,"3,420",38.0,52,36,88,49,3,4,71,3,53.8,50.8,38.4,89.2,672,1184,1.37,0.95,2.32,1.29,2.24,1.42,1.01,2.43,1.34,2.35,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
b2b47a98,/en/squads/b2b47a98/2024-2025/Newcastle-United-Stats,vs Newcastle Utd,24,26.3,48.7,38,418,"3,420",38.0,45,41,86,44,1,2,97,3,45.5,44.0,35.9,79.9,667,1273,1.18,1.08,2.26,1.16,2.24,1.20,0.94,2.14,1.16,2.10,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/e4a775cb/Nottingham-Forest-Stats,vs Nott'ham Forest,23,26.2,58.8,38,418,"3,420",38.0,46,35,81,43,3,3,104,2,48.9,46.5,35.2,81.7,966,1886,1.21,0.92,2.13,1.13,2.05,1.29,0.93,2.21,1.22,2.15,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/33c895d4/Southampton-Stats,vs Southampton,36,26.2,51.5,38,418,"3,420",38.0,86,61,147,79,7,9,54,1,84.8,77.9,63.0,140.9,814,1647,2.26,1.61,3.87,2.08,3.68,2.23,1.66,3.89,2.05,3.71,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
361ca564,/en/squads/361ca564/2024-2025/Tottenham-Hotspur-Stats,vs Tottenham,31,26.2,45.3,38,418,"3,420",38.0,61,43,104,58,3,3,85,3,63.3,60.9,46.3,107.2,660,1330,1.61,1.13,2.74,1.53,2.66,1.67,1.22,2.88,1.60,2.82,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/7c21e445/West-Ham-United-Stats,vs West Ham,27,26.1,51.6,38,418,"3,420",38.0,59,45,104,56,3,3,56,1,59.7,57.4,47.6,105.0,832,1622,1.55,1.18,2.74,1.47,2.66,1.57,1.25,2.82,1.51,2.76,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
squads,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats,vs Wolves,32,26.2,51.9,38,418,"3,420",38.0,66,47,113,59,7,9,85,3,58.1,51.0,41.5,92.5,767,1534,1.74,1.24,2.97,1.55,2.79,1.53,1.09,2.62,1.34,2.44,9,2024-2025,1d641554-117b-4f4c-9073-3d78979d6418
