team_id,team_url,team,players_used_away,minutes_90s_away,tackles_away,tackles_won_away,tackles_def_3rd_away,tackles_mid_3rd_away,tackles_att_3rd_away,challenge_tackles_away,challenges_away,challenge_tackles_pct_away,challenges_lost_away,blocks_away,blocked_shots_away,blocked_passes_away,interceptions_away,tackles_interceptions_away,clearances_away,errors_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2024-2025/Arsenal-Stats,vs Arsenal,25,38.0,698,420,406,214,78,316,636,49.7,320,410,180,230,261,959,1038,38,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/8602292d/Aston-Villa-Stats,vs Aston Villa,28,38.0,685,387,322,258,105,299,626,47.8,327,419,136,283,347,1032,869,30,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/4ba7cbea/Bournemouth-Stats,vs Bournemouth,29,38.0,650,396,321,257,72,300,594,50.5,294,414,160,254,279,929,1014,50,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/cd051869/Brentford-Stats,vs Brentford,28,38.0,593,362,273,217,103,293,558,52.5,265,366,106,260,287,880,1036,32,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats,vs Brighton,32,38.0,726,408,370,274,82,382,720,53.1,338,409,147,262,320,1046,981,33,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
cff3d9bb,/en/squads/cff3d9bb/2024-2025/Chelsea-Stats,vs Chelsea,29,38.0,633,368,318,241,74,336,662,50.8,326,435,172,263,286,919,880,42,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/47c64c55/Crystal-Palace-Stats,vs Crystal Palace,29,38.0,580,319,203,264,113,241,450,53.6,209,417,145,272,342,922,874,35,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/d3fd31cc/Everton-Stats,vs Everton,26,38.0,695,424,322,276,97,305,588,51.9,283,349,103,246,235,930,924,25,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/fd962109/Fulham-Stats,vs Fulham,26,38.0,535,306,237,226,72,254,542,46.9,288,423,148,275,336,871,995,27,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/b74092de/Ipswich-Town-Stats,vs Ipswich Town,32,38.0,637,366,274,260,103,290,567,51.1,277,366,110,256,242,879,744,23,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/a2d435b3/Leicester-City-Stats,vs Leicester City,32,38.0,640,411,223,288,129,304,568,53.5,264,355,95,260,269,909,807,23,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
822bd0ba,/en/squads/822bd0ba/2024-2025/Liverpool-Stats,vs Liverpool,24,38.0,660,402,358,228,74,310,611,50.7,301,462,183,279,320,980,1094,42,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
b8fd03ef,/en/squads/b8fd03ef/2024-2025/Manchester-City-Stats,vs Manchester City,30,38.0,696,399,418,214,64,301,678,44.4,377,462,172,290,310,1006,956,33,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/19538871/Manchester-United-Stats,vs Manchester Utd,31,38.0,676,414,315,257,104,323,575,56.2,252,475,164,311,325,1001,858,20,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
b2b47a98,/en/squads/b2b47a98/2024-2025/Newcastle-United-Stats,vs Newcastle Utd,24,38.0,736,433,327,298,111,298,580,51.4,282,462,150,312,301,1037,893,44,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/e4a775cb/Nottingham-Forest-Stats,vs Nott'ham Forest,23,38.0,557,365,252,211,94,233,492,47.4,259,356,122,234,265,822,896,37,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/33c895d4/Southampton-Stats,vs Southampton,36,38.0,688,405,257,294,137,333,645,51.6,312,359,124,235,311,999,753,11,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
361ca564,/en/squads/361ca564/2024-2025/Tottenham-Hotspur-Stats,vs Tottenham,31,38.0,851,548,402,336,113,425,733,58.0,308,509,137,372,391,1242,903,36,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/7c21e445/West-Ham-United-Stats,vs West Ham,27,38.0,752,435,322,310,120,360,707,50.9,347,431,144,287,298,1050,836,23,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
squads,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats,vs Wolves,32,38.0,684,422,277,300,107,315,639,49.3,324,392,110,282,308,992,805,38,9,2024-2025,d4bc8ce0-0918-40cd-bb14-aba6caf6b534
