team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2022-2023/Arsenal-Stats,vs Arsenal,26,38.0,42,337,133,39.5,8.87,3.50,0.12,0.29,16.1,8,3,5,42.0,38.0,0.11,0.0,+1.0,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
8602292d,/en/squads/8602292d/2022-2023/Aston-Villa-Stats,vs Aston Villa,26,38.0,42,424,145,34.2,11.16,3.82,0.09,0.26,16.5,14,5,6,52.5,47.9,0.12,-10.5,-10.9,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
4ba7cbea,/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats,vs Bournemouth,31,38.0,68,619,198,32.0,16.29,5.21,0.10,0.31,17.0,15,6,7,63.8,58.3,0.10,+4.2,+3.7,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
cd051869,/en/squads/cd051869/2022-2023/Brentford-Stats,vs Brentford,25,38.0,43,557,195,35.0,14.66,5.13,0.07,0.21,18.4,13,2,2,48.8,47.6,0.09,-5.8,-6.6,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
d07537b9,/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats,vs Brighton,29,38.0,47,380,123,32.4,10.00,3.24,0.11,0.33,16.2,15,6,8,50.2,43.7,0.12,-3.2,-2.7,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
cff3d9bb,/en/squads/cff3d9bb/2022-2023/Chelsea-Stats,vs Chelsea,32,38.0,44,437,158,36.2,11.50,4.16,0.10,0.27,16.7,10,1,1,52.5,51.7,0.12,-8.5,-8.7,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
47c64c55,/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats,vs Crystal Palace,26,38.0,46,452,156,34.5,11.89,4.11,0.09,0.27,16.2,14,4,4,48.1,44.9,0.10,-2.1,-2.9,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
d3fd31cc,/en/squads/d3fd31cc/2022-2023/Everton-Stats,vs Everton,28,38.0,57,570,179,31.4,15.00,4.71,0.09,0.29,16.4,15,5,6,65.5,60.9,0.11,-8.5,-8.9,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
fd962109,/en/squads/fd962109/2022-2023/Fulham-Stats,vs Fulham,29,38.0,51,497,188,37.8,13.08,4.95,0.09,0.23,16.7,20,7,8,63.6,57.8,0.12,-12.6,-13.8,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
5bfb9659,/en/squads/5bfb9659/2022-2023/Leeds-United-Stats,vs Leeds United,29,38.0,77,522,180,34.5,13.74,4.74,0.14,0.40,16.5,19,5,6,67.1,62.4,0.12,+9.9,+9.6,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
a2d435b3,/en/squads/a2d435b3/2022-2023/Leicester-City-Stats,vs Leicester City,28,38.0,63,567,173,30.5,14.92,4.55,0.10,0.34,17.2,21,4,5,63.3,59.8,0.11,-0.3,-0.8,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
822bd0ba,/en/squads/822bd0ba/2022-2023/Liverpool-Stats,vs Liverpool,28,38.0,45,366,154,42.1,9.63,4.05,0.12,0.28,15.9,9,2,4,50.8,47.9,0.13,-5.8,-4.9,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
b8fd03ef,/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats,vs Manchester City,24,38.0,32,291,89,30.6,7.66,2.34,0.10,0.33,17.2,11,3,3,32.1,29.8,0.11,-0.1,-0.8,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
19538871,/en/squads/19538871/2022-2023/Manchester-United-Stats,vs Manchester Utd,26,38.0,42,478,139,29.1,12.58,3.66,0.08,0.29,16.6,18,2,3,50.4,48.0,0.10,-8.4,-8.0,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
b2b47a98,/en/squads/b2b47a98/2022-2023/Newcastle-United-Stats,vs Newcastle Utd,27,38.0,31,382,123,32.2,10.05,3.24,0.08,0.24,17.6,13,2,5,39.5,35.6,0.09,-8.5,-6.6,9,2022-2023,22701d48-f0f1-4e21-94c6-dcc4ce23f52e
