rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
11,b2b47a98,/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats,Newcastle Utd,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.b2b47a98.png,19,8,6,5,26,27,-1,30,1.58,21.2,27.4,-6.2,-0.32,19,5,4,10,18,35,-17,19,1.00,16.9,29.8,-12.8,-0.68,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
12,47c64c55,/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats,Crystal Palace,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.47c64c55.png,19,7,8,4,27,17,+10,29,1.53,28.2,17.0,+11.2,+0.59,19,4,7,8,23,29,-6,19,1.00,18.2,23.7,-5.5,-0.29,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
13,cd051869,/en/squads/cd051869/2021-2022/Brentford-Stats,Brentford,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.cd051869.png,19,7,3,9,22,21,+1,24,1.26,25.4,20.5,+4.9,+0.26,19,6,4,9,26,35,-9,22,1.16,20.4,28.0,-7.6,-0.40,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
14,8602292d,/en/squads/8602292d/2021-2022/Aston-Villa-Stats,Aston Villa,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.8602292d.png,19,6,5,8,29,29,0,23,1.21,23.6,24.5,-1.0,-0.05,19,7,1,11,23,25,-2,22,1.16,20.4,24.4,-4.0,-0.21,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
15,33c895d4,/en/squads/33c895d4/2021-2022/Southampton-Stats,Southampton,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.33c895d4.png,19,6,7,6,23,24,-1,25,1.32,21.8,24.3,-2.5,-0.13,19,3,6,10,20,43,-23,15,0.79,23.0,35.7,-12.7,-0.67,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
16,d3fd31cc,/en/squads/d3fd31cc/2021-2022/Everton-Stats,Everton,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d3fd31cc.png,19,9,2,8,27,25,+2,29,1.53,23.6,22.6,+1.0,+0.05,19,2,4,13,16,41,-25,10,0.53,17.6,32.8,-15.2,-0.80,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
17,5bfb9659,/en/squads/5bfb9659/2021-2022/Leeds-United-Stats,Leeds United,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.5bfb9659.png,19,4,6,9,19,38,-19,18,0.95,25.2,31.6,-6.4,-0.34,19,5,5,9,23,41,-18,20,1.05,19.1,36.2,-17.1,-0.90,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
18,943e8050,/en/squads/943e8050/2021-2022/Burnley-Stats,Burnley,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.943e8050.png,19,5,6,8,18,25,-7,21,1.11,22.9,25.7,-2.9,-0.15,19,2,8,9,16,28,-12,14,0.74,16.9,31.4,-14.5,-0.76,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
19,2abfe087,/en/squads/2abfe087/2021-2022/Watford-Stats,Watford,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2abfe087.png,19,2,2,15,17,46,-29,8,0.42,19.7,33.9,-14.2,-0.75,19,4,3,12,17,31,-14,15,0.79,20.3,30.6,-10.3,-0.54,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
20,1c781004,/en/squads/1c781004/2021-2022/Norwich-City-Stats,Norwich City,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.1c781004.png,19,3,3,13,12,43,-31,12,0.63,17.2,35.1,-17.8,-0.94,19,2,4,13,11,41,-30,10,0.53,15.1,40.4,-25.3,-1.33,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
