rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,b8fd03ef,/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats,Manchester City,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.b8fd03ef.png,19,15,2,2,58,15,+43,47,2.47,45.6,11.4,+34.2,+1.80,19,14,4,1,41,11,+30,46,2.42,43.1,13.2,+29.8,+1.57,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
2,822bd0ba,/en/squads/822bd0ba/2021-2022/Liverpool-Stats,Liverpool,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.822bd0ba.png,19,15,4,0,49,9,+40,49,2.58,48.9,12.8,+36.1,+1.90,19,13,4,2,45,17,+28,43,2.26,39.8,20.9,+18.8,+0.99,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
3,cff3d9bb,/en/squads/cff3d9bb/2021-2022/Chelsea-Stats,Chelsea,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.cff3d9bb.png,19,9,7,3,37,22,+15,34,1.79,33.2,18.2,+15.1,+0.79,19,12,4,3,39,11,+28,40,2.11,30.1,15.1,+15.0,+0.79,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
4,361ca564,/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats,Tottenham,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.361ca564.png,19,13,1,5,38,19,+19,40,2.11,33.6,18.7,+14.8,+0.78,19,9,4,6,31,21,+10,31,1.63,27.7,20.6,+7.1,+0.37,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
5,18bb7c10,/en/squads/18bb7c10/2021-2022/Arsenal-Stats,Arsenal,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.18bb7c10.png,19,13,2,4,35,17,+18,41,2.16,37.4,17.7,+19.7,+1.03,19,9,1,9,26,31,-5,28,1.47,23.2,27.9,-4.8,-0.25,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
6,19538871,/en/squads/19538871/2021-2022/Manchester-United-Stats,Manchester Utd,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.19538871.png,19,10,5,4,32,22,+10,35,1.84,30.6,20.8,+9.9,+0.52,19,6,5,8,25,35,-10,23,1.21,25.1,32.2,-7.1,-0.37,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
7,7c21e445,/en/squads/7c21e445/2021-2022/West-Ham-United-Stats,West Ham,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7c21e445.png,19,9,5,5,33,26,+7,32,1.68,28.0,21.6,+6.4,+0.34,19,7,3,9,27,25,+2,24,1.26,23.4,31.9,-8.5,-0.45,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
8,a2d435b3,/en/squads/a2d435b3/2021-2022/Leicester-City-Stats,Leicester City,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a2d435b3.png,19,10,4,5,34,23,+11,34,1.79,26.1,28.4,-2.3,-0.12,19,4,6,9,28,36,-8,18,0.95,21.7,30.8,-9.2,-0.48,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
9,d07537b9,/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats,Brighton,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d07537b9.png,19,5,7,7,19,23,-4,22,1.16,25.2,19.8,+5.4,+0.29,19,7,8,4,23,21,+2,29,1.53,20.9,23.1,-2.1,-0.11,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
10,8cec06e1,/en/squads/8cec06e1/2021-2022/Wolverhampton-Wanderers-Stats,Wolves,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.8cec06e1.png,19,7,3,9,20,25,-5,24,1.26,19.2,28.9,-9.7,-0.51,19,8,3,8,18,18,0,27,1.42,18.3,28.0,-9.8,-0.51,9,2021-2022,75d0848c-ad8d-47a1-a2c7-e7a643e55bd1
