team_id,team_url,team,players_used_away,avg_age_away,games_away,minutes_away,minutes_per_game_away,minutes_pct_away,minutes_90s_away,games_starts_away,minutes_per_start_away,games_complete_away,games_subs_away,minutes_per_sub_away,unused_subs_away,points_per_game_away,on_goals_for_away,on_goals_against_away,plus_minus_away,plus_minus_per90_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2015-2016/Arsenal-Stats,vs Arsenal,25,26.7,38,"3,420",90,100,38.0,418,,,106,19,160,0.84,36,65,-29,-0.76,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
8602292d,/en/squads/8602292d/2015-2016/Aston-Villa-Stats,vs Aston Villa,29,27.1,38,"3,420",90,100,38.0,418,,,110,19,156,2.34,76,27,+49,+1.29,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
4ba7cbea,/en/squads/4ba7cbea/2015-2016/Bournemouth-Stats,vs Bournemouth,28,26.7,38,"3,420",90,100,38.0,418,,,109,22,157,1.66,67,45,+22,+0.58,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
cff3d9bb,/en/squads/cff3d9bb/2015-2016/Chelsea-Stats,vs Chelsea,28,27.1,38,"3,420",90,100,38.0,418,,,109,20,157,1.32,53,59,-6,-0.16,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
47c64c55,/en/squads/47c64c55/2015-2016/Crystal-Palace-Stats,vs Crystal Palace,30,26.8,38,"3,420",90,100,38.0,418,,,104,20,163,1.66,51,39,+12,+0.32,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
d3fd31cc,/en/squads/d3fd31cc/2015-2016/Everton-Stats,vs Everton,31,27.0,38,"3,420",90,100,38.0,418,,,104,22,162,1.39,55,59,-4,-0.11,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
a2d435b3,/en/squads/a2d435b3/2015-2016/Leicester-City-Stats,vs Leicester City,23,26.9,38,"3,420",90,100,38.0,418,,,107,22,159,0.55,36,68,-32,-0.84,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
822bd0ba,/en/squads/822bd0ba/2015-2016/Liverpool-Stats,vs Liverpool,34,27.1,38,"3,420",90,100,38.0,418,,,105,21,161,1.11,50,63,-13,-0.34,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
b8fd03ef,/en/squads/b8fd03ef/2015-2016/Manchester-City-Stats,vs Manchester City,25,27.0,38,"3,420",90,100,38.0,418,,,108,20,158,1.03,41,71,-30,-0.79,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
19538871,/en/squads/19538871/2015-2016/Manchester-United-Stats,vs Manchester Utd,33,27.2,38,"3,420",90,100,38.0,418,,,102,19,164,1.03,35,49,-14,-0.37,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
b2b47a98,/en/squads/b2b47a98/2015-2016/Newcastle-United-Stats,vs Newcastle Utd,31,27.1,38,"3,420",90,100,38.0,418,,,103,20,163,1.76,65,44,+21,+0.55,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
1c781004,/en/squads/1c781004/2015-2016/Norwich-City-Stats,vs Norwich City,28,26.9,38,"3,420",90,100,38.0,418,,,106,21,160,1.92,67,39,+28,+0.74,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
33c895d4,/en/squads/33c895d4/2015-2016/Southampton-Stats,vs Southampton,26,27.0,38,"3,420",90,100,38.0,418,,,108,23,158,1.11,41,59,-18,-0.47,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
17892952,/en/squads/17892952/2015-2016/Stoke-City-Stats,vs Stoke City,27,27.0,38,"3,420",90,100,38.0,418,,,103,20,163,1.42,55,41,+14,+0.37,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
8ef52968,/en/squads/8ef52968/2015-2016/Sunderland-Stats,vs Sunderland,31,26.9,38,"3,420",90,100,38.0,418,,,107,19,159,1.66,62,48,+14,+0.37,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
fb10988f,/en/squads/fb10988f/2015-2016/Swansea-City-Stats,vs Swansea City,27,27.0,38,"3,420",90,100,38.0,418,,,105,19,160,1.47,52,42,+10,+0.26,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
361ca564,/en/squads/361ca564/2015-2016/Tottenham-Hotspur-Stats,vs Tottenham,24,27.3,38,"3,420",90,100,38.0,418,,,100,20,167,0.82,35,69,-34,-0.89,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
2abfe087,/en/squads/2abfe087/2015-2016/Watford-Stats,vs Watford,25,26.7,38,"3,420",90,100,38.0,418,,,106,21,160,1.58,50,40,+10,+0.26,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
60c6b05f,/en/squads/60c6b05f/2015-2016/West-Bromwich-Albion-Stats,vs West Brom,28,26.8,38,"3,420",90,100,38.0,418,,,102,17,164,1.53,48,34,+14,+0.37,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
7c21e445,/en/squads/7c21e445/2015-2016/West-Ham-United-Stats,vs West Ham,28,27.0,38,"3,420",90,100,38.0,418,,,105,20,161,1.00,51,65,-14,-0.37,9,2015-2016,c5b4ca25-e17e-4910-b1fa-f5738b91343a
