team_id,team_url,team,players_used_away,minutes_90s_away,cards_yellow_away,cards_red_away,cards_yellow_red_away,fouls_away,fouled_away,offsides_away,crosses_away,interceptions_away,tackles_won_away,pens_won_away,pens_conceded_away,own_goals_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2016-2017/Arsenal-Stats,vs Arsenal,29,38.0,77,4,1,408,378,105,756,609,524,10,7,4,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
4ba7cbea,/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,vs Bournemouth,27,38.0,87,3,2,503,350,84,786,589,524,3,10,2,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
943e8050,/en/squads/943e8050/2016-2017/Burnley-Stats,vs Burnley,27,38.0,65,3,1,430,419,64,932,456,355,3,7,0,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
cff3d9bb,/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,vs Chelsea,24,38.0,84,4,2,496,377,68,648,585,511,2,4,1,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
47c64c55,/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,vs Crystal Palace,31,38.0,71,1,1,479,457,56,821,405,564,2,7,2,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
d3fd31cc,/en/squads/d3fd31cc/2016-2017/Everton-Stats,vs Everton,27,38.0,59,2,0,439,450,50,771,591,536,4,4,4,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
bd8769d1,/en/squads/bd8769d1/2016-2017/Hull-City-Stats,vs Hull City,28,38.0,56,2,2,413,384,61,879,511,423,10,3,1,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
a2d435b3,/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,vs Leicester City,25,38.0,56,0,0,347,435,74,892,526,450,3,6,2,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
822bd0ba,/en/squads/822bd0ba/2016-2017/Liverpool-Stats,vs Liverpool,23,38.0,73,1,0,408,384,106,561,602,557,4,8,1,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
b8fd03ef,/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,vs Manchester City,25,38.0,92,1,0,443,386,90,519,630,536,5,9,5,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
19538871,/en/squads/19538871/2016-2017/Manchester-United-Stats,vs Manchester Utd,31,38.0,71,4,1,462,481,50,623,548,508,3,4,0,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
7f59c601,/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,vs Middlesbrough,27,38.0,63,0,0,418,468,84,858,489,454,5,2,1,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
33c895d4,/en/squads/33c895d4/2016-2017/Southampton-Stats,vs Southampton,26,38.0,67,2,0,434,423,45,682,562,471,8,6,2,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
17892952,/en/squads/17892952/2016-2017/Stoke-City-Stats,vs Stoke City,26,38.0,80,2,1,455,419,82,771,498,478,2,6,4,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
8ef52968,/en/squads/8ef52968/2016-2017/Sunderland-Stats,vs Sunderland,31,38.0,58,1,1,415,428,61,928,470,450,3,4,1,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
fb10988f,/en/squads/fb10988f/2016-2017/Swansea-City-Stats,vs Swansea City,27,38.0,65,1,0,444,396,86,752,563,485,7,3,0,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
361ca564,/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,vs Tottenham,24,38.0,90,3,2,479,420,110,591,634,604,2,9,2,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
2abfe087,/en/squads/2abfe087/2016-2017/Watford-Stats,vs Watford,33,38.0,62,3,1,443,501,86,862,477,494,3,3,1,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
60c6b05f,/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,vs West Brom,23,38.0,55,3,2,369,440,55,873,469,486,3,1,0,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
7c21e445,/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,vs West Ham,29,38.0,83,1,1,485,395,74,734,416,489,7,5,1,9,2016-2017,dfc03d7c-938e-4ad7-a2b0-91933b3160fc
