team_id,team_url,team,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2015-2016/Arsenal-Stats,Arsenal,25,27.0,38,"3,420",90,100,38.0,418,,,107,0,159,1.87,65,36,+29,+0.76,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
8602292d,/en/squads/8602292d/2015-2016/Aston-Villa-Stats,Aston Villa,29,26.6,38,"3,420",90,100,38.0,418,,,85,0,181,0.45,27,76,-49,-1.29,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
4ba7cbea,/en/squads/4ba7cbea/2015-2016/Bournemouth-Stats,Bournemouth,28,27.7,38,"3,420",90,100,38.0,418,,,109,0,157,1.11,45,67,-22,-0.58,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
cff3d9bb,/en/squads/cff3d9bb/2015-2016/Chelsea-Stats,Chelsea,28,26.8,38,"3,420",90,100,38.0,418,,,103,0,163,1.32,59,53,+6,+0.16,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
47c64c55,/en/squads/47c64c55/2015-2016/Crystal-Palace-Stats,Crystal Palace,30,27.7,38,"3,420",90,100,38.0,418,,,106,0,160,1.11,39,51,-12,-0.32,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
d3fd31cc,/en/squads/d3fd31cc/2015-2016/Everton-Stats,Everton,31,26.5,38,"3,420",90,100,38.0,418,,,98,0,168,1.24,59,55,+4,+0.11,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
a2d435b3,/en/squads/a2d435b3/2015-2016/Leicester-City-Stats,Leicester City,23,27.7,38,"3,420",90,100,38.0,418,,,109,0,157,2.13,68,36,+32,+0.84,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
822bd0ba,/en/squads/822bd0ba/2015-2016/Liverpool-Stats,Liverpool,34,25.2,38,"3,420",90,100,38.0,418,,,109,0,156,1.58,63,50,+13,+0.34,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
b8fd03ef,/en/squads/b8fd03ef/2015-2016/Manchester-City-Stats,Manchester City,25,28.3,38,"3,420",90,100,38.0,418,,,109,0,158,1.74,71,41,+30,+0.79,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
19538871,/en/squads/19538871/2015-2016/Manchester-United-Stats,Manchester Utd,33,25.6,38,"3,420",90,100,38.0,418,,,108,0,157,1.74,49,35,+14,+0.37,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
b2b47a98,/en/squads/b2b47a98/2015-2016/Newcastle-United-Stats,Newcastle Utd,31,25.4,38,"3,420",90,100,38.0,418,,,108,0,159,0.97,44,65,-21,-0.55,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
1c781004,/en/squads/1c781004/2015-2016/Norwich-City-Stats,Norwich City,28,27.7,38,"3,420",90,100,38.0,418,,,106,0,160,0.89,39,67,-28,-0.74,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
33c895d4,/en/squads/33c895d4/2015-2016/Southampton-Stats,Southampton,26,26.4,38,"3,420",90,100,38.0,418,,,111,0,155,1.66,59,41,+18,+0.47,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
17892952,/en/squads/17892952/2015-2016/Stoke-City-Stats,Stoke City,27,27.4,38,"3,420",90,100,38.0,418,,,107,0,159,1.34,41,55,-14,-0.37,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
8ef52968,/en/squads/8ef52968/2015-2016/Sunderland-Stats,Sunderland,31,27.3,38,"3,420",90,100,38.0,418,,,105,0,161,1.03,48,62,-14,-0.37,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
fb10988f,/en/squads/fb10988f/2015-2016/Swansea-City-Stats,Swansea City,27,27.6,38,"3,420",90,100,38.0,418,,,109,0,157,1.24,42,52,-10,-0.26,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
361ca564,/en/squads/361ca564/2015-2016/Tottenham-Hotspur-Stats,Tottenham,24,24.5,38,"3,420",90,100,38.0,418,,,106,0,160,1.84,69,35,+34,+0.89,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
2abfe087,/en/squads/2abfe087/2015-2016/Watford-Stats,Watford,25,28.2,38,"3,420",90,100,38.0,418,,,102,0,164,1.18,40,50,-10,-0.26,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
60c6b05f,/en/squads/60c6b05f/2015-2016/West-Bromwich-Albion-Stats,West Brom,28,29.1,38,"3,420",90,100,38.0,418,,,101,0,166,1.13,34,48,-14,-0.37,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
7c21e445,/en/squads/7c21e445/2015-2016/West-Ham-United-Stats,West Ham,28,26.6,38,"3,420",90,100,38.0,418,,,111,0,155,1.63,65,51,+14,+0.37,9,2015-2016,f66230c3-87d9-4059-996e-3113fb83a8b9
