team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2019-2020/Arsenal-Stats,Arsenal,2,38.0,48,7,0,9,0,51.8,0.23,+3.8,+0.10,92,364,25.3,964,233,24.8,27.9,314,39.8,35.5,606,25,4.1,42,1.11,15.6,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
8602292d,/en/squads/8602292d/2019-2020/Aston-Villa-Stats,Aston Villa,4,38.0,67,5,1,9,1,51.6,0.25,-14.4,-0.38,240,665,36.1,862,179,50.1,37.2,343,67.9,49.4,628,23,3.7,28,0.74,16.1,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
4ba7cbea,/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats,Bournemouth,2,38.0,65,5,4,4,0,62.6,0.30,-2.4,-0.06,185,616,30.0,866,190,47.5,29.2,295,69.5,53.2,603,20,3.3,26,0.68,13.3,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
d07537b9,/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats,Brighton,1,38.0,54,2,0,7,2,50.2,0.29,-1.8,-0.05,207,412,50.2,1201,255,25.3,29.0,274,39.4,33.4,526,20,3.8,26,0.68,13.7,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
943e8050,/en/squads/943e8050/2019-2020/Burnley-Stats,Burnley,1,38.0,50,4,0,7,1,45.7,0.25,-3.3,-0.09,263,870,30.2,883,180,67.6,47.1,304,89.8,63.7,623,52,8.3,48,1.26,14.9,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
cff3d9bb,/en/squads/cff3d9bb/2019-2020/Chelsea-Stats,Chelsea,2,38.0,54,2,2,9,3,37.5,0.31,-13.5,-0.36,102,302,33.8,1028,168,22.0,31.4,226,33.6,32.7,389,21,5.4,38,1.00,16.0,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
47c64c55,/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats,Crystal Palace,2,38.0,50,0,1,5,2,55.7,0.34,+7.7,+0.20,237,710,33.4,848,180,53.4,48.9,313,82.1,57.4,651,23,3.5,27,0.71,13.2,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
d3fd31cc,/en/squads/d3fd31cc/2019-2020/Everton-Stats,Everton,1,38.0,56,3,3,5,3,50.2,0.32,-2.8,-0.07,270,730,37.0,1104,195,51.3,40.1,275,59.6,46.8,510,24,4.7,25,0.66,13.4,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
a2d435b3,/en/squads/a2d435b3/2019-2020/Leicester-City-Stats,Leicester City,1,38.0,41,8,0,5,2,44.3,0.26,+5.3,+0.14,180,398,45.2,951,159,31.5,33.0,241,40.7,36.1,507,14,2.8,34,0.89,17.2,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
822bd0ba,/en/squads/822bd0ba/2019-2020/Liverpool-Stats,Liverpool,2,38.0,33,1,1,2,1,27.1,0.25,-4.9,-0.13,121,288,42.0,1017,191,21.9,33.0,239,27.2,30.3,426,17,4.0,77,2.03,15.3,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
b8fd03ef,/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats,Manchester City,2,38.0,35,3,1,4,1,34.1,0.29,+0.1,0.00,92,227,40.5,1047,195,16.6,28.0,167,31.7,31.6,323,15,4.6,64,1.69,11.0,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
19538871,/en/squads/19538871/2019-2020/Manchester-United-Stats,Manchester Utd,1,38.0,36,3,1,8,1,34.7,0.25,-0.3,-0.01,83,262,31.7,672,153,28.4,30.6,268,26.5,29.0,489,10,2.0,22,0.58,15.0,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
b2b47a98,/en/squads/b2b47a98/2019-2020/Newcastle-United-Stats,Newcastle Utd,1,38.0,58,2,3,8,2,63.0,0.32,+7.0,+0.18,288,750,38.4,749,119,60.7,42.0,340,86.8,58.3,686,21,3.1,26,0.68,11.6,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
1c781004,/en/squads/1c781004/2019-2020/Norwich-City-Stats,Norwich City,3,38.0,75,4,1,11,3,66.5,0.29,-5.5,-0.14,173,622,27.8,1292,211,36.0,22.7,349,45.0,38.6,682,30,4.4,26,0.68,11.3,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
1df6b87e,/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats,Sheffield Utd,2,38.0,39,1,0,2,0,43.7,0.32,+4.7,+0.12,270,872,31.0,816,110,74.4,51.2,272,97.4,69.1,572,20,3.5,23,0.61,7.0,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
33c895d4,/en/squads/33c895d4/2019-2020/Southampton-Stats,Southampton,2,38.0,60,3,1,5,1,54.7,0.31,-4.3,-0.11,229,706,32.4,824,103,59.8,41.6,255,83.5,56.2,578,29,5.0,39,1.03,12.8,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
361ca564,/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats,Tottenham,2,38.0,47,5,1,4,2,53.0,0.26,+8.0,+0.21,167,484,34.5,798,160,39.7,33.3,292,57.2,41.7,574,23,4.0,24,0.63,17.6,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
2abfe087,/en/squads/2abfe087/2019-2020/Watford-Stats,Watford,1,38.0,64,8,3,7,3,62.6,0.31,+1.6,+0.04,302,923,32.7,912,118,71.7,46.9,295,91.2,62.2,581,30,5.2,55,1.45,15.9,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
7c21e445,/en/squads/7c21e445/2019-2020/West-Ham-United-Stats,West Ham,4,38.0,62,5,2,6,3,60.5,0.30,+1.5,+0.04,288,743,38.8,773,142,62.7,44.6,291,88.7,58.9,600,12,2.0,22,0.58,15.0,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
8cec06e1,/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats,Wolves,1,38.0,40,1,1,6,1,35.5,0.26,-3.5,-0.09,250,528,47.3,578,127,53.1,39.0,283,78.1,48.7,530,20,3.8,11,0.29,11.7,9,2019-2020,c4ceaa29-bc61-445b-913c-03d1c8ba145b
