team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2017-2018/Arsenal-Stats,vs Arsenal,30,38.0,51,418,141,33.7,11.00,3.71,0.11,0.33,17.3,12,5,6,47.8,43.1,0.10,+3.2,+2.9,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
4ba7cbea,/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,vs Bournemouth,22,38.0,60,544,167,30.7,14.32,4.39,0.11,0.35,17.4,15,2,3,59.2,56.8,0.11,+0.8,+1.2,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
d07537b9,/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,vs Brighton,24,38.0,49,552,169,30.6,14.53,4.45,0.09,0.28,18.6,33,1,3,50.8,48.4,0.09,-1.8,-0.4,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
943e8050,/en/squads/943e8050/2017-2018/Burnley-Stats,vs Burnley,24,38.0,38,565,156,27.6,14.87,4.11,0.06,0.22,18.6,13,3,5,51.2,47.7,0.09,-13.2,-12.7,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
cff3d9bb,/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,vs Chelsea,26,38.0,36,375,115,30.7,9.87,3.03,0.09,0.30,18.3,11,2,2,33.8,32.2,0.09,+2.2,+1.8,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
47c64c55,/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,vs Crystal Palace,28,38.0,53,464,168,36.2,12.21,4.42,0.11,0.30,17.4,20,2,2,48.2,46.7,0.10,+4.8,+4.3,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
d3fd31cc,/en/squads/d3fd31cc/2017-2018/Everton-Stats,vs Everton,30,38.0,58,536,174,32.5,14.11,4.58,0.10,0.32,18.8,19,3,5,52.4,48.7,0.09,+5.6,+6.3,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
f5922ca5,/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,vs Huddersfield,25,38.0,57,433,152,35.1,11.39,4.00,0.12,0.35,17.4,19,4,6,48.5,43.8,0.11,+8.5,+9.2,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
a2d435b3,/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,vs Leicester City,27,38.0,58,485,160,33.0,12.76,4.21,0.12,0.35,18.7,16,2,4,48.1,45.0,0.09,+9.9,+11.0,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
822bd0ba,/en/squads/822bd0ba/2017-2018/Liverpool-Stats,vs Liverpool,27,38.0,38,276,98,35.5,7.26,2.58,0.12,0.35,17.6,11,4,6,33.8,29.0,0.11,+4.2,+5.0,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
b8fd03ef,/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,vs Manchester City,25,38.0,25,234,83,35.5,6.16,2.18,0.11,0.30,18.5,10,0,2,23.8,22.2,0.10,+1.2,+2.8,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
19538871,/en/squads/19538871/2017-2018/Manchester-United-Stats,vs Manchester Utd,27,38.0,26,435,142,32.6,11.45,3.74,0.06,0.18,17.9,12,1,1,40.7,39.9,0.09,-14.7,-14.9,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
b2b47a98,/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,vs Newcastle Utd,27,38.0,44,471,142,30.1,12.39,3.74,0.08,0.28,17.5,13,4,6,52.4,47.6,0.10,-8.4,-7.6,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
33c895d4,/en/squads/33c895d4/2017-2018/Southampton-Stats,vs Southampton,26,38.0,56,490,163,33.3,12.89,4.29,0.11,0.34,18.7,19,1,2,45.2,43.6,0.09,+10.8,+11.4,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
17892952,/en/squads/17892952/2017-2018/Stoke-City-Stats,vs Stoke City,30,38.0,66,574,211,36.8,15.11,5.55,0.11,0.29,17.7,26,5,5,62.5,58.6,0.11,+3.5,+2.4,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
fb10988f,/en/squads/fb10988f/2017-2018/Swansea-City-Stats,vs Swansea City,26,38.0,54,533,184,34.5,14.03,4.84,0.10,0.28,17.7,16,3,6,58.6,53.8,0.10,-4.6,-2.8,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
361ca564,/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,vs Tottenham,25,38.0,35,353,122,34.6,9.29,3.21,0.09,0.27,16.9,10,2,3,33.9,31.5,0.09,+1.1,+1.5,9,2017-2018,16da5c47-3a38-44d7-8cb9-7e9815ab2de8
