team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
squads,/en/squads/18bb7c10/Arsenal-Stats,Arsenal,1,5.0,2,0,1,0,0,2.3,0.15,+0.3,+0.06,31,74,41.9,165,23,37.6,33.6,23,52.2,38.7,33,5,15.2,7,1.40,17.1,9,2025-2026,05c11dd2-bc2f-4c9d-a7c4-1e8a918b0e99
squads,/en/squads/8602292d/Aston-Villa-Stats,Aston Villa,2,5.0,5,1,0,0,0,5.4,0.33,+0.4,+0.07,16,53,30.2,117,19,31.6,28.0,51,31.4,28.1,62,6,9.7,10,2.00,10.4,9,2025-2026,05c11dd2-bc2f-4c9d-a7c4-1e8a918b0e99
squads,/en/squads/4ba7cbea/Bournemouth-Stats,Bournemouth,1,5.0,5,0,0,0,0,5.1,0.34,+0.1,+0.02,24,73,32.9,111,19,40.5,36.6,44,63.6,50.1,63,7,11.1,9,1.80,13.9,9,2025-2026,05c11dd2-bc2f-4c9d-a7c4-1e8a918b0e99
squads,/en/squads/cd051869/Brentford-Stats,Brentford,1,5.0,10,1,0,1,1,6.7,0.32,-2.3,-0.46,35,89,39.3,151,25,39.7,33.7,38,76.3,55.1,72,2,2.8,4,0.80,12.0,9,2025-2026,05c11dd2-bc2f-4c9d-a7c4-1e8a918b0e99
squads,/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats,Brighton,1,5.0,8,1,0,1,1,6.0,0.32,-1.0,-0.21,16,75,21.3,157,23,40.1,33.1,48,25.0,23.4,63,2,3.2,3,0.60,14.4,9,2025-2026,05c11dd2-bc2f-4c9d-a7c4-1e8a918b0e99
squads,/en/squads/943e8050/Burnley-Stats,Burnley,1,5.0,8,2,0,1,1,8.0,0.26,+1.0,+0.21,24,121,19.8,119,28,50.4,38.7,67,91.0,63.3,117,6,5.1,1,0.20,7.9,9,2025-2026,05c11dd2-bc2f-4c9d-a7c4-1e8a918b0e99
squads,/en/squads/cff3d9bb/Chelsea-Stats,Chelsea,2,5.0,5,0,0,1,0,4.9,0.29,-0.1,-0.03,13,54,24.1,135,17,34.1,34.9,29,27.6,30.0,72,4,5.6,5,1.00,14.3,9,2025-2026,05c11dd2-bc2f-4c9d-a7c4-1e8a918b0e99
squads,/en/squads/47c64c55/Crystal-Palace-Stats,Crystal Palace,1,5.0,2,0,0,1,0,3.3,0.33,+1.3,+0.25,32,83,38.6,131,19,45.0,36.6,53,45.3,38.4,93,5,5.4,2,0.40,9.3,9,2025-2026,05c11dd2-bc2f-4c9d-a7c4-1e8a918b0e99
squads,/en/squads/d3fd31cc/Everton-Stats,Everton,1,5.0,5,1,0,0,0,5.0,0.23,0.0,0.00,50,133,37.6,182,16,58.2,42.4,45,60.0,46.9,58,4,6.9,12,2.40,17.8,9,2025-2026,05c11dd2-bc2f-4c9d-a7c4-1e8a918b0e99
squads,/en/squads/fd962109/Fulham-Stats,Fulham,1,5.0,5,2,0,1,1,5.5,0.24,+1.5,+0.30,18,70,25.7,174,30,29.3,30.3,39,48.7,38.3,59,4,6.8,2,0.40,11.6,9,2025-2026,05c11dd2-bc2f-4c9d-a7c4-1e8a918b0e99
