team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2016-2017/Arsenal-Stats,vs Arsenal,29,27.4,41.1,38,418,"3,420",38.0,43,23,66,33,10,10,77,4,1.13,0.61,1.74,0.87,1.47,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
4ba7cbea,/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats,vs Bournemouth,27,27.3,48.5,38,418,"3,420",38.0,63,47,110,61,2,5,87,3,1.66,1.24,2.89,1.61,2.84,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
943e8050,/en/squads/943e8050/2016-2017/Burnley-Stats,vs Burnley,27,27.5,59.7,38,418,"3,420",38.0,53,38,91,49,4,5,65,3,1.39,1.00,2.39,1.29,2.29,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
cff3d9bb,/en/squads/cff3d9bb/2016-2017/Chelsea-Stats,vs Chelsea,24,27.4,44.9,38,418,"3,420",38.0,32,16,48,30,2,2,84,4,0.84,0.42,1.26,0.79,1.21,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
47c64c55,/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats,vs Crystal Palace,31,27.3,54.6,38,418,"3,420",38.0,63,44,107,61,2,2,71,1,1.66,1.16,2.82,1.61,2.76,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
d3fd31cc,/en/squads/d3fd31cc/2016-2017/Everton-Stats,vs Everton,27,27.4,47.9,38,418,"3,420",38.0,43,31,74,40,3,5,59,2,1.13,0.82,1.95,1.05,1.87,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
bd8769d1,/en/squads/bd8769d1/2016-2017/Hull-City-Stats,vs Hull City,28,27.4,54.1,38,418,"3,420",38.0,75,53,128,64,11,13,56,2,1.97,1.39,3.37,1.68,3.08,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
a2d435b3,/en/squads/a2d435b3/2016-2017/Leicester-City-Stats,vs Leicester City,25,27.2,58.1,38,418,"3,420",38.0,61,42,103,58,3,3,56,0,1.61,1.11,2.71,1.53,2.63,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
822bd0ba,/en/squads/822bd0ba/2016-2017/Liverpool-Stats,vs Liverpool,23,27.3,38.0,38,418,"3,420",38.0,42,28,70,39,3,5,73,1,1.11,0.74,1.84,1.03,1.76,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
b8fd03ef,/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats,vs Manchester City,25,27.3,35.0,38,418,"3,420",38.0,38,29,67,36,2,5,92,1,1.00,0.76,1.76,0.95,1.71,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
