team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,competition_id,season_id,id
19538871,/en/squads/19538871/2016-2017/Manchester-United-Stats,vs Manchester Utd,31,27.4,43.5,38,418,"3,420",38.0,28,18,46,24,4,5,71,4,0.74,0.47,1.21,0.63,1.11,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
7f59c601,/en/squads/7f59c601/2016-2017/Middlesbrough-Stats,vs Middlesbrough,27,27.4,52.7,38,418,"3,420",38.0,53,37,90,49,4,5,63,0,1.39,0.97,2.37,1.29,2.26,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
33c895d4,/en/squads/33c895d4/2016-2017/Southampton-Stats,vs Southampton,26,27.4,45.6,38,418,"3,420",38.0,48,33,81,42,6,9,67,2,1.26,0.87,2.13,1.11,1.97,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
17892952,/en/squads/17892952/2016-2017/Stoke-City-Stats,vs Stoke City,26,27.4,53.7,38,418,"3,420",38.0,51,38,89,50,1,2,80,2,1.34,1.00,2.34,1.32,2.32,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
8ef52968,/en/squads/8ef52968/2016-2017/Sunderland-Stats,vs Sunderland,31,27.5,60.3,38,418,"3,420",38.0,67,51,118,63,4,4,58,1,1.76,1.34,3.11,1.66,3.00,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
fb10988f,/en/squads/fb10988f/2016-2017/Swansea-City-Stats,vs Swansea City,27,27.6,52.1,38,418,"3,420",38.0,65,44,109,59,6,8,65,1,1.71,1.16,2.87,1.55,2.71,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
361ca564,/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats,vs Tottenham,24,27.4,39.5,38,418,"3,420",38.0,25,15,40,23,2,2,90,3,0.66,0.39,1.05,0.61,1.00,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
2abfe087,/en/squads/2abfe087/2016-2017/Watford-Stats,vs Watford,33,27.2,53.9,38,418,"3,420",38.0,66,47,113,63,3,4,62,3,1.74,1.24,2.97,1.66,2.89,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
60c6b05f,/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats,vs West Brom,23,27.3,62.7,38,418,"3,420",38.0,50,39,89,47,3,3,55,3,1.32,1.03,2.34,1.24,2.26,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
7c21e445,/en/squads/7c21e445/2016-2017/West-Ham-United-Stats,vs West Ham,29,27.3,52.9,38,418,"3,420",38.0,64,46,110,59,5,8,83,1,1.68,1.21,2.89,1.55,2.76,9,2016-2017,0b1005fc-9227-45e7-971e-659a2fd0cea7
