team_id,team_url,team,players_used_away,minutes_90s_away,gk_goals_against_away,gk_pens_allowed_away,gk_free_kick_goals_against_away,gk_corner_kick_goals_against_away,gk_own_goals_against_away,gk_psxg_away,gk_psnpxg_per_shot_on_target_against_away,gk_psxg_net_away,gk_psxg_net_per90_away,gk_passes_completed_launched_away,gk_passes_launched_away,gk_passes_pct_launched_away,gk_passes_away,gk_passes_throws_away,gk_pct_passes_launched_away,gk_passes_length_avg_away,gk_goal_kicks_away,gk_pct_goal_kicks_launched_away,gk_goal_kick_length_avg_away,gk_crosses_away,gk_crosses_stopped_away,gk_crosses_stopped_pct_away,gk_def_actions_outside_pen_area_away,gk_def_actions_outside_pen_area_per90_away,gk_avg_distance_def_actions_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2022-2023/Arsenal-Stats,vs Arsenal,1,38.0,88,3,0,13,4,66.6,0.33,-17.4,-0.46,215,604,35.6,960,134,41.4,35.6,339,61.1,44.8,510,38,7.5,37,0.97,12.9,9,2022-2023,98eda87e-817d-4138-95e5-d894b4816de7
8602292d,/en/squads/8602292d/2022-2023/Aston-Villa-Stats,vs Aston Villa,2,38.0,51,3,2,6,2,44.1,0.28,-4.9,-0.13,134,355,37.7,811,173,30.2,32.3,243,45.3,37.7,439,27,6.2,41,1.08,15.1,9,2022-2023,98eda87e-817d-4138-95e5-d894b4816de7
4ba7cbea,/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats,vs Bournemouth,2,38.0,37,0,0,7,0,34.7,0.28,-2.3,-0.06,109,316,34.5,928,173,26.2,30.7,219,33.3,32.6,401,25,6.2,48,1.26,17.0,9,2022-2023,98eda87e-817d-4138-95e5-d894b4816de7
cd051869,/en/squads/cd051869/2022-2023/Brentford-Stats,vs Brentford,1,38.0,58,7,2,8,2,54.6,0.31,-1.4,-0.04,157,546,28.8,887,183,41.4,36.3,285,62.8,44.7,531,34,6.4,53,1.39,15.7,9,2022-2023,98eda87e-817d-4138-95e5-d894b4816de7
d07537b9,/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats,vs Brighton,2,38.0,72,6,1,3,4,66.8,0.28,-1.2,-0.03,202,663,30.5,1139,170,42.5,35.8,329,54.4,40.6,554,38,6.9,63,1.66,14.2,9,2022-2023,98eda87e-817d-4138-95e5-d894b4816de7
cff3d9bb,/en/squads/cff3d9bb/2022-2023/Chelsea-Stats,vs Chelsea,2,38.0,38,3,1,5,1,43.7,0.27,+6.7,+0.18,169,488,34.6,989,180,36.0,34.0,290,45.5,38.6,549,32,5.8,36,0.95,14.8,9,2022-2023,98eda87e-817d-4138-95e5-d894b4816de7
47c64c55,/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats,vs Crystal Palace,3,38.0,40,1,1,5,2,41.2,0.29,+3.2,+0.08,139,373,37.3,1030,172,28.3,30.1,250,32.8,31.9,459,27,5.9,50,1.32,15.7,9,2022-2023,98eda87e-817d-4138-95e5-d894b4816de7
d3fd31cc,/en/squads/d3fd31cc/2022-2023/Everton-Stats,vs Everton,2,38.0,34,3,0,5,2,38.6,0.25,+6.6,+0.17,122,377,32.4,1012,240,25.9,29.9,270,42.6,36.6,551,39,7.1,53,1.39,14.1,9,2022-2023,98eda87e-817d-4138-95e5-d894b4816de7
fd962109,/en/squads/fd962109/2022-2023/Fulham-Stats,vs Fulham,2,38.0,55,5,1,10,3,52.1,0.31,+0.1,0.00,139,430,32.3,1031,174,31.1,31.2,248,44.0,37.5,604,39,6.5,29,0.76,13.3,9,2022-2023,98eda87e-817d-4138-95e5-d894b4816de7
5bfb9659,/en/squads/5bfb9659/2022-2023/Leeds-United-Stats,vs Leeds United,2,38.0,48,1,0,9,3,41.1,0.28,-3.9,-0.10,153,492,31.1,987,204,36.8,33.9,285,45.3,37.8,520,35,6.7,43,1.13,14.1,9,2022-2023,98eda87e-817d-4138-95e5-d894b4816de7
