team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
squads,/en/squads/18bb7c10/Arsenal-Stats,vs Arsenal,21,5.0,2,44,15,34.1,8.80,3.00,0.05,0.13,18.4,2,0,0,3.3,3.3,0.08,-1.3,-1.3,9,2025-2026,d4fcc806-9fb4-4700-9dc9-1c0a0c5b2daf
squads,/en/squads/8602292d/Aston-Villa-Stats,vs Aston Villa,22,5.0,5,64,14,21.9,12.80,2.80,0.06,0.29,17.0,0,1,1,8.3,7.5,0.12,-3.3,-3.5,9,2025-2026,d4fcc806-9fb4-4700-9dc9-1c0a0c5b2daf
squads,/en/squads/4ba7cbea/Bournemouth-Stats,vs Bournemouth,22,5.0,5,40,15,37.5,8.00,3.00,0.13,0.33,17.3,1,0,0,3.7,3.7,0.09,+1.3,+1.3,9,2025-2026,d4fcc806-9fb4-4700-9dc9-1c0a0c5b2daf
squads,/en/squads/cd051869/Brentford-Stats,vs Brentford,20,5.0,9,69,18,26.1,13.80,3.60,0.12,0.44,18.2,1,1,1,6.7,6.0,0.09,+2.3,+2.0,9,2025-2026,d4fcc806-9fb4-4700-9dc9-1c0a0c5b2daf
squads,/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats,vs Brighton,20,5.0,7,53,15,28.3,10.60,3.00,0.11,0.40,15.7,2,1,1,6.7,5.9,0.11,+0.3,+0.1,9,2025-2026,d4fcc806-9fb4-4700-9dc9-1c0a0c5b2daf
squads,/en/squads/943e8050/Burnley-Stats,vs Burnley,19,5.0,7,93,23,24.7,18.60,4.60,0.05,0.22,16.7,1,2,2,10.3,8.8,0.10,-3.3,-3.8,9,2025-2026,d4fcc806-9fb4-4700-9dc9-1c0a0c5b2daf
squads,/en/squads/cff3d9bb/Chelsea-Stats,vs Chelsea,22,5.0,5,52,17,32.7,10.40,3.40,0.10,0.29,16.8,3,0,0,5.5,5.5,0.11,-0.5,-0.5,9,2025-2026,d4fcc806-9fb4-4700-9dc9-1c0a0c5b2daf
squads,/en/squads/47c64c55/Crystal-Palace-Stats,vs Crystal Palace,20,5.0,2,55,10,18.2,11.00,2.00,0.04,0.20,15.4,1,0,0,4.6,4.6,0.09,-2.6,-2.6,9,2025-2026,d4fcc806-9fb4-4700-9dc9-1c0a0c5b2daf
squads,/en/squads/d3fd31cc/Everton-Stats,vs Everton,19,5.0,5,62,13,21.0,12.40,2.60,0.06,0.31,19.0,2,1,2,6.8,5.4,0.09,-1.8,-1.4,9,2025-2026,d4fcc806-9fb4-4700-9dc9-1c0a0c5b2daf
squads,/en/squads/fd962109/Fulham-Stats,vs Fulham,19,5.0,4,48,17,35.4,9.60,3.40,0.04,0.12,16.2,0,2,3,6.6,4.2,0.09,-2.6,-2.2,9,2025-2026,d4fcc806-9fb4-4700-9dc9-1c0a0c5b2daf
