team_id,team_url,team,players_used,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2018-2019/Arsenal-Stats,Arsenal,28,38.0,831,21.87,655,58,50,34,22,12,116,3.05,91,6,5,6,7,1,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
4ba7cbea,/en/squads/4ba7cbea/2018-2019/Bournemouth-Stats,Bournemouth,28,38.0,788,20.74,558,83,46,39,47,15,99,2.61,64,9,8,6,9,3,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
d07537b9,/en/squads/d07537b9/2018-2019/Brighton-and-Hove-Albion-Stats,Brighton,21,38.0,647,17.03,427,87,40,35,45,13,55,1.45,29,9,1,7,8,1,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
943e8050,/en/squads/943e8050/2018-2019/Burnley-Stats,Burnley,23,38.0,624,16.42,417,81,14,55,52,5,69,1.82,45,8,0,13,3,0,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
75fae011,/en/squads/75fae011/2018-2019/Cardiff-City-Stats,Cardiff City,25,38.0,693,18.24,457,96,32,57,47,4,50,1.32,32,4,3,9,2,0,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
cff3d9bb,/en/squads/cff3d9bb/2018-2019/Chelsea-Stats,Chelsea,24,38.0,1131,29.76,892,58,61,45,54,21,114,3.00,82,5,13,7,6,1,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
47c64c55,/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats,Crystal Palace,26,38.0,860,22.63,606,72,55,63,50,14,86,2.26,51,6,7,8,13,1,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
d3fd31cc,/en/squads/d3fd31cc/2018-2019/Everton-Stats,Everton,23,38.0,845,22.24,573,88,57,61,56,10,93,2.45,65,5,8,12,3,0,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
fd962109,/en/squads/fd962109/2018-2019/Fulham-Stats,Fulham,28,38.0,814,21.42,601,73,47,56,28,9,59,1.55,42,3,6,5,3,0,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
f5922ca5,/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats,Huddersfield,31,38.0,683,17.97,487,74,27,43,37,15,33,0.87,23,4,0,3,3,0,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
a2d435b3,/en/squads/a2d435b3/2018-2019/Leicester-City-Stats,Leicester City,25,38.0,898,23.63,625,87,64,56,50,16,85,2.24,59,3,7,7,9,0,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
822bd0ba,/en/squads/822bd0ba/2018-2019/Liverpool-Stats,Liverpool,23,38.0,1013,26.66,747,74,77,56,45,14,149,3.92,104,10,14,10,10,1,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
b8fd03ef,/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats,Manchester City,21,38.0,1216,32.00,927,71,92,71,44,11,168,4.42,139,6,9,5,8,1,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
19538871,/en/squads/19538871/2018-2019/Manchester-United-Stats,Manchester Utd,28,38.0,957,25.18,730,61,54,53,52,7,118,3.11,81,4,12,10,10,1,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
b2b47a98,/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats,Newcastle Utd,24,38.0,784,20.63,571,77,33,43,42,18,68,1.79,46,5,4,10,2,1,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
33c895d4,/en/squads/33c895d4/2018-2019/Southampton-Stats,Southampton,30,38.0,819,21.55,565,73,49,62,47,23,77,2.03,54,3,3,6,7,4,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
361ca564,/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats,Tottenham,28,38.0,937,24.66,676,81,62,55,46,17,115,3.03,81,9,6,11,7,1,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
2abfe087,/en/squads/2abfe087/2018-2019/Watford-Stats,Watford,25,38.0,724,19.05,523,56,46,42,46,11,83,2.18,48,8,15,6,4,2,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
7c21e445,/en/squads/7c21e445/2018-2019/West-Ham-United-Stats,West Ham,26,38.0,772,20.32,545,77,43,54,36,17,88,2.32,60,5,7,10,5,1,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
8cec06e1,/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats,Wolves,21,38.0,828,21.79,605,69,53,48,40,13,82,2.16,58,6,4,6,8,0,9,2018-2019,6d5baf9e-736a-46c9-b1ab-b2a43a83a2ee
