team_id,team_url,team,players_used_away,minutes_90s_away,gk_goals_against_away,gk_pens_allowed_away,gk_free_kick_goals_against_away,gk_corner_kick_goals_against_away,gk_own_goals_against_away,gk_psxg_away,gk_psnpxg_per_shot_on_target_against_away,gk_psxg_net_away,gk_psxg_net_per90_away,gk_passes_completed_launched_away,gk_passes_launched_away,gk_passes_pct_launched_away,gk_passes_away,gk_passes_throws_away,gk_pct_passes_launched_away,gk_passes_length_avg_away,gk_goal_kicks_away,gk_pct_goal_kicks_launched_away,gk_goal_kick_length_avg_away,gk_crosses_away,gk_crosses_stopped_away,gk_crosses_stopped_pct_away,gk_def_actions_outside_pen_area_away,gk_def_actions_outside_pen_area_per90_away,gk_avg_distance_def_actions_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2018-2019/Arsenal-Stats,vs Arsenal,2,38.0,73,4,3,8,4,58.0,0.33,-11.0,-0.29,280,687,40.8,837,145,53.4,40.7,305,78.7,54.6,455,13,2.9,30,0.79,13.8,9,2018-2019,e00e9d47-0678-456b-ad96-809085ee16f4
4ba7cbea,/en/squads/4ba7cbea/2018-2019/Bournemouth-Stats,vs Bournemouth,3,38.0,56,7,0,8,1,55.7,0.30,+0.7,+0.02,288,727,39.6,889,125,52.6,40.1,306,84.6,58.0,475,13,2.7,28,0.74,13.5,9,2018-2019,e00e9d47-0678-456b-ad96-809085ee16f4
d07537b9,/en/squads/d07537b9/2018-2019/Brighton-and-Hove-Albion-Stats,vs Brighton,2,38.0,35,5,0,10,0,32.0,0.26,-3.0,-0.08,185,549,33.7,828,127,43.1,36.4,262,73.3,53.0,523,24,4.6,42,1.11,15.8,9,2018-2019,e00e9d47-0678-456b-ad96-809085ee16f4
943e8050,/en/squads/943e8050/2018-2019/Burnley-Stats,vs Burnley,2,38.0,45,2,0,10,2,39.7,0.34,-3.3,-0.09,243,711,34.2,1038,148,44.6,37.1,300,82.7,56.5,545,40,7.3,33,0.87,13.5,9,2018-2019,e00e9d47-0678-456b-ad96-809085ee16f4
75fae011,/en/squads/75fae011/2018-2019/Cardiff-City-Stats,vs Cardiff City,1,38.0,34,3,0,4,1,35.6,0.29,+2.6,+0.07,183,472,38.8,902,173,30.6,32.4,286,68.5,51.0,441,21,4.8,35,0.92,13.7,9,2018-2019,e00e9d47-0678-456b-ad96-809085ee16f4
cff3d9bb,/en/squads/cff3d9bb/2018-2019/Chelsea-Stats,vs Chelsea,2,38.0,63,5,0,8,2,61.3,0.29,+0.3,+0.01,310,771,40.2,932,134,54.1,41.0,338,79.0,55.3,547,19,3.5,18,0.47,13.8,9,2018-2019,e00e9d47-0678-456b-ad96-809085ee16f4
47c64c55,/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats,vs Crystal Palace,3,38.0,51,10,1,3,3,43.2,0.23,-4.8,-0.13,240,529,45.4,708,109,46.6,38.2,306,65.0,49.8,449,19,4.2,37,0.97,14.8,9,2018-2019,e00e9d47-0678-456b-ad96-809085ee16f4
d3fd31cc,/en/squads/d3fd31cc/2018-2019/Everton-Stats,vs Everton,1,38.0,54,2,2,8,1,45.8,0.26,-7.2,-0.19,231,667,34.6,881,139,49.1,39.5,303,77.2,54.8,636,23,3.6,33,0.87,13.5,9,2018-2019,e00e9d47-0678-456b-ad96-809085ee16f4
fd962109,/en/squads/fd962109/2018-2019/Fulham-Stats,vs Fulham,3,38.0,34,2,0,4,1,39.1,0.25,+6.1,+0.16,273,647,42.2,990,150,45.4,38.5,286,69.2,52.8,467,26,5.6,30,0.79,14.0,9,2018-2019,e00e9d47-0678-456b-ad96-809085ee16f4
f5922ca5,/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats,vs Huddersfield,3,38.0,22,1,1,3,1,25.1,0.21,+4.1,+0.11,235,642,36.6,964,155,43.7,36.9,293,75.4,53.4,602,17,2.8,42,1.11,16.3,9,2018-2019,e00e9d47-0678-456b-ad96-809085ee16f4
