team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,competition_id,season_id,id
squads,/en/squads/18bb7c10/Arsenal-Stats,Arsenal,21,25.9,54.6,5,55,450,5.0,10,7,17,9,1,1,8,0,7.1,6.3,3.7,10.1,117,194,2.00,1.40,3.40,1.80,3.20,1.43,0.75,2.17,1.27,2.01,9,2025-2026,51057092-7036-4ff8-99f6-86df96ad72df
squads,/en/squads/8602292d/Aston-Villa-Stats,Aston Villa,22,28.5,59.6,5,55,450,5.0,1,1,2,1,0,0,9,1,3.7,3.7,3.0,6.7,80,213,0.20,0.20,0.40,0.20,0.40,0.74,0.60,1.34,0.74,1.34,9,2025-2026,51057092-7036-4ff8-99f6-86df96ad72df
squads,/en/squads/4ba7cbea/Bournemouth-Stats,Bournemouth,22,26.0,48.6,5,55,450,5.0,6,5,11,5,1,1,14,0,6.4,5.6,4.7,10.3,71,168,1.20,1.00,2.20,1.00,2.00,1.28,0.94,2.23,1.13,2.07,9,2025-2026,51057092-7036-4ff8-99f6-86df96ad72df
squads,/en/squads/cd051869/Brentford-Stats,Brentford,20,25.2,39.6,5,55,450,5.0,6,3,9,5,1,2,9,0,5.8,4.3,3.5,7.8,67,111,1.20,0.60,1.80,1.00,1.60,1.16,0.71,1.87,0.86,1.57,9,2025-2026,51057092-7036-4ff8-99f6-86df96ad72df
squads,/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats,Brighton,20,26.3,45.8,5,55,450,5.0,6,3,9,4,2,3,13,0,8.0,5.7,4.7,10.4,68,141,1.20,0.60,1.80,0.80,1.40,1.60,0.94,2.54,1.15,2.09,9,2025-2026,51057092-7036-4ff8-99f6-86df96ad72df
squads,/en/squads/943e8050/Burnley-Stats,Burnley,19,27.4,34.2,5,55,450,5.0,5,4,9,5,0,0,8,1,4.1,4.1,3.3,7.4,41,122,1.00,0.80,1.80,1.00,1.80,0.82,0.66,1.48,0.82,1.48,9,2025-2026,51057092-7036-4ff8-99f6-86df96ad72df
squads,/en/squads/cff3d9bb/Chelsea-Stats,Chelsea,22,24.5,61.4,5,55,450,5.0,10,7,17,9,1,1,12,1,8.1,7.3,5.9,13.2,100,214,2.00,1.40,3.40,1.80,3.20,1.62,1.19,2.81,1.46,2.65,9,2025-2026,51057092-7036-4ff8-99f6-86df96ad72df
squads,/en/squads/47c64c55/Crystal-Palace-Stats,Crystal Palace,20,26.8,42.2,5,55,450,5.0,6,2,8,5,1,1,13,0,8.3,7.5,5.6,13.0,53,149,1.20,0.40,1.60,1.00,1.40,1.66,1.11,2.77,1.50,2.61,9,2025-2026,51057092-7036-4ff8-99f6-86df96ad72df
squads,/en/squads/d3fd31cc/Everton-Stats,Everton,19,28.5,44.4,5,55,450,5.0,6,6,12,6,0,0,13,0,7.0,7.0,6.0,13.0,72,161,1.20,1.20,2.40,1.20,2.40,1.40,1.21,2.60,1.40,2.60,9,2025-2026,51057092-7036-4ff8-99f6-86df96ad72df
squads,/en/squads/fd962109/Fulham-Stats,Fulham,19,27.9,51.2,5,55,450,5.0,4,3,7,4,0,0,11,0,5.3,5.3,4.5,9.8,93,179,0.80,0.60,1.40,0.80,1.40,1.06,0.90,1.97,1.06,1.97,9,2025-2026,51057092-7036-4ff8-99f6-86df96ad72df
