ranker,nationality,players,minutes,List,competition_id,season_id,id
1,engEngland,250,"236,982","Harry Kane,Bukayo Saka,Ivan Toney,Ollie Watkins,Marcus Rashford,James Ward-Prowse,Morgan Gibbs-White,Jarrod Bowen,James Maddison,Kieran Trippier...",9,2022-2023,3a0fab0b-8d1a-40c3-9892-83ab3b3632c3
2,brBrazil,36,"57,143","Gabriel Martinelli,Douglas Luiz,Gabriel Magalhães,Gabriel Jesus,Andreas Pereira,Bruno Guimarães,Alisson,Joelinton,Ederson,Willian...",9,2022-2023,3a0fab0b-8d1a-40c3-9892-83ab3b3632c3
3,esSpain,35,"39,327","Rodri,David de Gea,David Raya,Rodrigo,Marc Roca,Kepa Arrizabalaga,Vicente Guaita,Robert Sánchez,Pablo Fornals,Marc Cucurella...",9,2022-2023,3a0fab0b-8d1a-40c3-9892-83ab3b3632c3
4,frFrance,33,"37,443","Michael Olise,Illan Meslier,William Saliba,Odsonne Édouard,Hugo Lloris,Clément Lenglet,Romain Perraud,Kurt Zouma,Issa Diop,Raphaël Varane...",9,2022-2023,3a0fab0b-8d1a-40c3-9892-83ab3b3632c3
,,,,View Complete Nationalities Table,9,2022-2023,3a0fab0b-8d1a-40c3-9892-83ab3b3632c3
