team_id,team_url,team,players_used_away,gk_games_away,gk_games_starts_away,gk_minutes_away,minutes_90s_away,gk_goals_against_away,gk_goals_against_per90_away,gk_shots_on_target_against_away,gk_saves_away,gk_save_pct_away,gk_wins_away,gk_ties_away,gk_losses_away,gk_clean_sheets_away,gk_clean_sheets_pct_away,gk_pens_att_away,gk_pens_allowed_away,gk_pens_saved_away,gk_pens_missed_away,gk_pens_save_pct_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2019-2020/Arsenal-Stats,vs Arsenal,2,38,38,"3,420",38.0,56,1.47,149,93,64.4,10,14,14,7,18.4,3,3,0,0,0.0,9,2019-2020,b8af5c52-8190-4dc4-8b63-861e1d08563a
8602292d,/en/squads/8602292d/2019-2020/Aston-Villa-Stats,vs Aston Villa,4,38,38,"3,420",38.0,41,1.08,149,108,73.2,21,8,9,11,28.9,3,1,1,1,50.0,9,2019-2020,b8af5c52-8190-4dc4-8b63-861e1d08563a
4ba7cbea,/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats,vs Bournemouth,2,38,38,"3,420",38.0,40,1.05,121,83,70.2,22,7,9,15,39.5,4,4,0,0,0.0,9,2019-2020,b8af5c52-8190-4dc4-8b63-861e1d08563a
d07537b9,/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats,vs Brighton,1,38,38,"3,418",38.0,39,1.03,141,105,73.0,15,14,9,13,34.2,2,1,1,0,50.0,9,2019-2020,b8af5c52-8190-4dc4-8b63-861e1d08563a
943e8050,/en/squads/943e8050/2019-2020/Burnley-Stats,vs Burnley,1,38,38,"3,420",38.0,43,1.13,127,86,68.5,14,9,15,10,26.3,3,3,0,0,0.0,9,2019-2020,b8af5c52-8190-4dc4-8b63-861e1d08563a
cff3d9bb,/en/squads/cff3d9bb/2019-2020/Chelsea-Stats,vs Chelsea,2,38,38,"3,420",38.0,69,1.82,217,148,71.4,12,6,20,7,18.4,7,7,0,0,0.0,9,2019-2020,b8af5c52-8190-4dc4-8b63-861e1d08563a
47c64c55,/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats,vs Crystal Palace,2,38,38,"3,420",38.0,31,0.82,118,89,76.3,17,10,11,16,42.1,3,3,0,0,0.0,9,2019-2020,b8af5c52-8190-4dc4-8b63-861e1d08563a
d3fd31cc,/en/squads/d3fd31cc/2019-2020/Everton-Stats,vs Everton,1,38,38,"3,420",38.0,44,1.16,160,118,73.1,15,10,13,10,26.3,1,1,0,0,0.0,9,2019-2020,b8af5c52-8190-4dc4-8b63-861e1d08563a
a2d435b3,/en/squads/a2d435b3/2019-2020/Leicester-City-Stats,vs Leicester City,1,38,38,"3,420",38.0,67,1.76,190,123,67.4,12,8,18,9,23.7,7,5,2,0,28.6,9,2019-2020,b8af5c52-8190-4dc4-8b63-861e1d08563a
822bd0ba,/en/squads/822bd0ba/2019-2020/Liverpool-Stats,vs Liverpool,2,38,38,"3,420",38.0,85,2.24,229,146,65.1,3,3,32,3,7.9,5,5,0,0,0.0,9,2019-2020,b8af5c52-8190-4dc4-8b63-861e1d08563a
b8fd03ef,/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats,vs Manchester City,2,38,38,"3,420",38.0,102,2.68,261,156,63.2,9,3,26,4,10.5,11,6,5,0,45.5,9,2019-2020,b8af5c52-8190-4dc4-8b63-861e1d08563a
19538871,/en/squads/19538871/2019-2020/Manchester-United-Stats,vs Manchester Utd,1,38,38,"3,420",38.0,66,1.74,214,146,73.8,8,12,18,8,21.1,14,10,3,1,23.1,9,2019-2020,b8af5c52-8190-4dc4-8b63-861e1d08563a
