team_id,team_url,team,players_used_away,minutes_90s_away,passes_completed_away,passes_away,passes_pct_away,passes_total_distance_away,passes_progressive_distance_away,passes_completed_short_away,passes_short_away,passes_pct_short_away,passes_completed_medium_away,passes_medium_away,passes_pct_medium_away,passes_completed_long_away,passes_long_away,passes_pct_long_away,assists_away,xg_assist_away,pass_xa_away,xg_assist_net_away,assisted_shots_away,passes_into_final_third_away,passes_into_penalty_area_away,crosses_into_penalty_area_away,progressive_passes_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2017-2018/Arsenal-Stats,vs Arsenal,30,38.0,11792,15903,74.1,215755,86235,5290,6114,86.5,4568,5677,80.5,1472,3072,47.9,38,32.9,30.5,+5.1,306,926,257,73,1188,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
4ba7cbea,/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,vs Bournemouth,22,38.0,14958,19663,76.1,277808,102639,6472,7432,87.1,6057,7353,82.4,1930,3701,52.1,44,43.7,41.6,+0.3,400,1277,364,87,1665,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
d07537b9,/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,vs Brighton,24,38.0,17192,21606,79.6,297956,104855,8012,9029,88.7,6962,8240,84.5,1682,3235,52.0,36,34.1,39.3,+1.9,396,1456,329,72,1816,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
943e8050,/en/squads/943e8050/2017-2018/Burnley-Stats,vs Burnley,24,38.0,15271,20149,75.8,269570,103168,7060,8121,86.9,5989,7369,81.3,1686,3498,48.2,29,38.0,33.3,-9.0,443,1216,358,98,1572,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
cff3d9bb,/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,vs Chelsea,26,38.0,14641,18643,78.5,267667,97050,6332,7201,87.9,6090,7148,85.2,1764,3272,53.9,26,24.4,26.3,+1.6,280,1209,240,60,1400,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
47c64c55,/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,vs Crystal Palace,28,38.0,15474,20017,77.3,281019,104004,6857,7987,85.9,6149,7418,82.9,1897,3311,57.3,40,36.2,36.5,+3.8,334,1302,324,82,1724,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
d3fd31cc,/en/squads/d3fd31cc/2017-2018/Everton-Stats,vs Everton,30,38.0,15346,20161,76.1,269336,102590,7164,8319,86.1,5926,7307,81.1,1688,3339,50.6,51,38.2,34.0,+12.8,389,1285,344,69,1608,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
f5922ca5,/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,vs Huddersfield,25,38.0,16103,20856,77.2,292360,111839,6810,7967,85.5,6920,8151,84.9,1883,3462,54.4,41,32.4,31.7,+8.6,313,1379,286,59,1669,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
a2d435b3,/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,vs Leicester City,27,38.0,14205,18852,75.4,251349,96967,6646,7717,86.1,5483,6826,80.3,1612,3171,50.8,47,36.7,34.0,+10.3,378,1282,314,73,1658,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
822bd0ba,/en/squads/822bd0ba/2017-2018/Liverpool-Stats,vs Liverpool,27,38.0,11830,16343,72.4,215501,87776,5348,6298,84.9,4554,5708,79.8,1458,3207,45.5,23,21.6,19.5,+1.4,200,843,168,44,1103,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
b8fd03ef,/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,vs Manchester City,25,38.0,8395,12187,68.9,157327,68694,3748,4498,83.3,3155,4107,76.8,1171,2694,43.5,17,16.4,15.2,+0.6,162,586,125,36,713,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
19538871,/en/squads/19538871/2017-2018/Manchester-United-Stats,vs Manchester Utd,27,38.0,13672,17783,76.9,235906,92826,6596,7541,87.5,5273,6385,82.6,1354,2833,47.8,18,30.9,31.8,-12.9,341,1062,286,62,1463,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
b2b47a98,/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,vs Newcastle Utd,27,38.0,17255,22043,78.3,316958,112210,7370,8518,86.5,7275,8605,84.5,2093,3688,56.8,32,37.4,39.1,-5.4,358,1487,336,71,1844,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
33c895d4,/en/squads/33c895d4/2017-2018/Southampton-Stats,vs Southampton,26,38.0,13666,18211,75.0,249670,97068,5999,7099,84.5,5594,6863,81.5,1629,3169,51.4,43,33.7,30.8,+9.3,370,1208,302,73,1443,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
17892952,/en/squads/17892952/2017-2018/Stoke-City-Stats,vs Stoke City,30,38.0,16444,21090,78.0,286852,106086,7479,8547,87.5,6730,8047,83.6,1658,3252,51.0,49,46.3,41.9,+2.7,424,1297,377,91,1749,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
fb10988f,/en/squads/fb10988f/2017-2018/Swansea-City-Stats,vs Swansea City,26,38.0,17707,21866,81.0,311296,110365,8115,9060,89.6,7233,8379,86.3,1802,3261,55.3,37,42.1,38.5,-5.1,403,1482,366,88,1838,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
361ca564,/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,vs Tottenham,25,38.0,10279,14649,70.2,194241,82717,4476,5395,83.0,3802,4875,78.0,1553,3268,47.5,22,22.1,21.6,-0.1,250,797,204,54,1028,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
2abfe087,/en/squads/2abfe087/2017-2018/Watford-Stats,vs Watford,29,38.0,13459,18013,74.7,247371,96375,5931,6990,84.8,5334,6652,80.2,1723,3250,53.0,43,36.4,30.1,+6.6,301,1078,247,60,1391,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
60c6b05f,/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,vs West Brom,24,38.0,17631,22103,79.8,316202,111619,7911,8976,88.1,7140,8468,84.3,2013,3520,57.2,44,36.8,36.5,+7.2,384,1568,333,80,1924,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
7c21e445,/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,vs West Ham,27,38.0,15856,20189,78.5,278684,103741,7331,8412,87.1,6257,7465,83.8,1728,3192,54.1,48,39.1,42.2,+8.9,424,1348,316,77,1691,9,2017-2018,527ea849-36e3-47e1-8069-f77ecc5247e1
