ranker,nationality,players,minutes,List,competition_id,season_id,id
1,engEngland,224,"252,730","Jamie Vardy,Danny Ings,Marcus Rashford,Trent Alexander-Arnold,Raheem Sterling,Jack Grealish,Harry Kane,James Ward-Prowse,Dwight McNeil,Mason Mount...",9,2019-2020,97f4779f-841c-47dc-bc6e-2e930cebc45b
2,esSpain,33,"50,330","César Azpilicueta,Adama Traoré,David de Gea,David Silva,Jonny Castro,Vicente Guaita,Ayoze Pérez,Kepa Arrizabalaga,Rodri,Gerard Deulofeu...",9,2019-2020,97f4779f-841c-47dc-bc6e-2e930cebc45b
3,ieRepublic of Ireland,29,"26,504","Enda Stevens,Matt Doherty,John Egan,Jeff Hendrick,Conor Hourihane,David McGoldrick,Séamus Coleman,Shane Long,James McCarthy,Aaron Connolly...",9,2019-2020,97f4779f-841c-47dc-bc6e-2e930cebc45b
4,frFrance,24,"40,628","Anthony Martial,Neal Maupay,Lucas Digne,Alexandre Lacazette,Issa Diop,Étienne Capoue,Moussa Sissoko,Allan Saint-Maximin,Kurt Zouma,Frederic Guilbert...",9,2019-2020,97f4779f-841c-47dc-bc6e-2e930cebc45b
,,,,View Complete Nationalities Table,9,2019-2020,97f4779f-841c-47dc-bc6e-2e930cebc45b
