team_id,team_url,team,players_used_away,minutes_90s_away,gk_goals_against_away,gk_pens_allowed_away,gk_free_kick_goals_against_away,gk_corner_kick_goals_against_away,gk_own_goals_against_away,gk_psxg_away,gk_psnpxg_per_shot_on_target_against_away,gk_psxg_net_away,gk_psxg_net_per90_away,gk_passes_completed_launched_away,gk_passes_launched_away,gk_passes_pct_launched_away,gk_passes_away,gk_passes_throws_away,gk_pct_passes_launched_away,gk_passes_length_avg_away,gk_goal_kicks_away,gk_pct_goal_kicks_launched_away,gk_goal_kick_length_avg_away,gk_crosses_away,gk_crosses_stopped_away,gk_crosses_stopped_pct_away,gk_def_actions_outside_pen_area_away,gk_def_actions_outside_pen_area_per90_away,gk_avg_distance_def_actions_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2021-2022/Arsenal-Stats,vs Arsenal,2,38.0,61,5,1,13,1,52.4,0.24,-7.6,-0.20,214,564,37.9,1098,164,35.7,33.5,285,60.4,44.9,498,25,5.0,55,1.45,16.5,9,2021-2022,64211064-3819-4c54-b5de-7d008ee464b8
8602292d,/en/squads/8602292d/2021-2022/Aston-Villa-Stats,vs Aston Villa,3,38.0,52,3,0,7,2,45.0,0.27,-5.0,-0.13,157,412,38.1,886,182,31.8,32.7,263,49.4,40.5,530,21,4.0,41,1.08,14.4,9,2021-2022,64211064-3819-4c54-b5de-7d008ee464b8
cd051869,/en/squads/cd051869/2021-2022/Brentford-Stats,vs Brentford,3,38.0,48,6,0,6,2,43.8,0.26,-2.2,-0.06,182,547,33.3,884,147,45.1,38.2,244,60.7,45.8,509,34,6.7,56,1.47,15.7,9,2021-2022,64211064-3819-4c54-b5de-7d008ee464b8
d07537b9,/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats,vs Brighton,2,38.0,42,4,0,6,2,39.5,0.24,-0.5,-0.01,153,483,31.7,888,202,37.3,34.3,285,53.3,41.3,564,21,3.7,43,1.13,15.4,9,2021-2022,64211064-3819-4c54-b5de-7d008ee464b8
943e8050,/en/squads/943e8050/2021-2022/Burnley-Stats,vs Burnley,2,38.0,34,1,1,6,2,32.1,0.26,+0.1,0.00,191,587,32.5,1094,196,39.4,35.2,269,58.0,43.3,590,47,8.0,51,1.34,13.8,9,2021-2022,64211064-3819-4c54-b5de-7d008ee464b8
cff3d9bb,/en/squads/cff3d9bb/2021-2022/Chelsea-Stats,vs Chelsea,2,38.0,76,8,1,8,1,65.3,0.28,-9.7,-0.25,206,576,35.8,989,180,41.8,36.1,293,55.6,43.0,604,34,5.6,34,0.89,13.2,9,2021-2022,64211064-3819-4c54-b5de-7d008ee464b8
47c64c55,/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats,vs Crystal Palace,2,38.0,50,6,1,2,0,43.0,0.25,-7.0,-0.18,201,511,39.3,919,141,42.8,35.5,241,49.0,40.8,505,31,6.1,36,0.95,13.2,9,2021-2022,64211064-3819-4c54-b5de-7d008ee464b8
d3fd31cc,/en/squads/d3fd31cc/2021-2022/Everton-Stats,vs Everton,2,38.0,43,6,0,6,1,39.4,0.25,-2.6,-0.07,141,399,35.3,939,206,29.3,31.5,281,44.1,40.0,486,34,7.0,37,0.97,14.9,9,2021-2022,64211064-3819-4c54-b5de-7d008ee464b8
5bfb9659,/en/squads/5bfb9659/2021-2022/Leeds-United-Stats,vs Leeds United,2,38.0,42,5,1,8,0,41.2,0.25,-0.8,-0.02,206,550,37.5,1029,196,34.4,33.2,309,63.4,46.3,481,26,5.4,51,1.34,15.4,9,2021-2022,64211064-3819-4c54-b5de-7d008ee464b8
a2d435b3,/en/squads/a2d435b3/2021-2022/Leicester-City-Stats,vs Leicester City,2,38.0,62,2,1,4,0,54.0,0.33,-8.0,-0.21,174,490,35.5,961,169,37.9,34.5,236,53.4,41.5,433,28,6.5,37,0.97,15.4,9,2021-2022,64211064-3819-4c54-b5de-7d008ee464b8
