team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2017-2018/Arsenal-Stats,Arsenal,30,38.0,57,,0,383,377,89,572,427,425,5,6,0,2148,630,660,48.8,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
4ba7cbea,/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,Bournemouth,22,38.0,57,,1,339,411,52,707,367,324,2,3,1,1956,698,750,48.2,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
d07537b9,/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,Brighton,24,38.0,54,,0,413,277,98,680,449,380,7,3,5,2122,796,777,50.6,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
943e8050,/en/squads/943e8050/2017-2018/Burnley-Stats,Burnley,24,38.0,65,,0,350,422,100,707,400,355,0,5,1,1875,912,967,48.5,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
cff3d9bb,/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,Chelsea,26,38.0,46,,2,363,405,108,755,424,426,3,2,2,2233,602,506,54.3,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
47c64c55,/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,Crystal Palace,28,38.0,72,,0,425,404,56,703,552,447,9,2,2,2156,752,708,51.5,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
d3fd31cc,/en/squads/d3fd31cc/2017-2018/Everton-Stats,Everton,30,38.0,55,,2,460,364,82,629,514,447,8,5,0,2046,760,852,47.1,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
f5922ca5,/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,Huddersfield,25,38.0,65,,2,397,363,67,765,518,502,2,6,1,2141,788,800,49.6,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
a2d435b3,/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,Leicester City,27,38.0,60,,4,364,357,92,744,414,417,6,4,2,2154,787,752,51.1,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
822bd0ba,/en/squads/822bd0ba/2017-2018/Liverpool-Stats,Liverpool,27,38.0,44,,0,344,305,70,764,379,450,3,6,0,2258,585,650,47.4,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
b8fd03ef,/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,Manchester City,25,38.0,63,,2,344,354,67,691,346,381,8,2,2,2104,512,418,55.1,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
19538871,/en/squads/19538871/2017-2018/Manchester-United-Stats,Manchester Utd,27,38.0,64,,0,405,422,88,753,481,369,1,1,2,2133,617,493,55.6,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
b2b47a98,/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,Newcastle Utd,27,38.0,54,,1,409,369,63,616,441,426,1,6,3,2021,884,927,48.8,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
33c895d4,/en/squads/33c895d4/2017-2018/Southampton-Stats,Southampton,26,38.0,65,,1,416,377,73,800,462,454,3,2,0,2222,687,821,45.6,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
17892952,/en/squads/17892952/2017-2018/Stoke-City-Stats,Stoke City,30,38.0,62,,0,436,375,87,598,461,437,2,5,2,1832,974,774,55.7,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
fb10988f,/en/squads/fb10988f/2017-2018/Swansea-City-Stats,Swansea City,26,38.0,51,,0,377,400,38,694,390,417,1,6,2,1877,687,769,47.2,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
361ca564,/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,Tottenham,25,38.0,52,,1,384,394,88,825,380,399,3,3,1,2142,605,583,50.9,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
2abfe087,/en/squads/2abfe087/2017-2018/Watford-Stats,Watford,29,38.0,65,,1,441,381,74,713,467,432,6,6,1,2105,841,883,48.8,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
60c6b05f,/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,West Brom,24,38.0,73,,0,440,345,79,784,470,385,0,1,2,2094,785,784,50.0,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
7c21e445,/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,West Ham,27,38.0,75,,1,379,450,97,733,482,410,4,6,1,2017,743,771,49.1,9,2017-2018,ff582b1c-eaec-479e-a1d1-72b168aebc8f
