ranker,nationality,players,minutes,List,competition_id,season_id,id
1,engEngland,222,"232,388","Harry Kane,Dele Alli,Jermain Defoe,Jamie Vardy,Troy Deeney,Ross Barkley,James Milner,Raheem Sterling,Gary Cahill,Charlie Daniels...",9,2016-2017,a253a286-5696-47a9-bc3c-676e5e9f1ca4
2,esSpain,36,"55,155","Diego Costa,Álvaro Negredo,Fernando Llorente,César Azpilicueta,Pedro,David Silva,Marcos Alonso,Nacho Monreal,Oriol Romeu,David de Gea...",9,2016-2017,a253a286-5696-47a9-bc3c-676e5e9f1ca4
3,frFrance,25,"32,897","Étienne Capoue,Paul Pogba,N'Golo Kanté,Hugo Lloris,Laurent Koscielny,Yohan Cabaye,Olivier Giroud,Anthony Martial,Dimitri Payet,Gaël Clichy...",9,2016-2017,a253a286-5696-47a9-bc3c-676e5e9f1ca4
4,beBelgium,23,"39,323","Romelu Lukaku,Kevin De Bruyne,Eden Hazard,Christian Benteke,Thibaut Courtois,Kevin Mirallas,Nacer Chadli,Jan Vertonghen,Toby Alderweireld,Simon Mignolet...",9,2016-2017,a253a286-5696-47a9-bc3c-676e5e9f1ca4
,,,,View Complete Nationalities Table,9,2016-2017,a253a286-5696-47a9-bc3c-676e5e9f1ca4
