team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2021-2022/Arsenal-Stats,Arsenal,27,24.4,52.8,38,418,"3,420",38.0,60,41,101,55,5,8,67,4,60.5,55.1,40.2,95.4,734,1655,1.58,1.08,2.66,1.45,2.53,1.59,1.06,2.65,1.45,2.51,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
8602292d,/en/squads/8602292d/2021-2022/Aston-Villa-Stats,Aston Villa,31,26.1,46.5,38,418,"3,420",38.0,50,42,92,47,3,3,81,2,44.0,42.0,34.8,76.8,653,1300,1.32,1.11,2.42,1.24,2.34,1.16,0.92,2.08,1.10,2.02,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
cd051869,/en/squads/cd051869/2021-2022/Brentford-Stats,Brentford,29,25.4,44.8,38,418,"3,420",38.0,46,33,79,40,6,6,65,3,45.8,41.1,33.0,74.1,450,1189,1.21,0.87,2.08,1.05,1.92,1.21,0.87,2.07,1.08,1.95,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
d07537b9,/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats,Brighton,26,26.2,54.4,38,418,"3,420",38.0,40,30,70,36,4,7,72,2,46.2,40.7,32.3,72.9,676,1547,1.05,0.79,1.84,0.95,1.74,1.21,0.85,2.06,1.07,1.92,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
943e8050,/en/squads/943e8050/2021-2022/Burnley-Stats,Burnley,23,28.5,40.2,38,418,"3,420",38.0,32,26,58,31,1,2,68,2,39.7,38.1,31.2,69.3,388,972,0.84,0.68,1.53,0.82,1.50,1.05,0.82,1.87,1.00,1.82,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
cff3d9bb,/en/squads/cff3d9bb/2021-2022/Chelsea-Stats,Chelsea,26,27.4,61.8,38,418,"3,420",38.0,75,52,127,67,8,9,63,1,63.4,56.6,44.9,101.5,894,1967,1.97,1.37,3.34,1.76,3.13,1.67,1.18,2.85,1.49,2.67,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
47c64c55,/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats,Crystal Palace,24,27.1,51.1,38,418,"3,420",38.0,50,31,81,44,6,8,69,1,46.4,40.1,31.0,71.1,592,1229,1.32,0.82,2.13,1.16,1.97,1.22,0.82,2.04,1.06,1.87,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
d3fd31cc,/en/squads/d3fd31cc/2021-2022/Everton-Stats,Everton,33,26.7,40.0,38,418,"3,420",38.0,42,29,71,36,6,7,82,6,41.2,35.8,28.5,64.3,512,1100,1.11,0.76,1.87,0.95,1.71,1.09,0.75,1.83,0.94,1.69,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
5bfb9659,/en/squads/5bfb9659/2021-2022/Leeds-United-Stats,Leeds United,29,26.1,52.3,38,418,"3,420",38.0,42,26,68,37,5,5,101,3,44.4,40.4,31.3,71.8,671,1483,1.11,0.68,1.79,0.97,1.66,1.17,0.82,1.99,1.06,1.89,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
a2d435b3,/en/squads/a2d435b3/2021-2022/Leicester-City-Stats,Leicester City,28,26.5,52.0,38,418,"3,420",38.0,62,46,108,60,2,2,55,1,47.8,46.2,34.2,80.4,622,1356,1.63,1.21,2.84,1.58,2.79,1.26,0.90,2.16,1.22,2.12,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
822bd0ba,/en/squads/822bd0ba/2021-2022/Liverpool-Stats,Liverpool,27,27.7,62.7,38,418,"3,420",38.0,94,71,165,87,7,8,50,1,88.7,82.7,63.5,146.2,885,2243,2.47,1.87,4.34,2.29,4.16,2.33,1.67,4.00,2.18,3.85,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
b8fd03ef,/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats,Manchester City,26,27.0,67.9,38,418,"3,420",38.0,96,63,159,89,7,9,42,1,88.7,81.4,65.5,146.9,1145,2421,2.53,1.66,4.18,2.34,4.00,2.33,1.72,4.06,2.14,3.87,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
19538871,/en/squads/19538871/2021-2022/Manchester-United-Stats,Manchester Utd,29,27.2,52.7,38,418,"3,420",38.0,56,46,102,53,3,5,77,2,55.8,51.9,42.5,94.3,784,1568,1.47,1.21,2.68,1.39,2.61,1.47,1.12,2.59,1.36,2.48,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
b2b47a98,/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats,Newcastle Utd,29,27.5,40.4,38,418,"3,420",38.0,41,23,64,38,3,3,81,2,38.1,35.9,25.8,61.7,544,923,1.08,0.61,1.68,1.00,1.61,1.00,0.68,1.68,0.94,1.62,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
1c781004,/en/squads/1c781004/2021-2022/Norwich-City-Stats,Norwich City,28,26.2,42.9,38,418,"3,420",38.0,21,16,37,18,3,3,57,1,32.3,30.0,24.3,54.3,566,1031,0.55,0.42,0.97,0.47,0.89,0.85,0.64,1.49,0.79,1.43,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
33c895d4,/en/squads/33c895d4/2021-2022/Southampton-Stats,Southampton,25,25.7,47.7,38,418,"3,420",38.0,41,26,67,37,4,4,65,2,44.8,41.6,32.5,74.1,728,1326,1.08,0.68,1.76,0.97,1.66,1.18,0.85,2.03,1.10,1.95,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
361ca564,/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats,Tottenham,25,26.5,51.8,38,418,"3,420",38.0,63,50,113,58,5,5,69,1,61.2,57.3,47.0,104.4,791,1459,1.66,1.32,2.97,1.53,2.84,1.61,1.24,2.85,1.51,2.75,9,2021-2022,fec804a9-9270-4e13-8821-dd6063de7ef3
