team_id,team_url,team,players_used,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2022-2023/Arsenal-Stats,Arsenal,26,38.0,18281,21969,83.2,310206,100635,8542,9478,90.1,7825,8821,88.7,1454,2548,57.1,64,53.5,46.8,+10.5,443,1637,459,62,2049,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
8602292d,/en/squads/8602292d/2022-2023/Aston-Villa-Stats,Aston Villa,26,38.0,13782,17396,79.2,244073,87581,6111,6947,88.0,5979,6934,86.2,1345,2579,52.2,35,38.8,31.6,-3.8,318,964,268,80,1242,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
4ba7cbea,/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats,Bournemouth,31,38.0,11715,15381,76.2,206704,82672,5412,6278,86.2,4751,5644,84.2,1192,2491,47.9,24,28.4,26.3,-4.4,261,850,237,75,1006,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
cd051869,/en/squads/cd051869/2022-2023/Brentford-Stats,Brentford,25,38.0,11317,15551,72.8,209962,87002,5142,6116,84.1,4475,5602,79.9,1438,2947,48.8,36,38.4,30.5,-2.4,284,922,279,87,1131,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
d07537b9,/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats,Brighton,29,38.0,19210,22888,83.9,319736,106474,9346,10305,90.7,7892,8919,88.5,1463,2462,59.4,46,52.2,44.7,-6.2,480,1459,391,78,1849,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
cff3d9bb,/en/squads/cff3d9bb/2022-2023/Chelsea-Stats,Chelsea,32,38.0,19147,22836,83.8,316440,104718,9510,10494,90.6,7700,8709,88.4,1461,2499,58.5,27,38.6,35.3,-11.6,376,1426,370,68,1737,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
47c64c55,/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats,Crystal Palace,26,38.0,13395,17308,77.4,238779,88389,6005,6901,87.0,5794,6772,85.6,1309,2751,47.6,29,29.0,23.8,0.0,316,1013,239,51,1243,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
d3fd31cc,/en/squads/d3fd31cc/2022-2023/Everton-Stats,Everton,28,38.0,11790,15783,74.7,214056,82478,5336,6174,86.4,4771,5750,83.0,1366,2947,46.4,24,32.4,26.9,-8.4,308,964,224,67,1052,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
fd962109,/en/squads/fd962109/2022-2023/Fulham-Stats,Fulham,29,38.0,13974,18014,77.6,255629,89303,5867,6818,86.1,6222,7333,84.8,1551,2860,54.2,33,28.5,23.7,+4.5,306,1044,284,97,1326,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
5bfb9659,/en/squads/5bfb9659/2022-2023/Leeds-United-Stats,Leeds United,29,38.0,12437,16924,73.5,206567,84295,6115,7225,84.6,4782,5973,80.1,1072,2528,42.4,31,31.8,27.3,-0.8,337,1086,270,70,1429,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
a2d435b3,/en/squads/a2d435b3/2022-2023/Leicester-City-Stats,Leicester City,28,38.0,14887,18871,78.9,249219,89055,7245,8221,88.1,6087,7165,85.0,1165,2422,48.1,36,38.4,26.3,-2.4,319,1142,220,52,1304,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
822bd0ba,/en/squads/822bd0ba/2022-2023/Liverpool-Stats,Liverpool,28,38.0,20043,24361,82.3,352929,120466,9023,10114,89.2,8561,9758,87.7,1962,3283,59.8,58,55.6,52.3,+2.4,458,1615,452,85,1992,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
b8fd03ef,/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats,Manchester City,24,38.0,23263,26642,87.3,396454,114920,11020,11888,92.7,9848,10836,90.9,1932,2849,67.8,69,57.5,57.6,+11.5,464,1770,445,75,2073,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
19538871,/en/squads/19538871/2022-2023/Manchester-United-Stats,Manchester Utd,26,38.0,16603,20525,80.9,276625,97026,8273,9294,89.0,6359,7306,87.0,1438,2651,54.2,42,52.2,44.6,-10.2,478,1268,398,57,1595,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
b2b47a98,/en/squads/b2b47a98/2022-2023/Newcastle-United-Stats,Newcastle Utd,27,38.0,13925,17837,78.1,246297,90893,6433,7370,87.3,5580,6605,84.5,1523,2774,54.9,42,51.8,45.0,-9.8,435,1083,403,64,1618,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
e4a775cb,/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats,Nott'ham Forest,33,38.0,9543,13606,70.1,177315,72656,4046,4952,81.7,4071,5126,79.4,1187,2708,43.8,22,26.3,20.5,-4.3,246,660,172,50,859,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
33c895d4,/en/squads/33c895d4/2022-2023/Southampton-Stats,Southampton,36,38.0,12319,16391,75.2,211636,79814,5972,6925,86.2,4830,5823,82.9,1170,2625,44.6,25,28.1,26.0,-3.1,302,938,239,71,1125,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
361ca564,/en/squads/361ca564/2022-2023/Tottenham-Hotspur-Stats,Tottenham,29,38.0,15972,19672,81.2,277567,92695,7333,8180,89.6,6707,7682,87.3,1499,2669,56.2,46,43.0,34.0,+3.0,386,1071,323,104,1449,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
7c21e445,/en/squads/7c21e445/2022-2023/West-Ham-United-Stats,West Ham,25,38.0,12369,16357,75.6,219013,84296,5883,6778,86.8,4784,5831,82.0,1383,2753,50.2,25,32.7,26.8,-7.7,340,990,212,80,1274,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
8cec06e1,/en/squads/8cec06e1/2022-2023/Wolverhampton-Wanderers-Stats,Wolves,32,38.0,14554,18294,79.6,264071,87310,6350,7195,88.3,6306,7257,86.9,1574,2890,54.5,12,25.4,21.0,-13.4,294,1110,252,71,1343,9,2022-2023,2a1e07c8-7524-4326-87b9-1700dab82b8f
