team_id,team_url,team,players_used_away,minutes_90s_away,tackles_away,tackles_won_away,tackles_def_3rd_away,tackles_mid_3rd_away,tackles_att_3rd_away,challenge_tackles_away,challenges_away,challenge_tackles_pct_away,challenges_lost_away,blocks_away,blocked_shots_away,blocked_passes_away,interceptions_away,tackles_interceptions_away,clearances_away,errors_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2018-2019/Arsenal-Stats,vs Arsenal,28,38.0,641,362,306,247,88,232,536,43.3,304,496,132,364,525,1166,841,28,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
4ba7cbea,/en/squads/4ba7cbea/2018-2019/Bournemouth-Stats,vs Bournemouth,28,38.0,643,388,297,272,74,287,578,49.7,291,472,102,370,423,1066,830,14,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
d07537b9,/en/squads/d07537b9/2018-2019/Brighton-and-Hove-Albion-Stats,vs Brighton,21,38.0,583,346,272,223,88,247,516,47.9,269,367,87,280,399,982,711,13,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
943e8050,/en/squads/943e8050/2018-2019/Burnley-Stats,vs Burnley,23,38.0,477,291,236,189,52,163,370,44.1,207,329,84,245,307,784,952,11,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
75fae011,/en/squads/75fae011/2018-2019/Cardiff-City-Stats,vs Cardiff City,25,38.0,546,326,283,217,46,214,474,45.1,260,373,117,256,314,860,987,15,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
cff3d9bb,/en/squads/cff3d9bb/2018-2019/Chelsea-Stats,vs Chelsea,24,38.0,712,403,371,266,75,253,702,36.0,449,561,194,367,568,1280,978,21,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
47c64c55,/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats,vs Crystal Palace,26,38.0,763,422,358,307,98,290,667,43.5,377,432,132,300,426,1189,886,14,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
d3fd31cc,/en/squads/d3fd31cc/2018-2019/Everton-Stats,vs Everton,23,38.0,728,430,329,324,75,258,586,44.0,328,462,139,323,410,1138,1046,20,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
fd962109,/en/squads/fd962109/2018-2019/Fulham-Stats,vs Fulham,28,38.0,700,428,298,306,96,214,566,37.8,352,377,110,267,446,1146,765,18,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
f5922ca5,/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats,vs Huddersfield,31,38.0,612,387,302,269,41,213,443,48.1,230,437,115,322,427,1039,1014,19,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
a2d435b3,/en/squads/a2d435b3/2018-2019/Leicester-City-Stats,vs Leicester City,25,38.0,629,378,292,262,75,272,664,41.0,392,434,134,300,480,1109,928,19,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
822bd0ba,/en/squads/822bd0ba/2018-2019/Liverpool-Stats,vs Liverpool,23,38.0,687,412,411,231,45,263,619,42.5,356,477,141,336,499,1186,1101,21,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
b8fd03ef,/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats,vs Manchester City,21,38.0,688,379,469,192,27,296,733,40.4,437,493,191,302,448,1136,1133,27,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
19538871,/en/squads/19538871/2018-2019/Manchester-United-Stats,vs Manchester Utd,28,38.0,655,385,330,249,76,231,552,41.8,321,430,129,301,442,1097,898,21,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
b2b47a98,/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats,vs Newcastle Utd,24,38.0,608,367,281,257,70,207,443,46.7,236,389,116,273,351,959,922,18,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
33c895d4,/en/squads/33c895d4/2018-2019/Southampton-Stats,vs Southampton,30,38.0,601,348,320,222,59,221,508,43.5,287,406,134,272,377,978,889,23,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
361ca564,/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats,vs Tottenham,28,38.0,651,383,338,245,68,302,672,44.9,370,501,141,360,504,1155,937,33,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
2abfe087,/en/squads/2abfe087/2018-2019/Watford-Stats,vs Watford,25,38.0,669,392,328,255,86,251,543,46.2,292,418,125,293,451,1120,998,17,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
7c21e445,/en/squads/7c21e445/2018-2019/West-Ham-United-Stats,vs West Ham,26,38.0,669,414,307,290,72,279,668,41.8,389,457,115,342,409,1078,807,16,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
8cec06e1,/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats,vs Wolves,21,38.0,666,410,304,295,67,264,595,44.4,331,437,119,318,387,1053,828,24,9,2018-2019,b3a8b3e4-603a-42ba-b644-d71b11f66a66
