team_id,team_url,team,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2021-2022/Arsenal-Stats,Arsenal,27,24.4,38,"3,420",90,100,38.0,418,85,304,110,17,232,1.82,61,48,+13,+0.34,60.5,45.7,+14.9,+0.39,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
8602292d,/en/squads/8602292d/2021-2022/Aston-Villa-Stats,Aston Villa,31,26.1,38,"3,420",90,100,38.0,418,85,304,113,20,228,1.18,52,54,-2,-0.05,44.0,49.0,-4.9,-0.13,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
cd051869,/en/squads/cd051869/2021-2022/Brentford-Stats,Brentford,29,25.4,38,"3,420",90,100,38.0,418,84,304,114,22,223,1.21,48,56,-8,-0.21,45.8,48.5,-2.7,-0.07,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
d07537b9,/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats,Brighton,26,26.2,38,"3,420",90,100,38.0,418,84,308,111,22,231,1.34,42,44,-2,-0.05,46.2,42.9,+3.3,+0.09,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
943e8050,/en/squads/943e8050/2021-2022/Burnley-Stats,Burnley,23,28.5,38,"3,420",90,100,38.0,418,86,321,96,19,244,0.92,34,53,-19,-0.50,39.7,57.1,-17.4,-0.46,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
cff3d9bb,/en/squads/cff3d9bb/2021-2022/Chelsea-Stats,Chelsea,26,27.4,38,"3,420",90,100,38.0,418,84,306,111,22,226,1.95,76,33,+43,+1.13,63.4,33.2,+30.1,+0.79,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
47c64c55,/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats,Crystal Palace,24,27.1,38,"3,420",90,100,38.0,418,85,309,108,18,229,1.26,50,46,+4,+0.11,46.4,40.7,+5.7,+0.15,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
d3fd31cc,/en/squads/d3fd31cc/2021-2022/Everton-Stats,Everton,33,26.7,38,"3,420",90,100,38.0,418,85,317,97,21,240,1.03,43,66,-23,-0.61,41.2,55.4,-14.2,-0.37,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
5bfb9659,/en/squads/5bfb9659/2021-2022/Leeds-United-Stats,Leeds United,29,26.1,38,"3,420",90,100,38.0,418,82,312,106,29,234,1.00,42,79,-37,-0.97,44.4,67.8,-23.5,-0.62,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
a2d435b3,/en/squads/a2d435b3/2021-2022/Leicester-City-Stats,Leicester City,28,26.5,38,"3,420",90,100,38.0,418,84,308,109,23,232,1.37,62,59,+3,+0.08,47.8,59.3,-11.5,-0.30,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
822bd0ba,/en/squads/822bd0ba/2021-2022/Liverpool-Stats,Liverpool,27,27.7,38,"3,420",90,100,38.0,418,85,306,111,19,231,2.42,94,26,+68,+1.79,88.7,33.8,+54.9,+1.45,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
b8fd03ef,/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats,Manchester City,26,27.0,38,"3,420",90,100,38.0,418,86,338,79,20,261,2.45,99,26,+73,+1.92,88.7,24.6,+64.0,+1.68,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
19538871,/en/squads/19538871/2021-2022/Manchester-United-Stats,Manchester Utd,29,27.2,38,"3,420",90,100,38.0,418,85,303,114,20,227,1.53,57,57,0,0.00,55.8,53.0,+2.8,+0.07,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
b2b47a98,/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats,Newcastle Utd,29,27.5,38,"3,420",90,100,38.0,418,85,309,108,18,233,1.29,44,62,-18,-0.47,38.1,57.1,-19.0,-0.50,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
1c781004,/en/squads/1c781004/2021-2022/Norwich-City-Stats,Norwich City,28,26.2,38,"3,420",90,100,38.0,418,84,304,114,21,227,0.58,23,84,-61,-1.61,32.3,75.5,-43.2,-1.14,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
33c895d4,/en/squads/33c895d4/2021-2022/Southampton-Stats,Southampton,25,25.7,38,"3,420",90,100,38.0,418,85,307,110,19,232,1.05,43,67,-24,-0.63,44.8,60.0,-15.2,-0.40,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
361ca564,/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats,Tottenham,25,26.5,38,"3,420",90,100,38.0,418,85,311,106,18,236,1.87,69,40,+29,+0.76,61.2,39.3,+21.9,+0.58,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
2abfe087,/en/squads/2abfe087/2021-2022/Watford-Stats,Watford,30,28.4,38,"3,420",90,100,38.0,418,84,309,106,23,234,0.61,34,77,-43,-1.13,40.0,64.5,-24.5,-0.64,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
7c21e445,/en/squads/7c21e445/2021-2022/West-Ham-United-Stats,West Ham,25,28.2,38,"3,420",90,100,38.0,418,86,320,95,17,247,1.47,60,51,+9,+0.24,51.4,53.5,-2.1,-0.06,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
8cec06e1,/en/squads/8cec06e1/2021-2022/Wolverhampton-Wanderers-Stats,Wolves,26,27.3,38,"3,420",90,100,38.0,418,86,310,107,16,230,1.34,38,43,-5,-0.13,37.5,56.9,-19.4,-0.51,9,2021-2022,b50e881a-5543-49a0-aa5e-8ce0f229ef3b
