team_id,team_url,team,players_used_away,minutes_90s_away,passes_away,passes_live_away,passes_dead_away,passes_free_kicks_away,through_balls_away,passes_switches_away,crosses_away,throw_ins_away,corner_kicks_away,corner_kicks_in_away,corner_kicks_out_away,corner_kicks_straight_away,passes_completed_away,passes_offsides_away,passes_blocked_away,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2017-2018/Arsenal-Stats,vs Arsenal,30,38.0,15903,14034,1791,444,58,130,666,744,180,85,37,23,11792,78,345,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
4ba7cbea,/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats,vs Bournemouth,22,38.0,19663,17750,1791,367,80,156,806,856,212,103,72,1,14958,122,405,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
d07537b9,/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats,vs Brighton,24,38.0,21606,19639,1916,471,42,112,802,863,228,107,69,12,17192,51,350,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
943e8050,/en/squads/943e8050/2017-2018/Burnley-Stats,vs Burnley,24,38.0,20149,18139,1956,430,38,136,876,933,240,98,70,15,15271,54,400,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
cff3d9bb,/en/squads/cff3d9bb/2017-2018/Chelsea-Stats,vs Chelsea,26,38.0,18643,16864,1724,447,41,131,626,708,159,88,45,6,14641,55,343,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
47c64c55,/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats,vs Crystal Palace,28,38.0,20017,17972,1969,451,47,179,792,898,209,102,64,7,15474,76,448,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
d3fd31cc,/en/squads/d3fd31cc/2017-2018/Everton-Stats,vs Everton,30,38.0,20161,18034,2068,511,42,174,802,996,212,112,53,11,15346,59,367,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
f5922ca5,/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats,vs Huddersfield,25,38.0,20856,18764,1974,415,57,125,637,1021,209,102,82,4,16103,118,418,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
a2d435b3,/en/squads/a2d435b3/2017-2018/Leicester-City-Stats,vs Leicester City,27,38.0,18852,16777,1996,432,54,163,752,978,216,109,73,5,14205,79,445,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
822bd0ba,/en/squads/822bd0ba/2017-2018/Liverpool-Stats,vs Liverpool,27,38.0,16343,14426,1820,385,49,132,504,793,125,64,37,5,11830,97,388,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
b8fd03ef,/en/squads/b8fd03ef/2017-2018/Manchester-City-Stats,vs Manchester City,25,38.0,12187,10316,1774,390,49,77,364,731,103,59,23,7,8395,97,321,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
19538871,/en/squads/19538871/2017-2018/Manchester-United-Stats,vs Manchester Utd,27,38.0,17783,16006,1725,477,47,109,642,691,175,91,64,4,13672,52,349,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
b2b47a98,/en/squads/b2b47a98/2017-2018/Newcastle-United-Stats,vs Newcastle Utd,27,38.0,22043,19957,2007,448,55,200,805,972,223,105,74,11,17255,79,470,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
33c895d4,/en/squads/33c895d4/2017-2018/Southampton-Stats,vs Southampton,26,38.0,18211,16181,1984,464,38,108,718,923,201,82,65,11,13666,46,421,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
17892952,/en/squads/17892952/2017-2018/Stoke-City-Stats,vs Stoke City,30,38.0,21090,18959,2041,488,81,122,844,926,281,125,62,4,16444,90,397,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
fb10988f,/en/squads/fb10988f/2017-2018/Swansea-City-Stats,vs Swansea City,26,38.0,21866,20064,1723,387,65,142,789,809,195,104,57,6,17707,79,378,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
361ca564,/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats,vs Tottenham,25,38.0,14649,12718,1818,452,66,146,596,748,161,87,53,7,10279,113,360,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
2abfe087,/en/squads/2abfe087/2017-2018/Watford-Stats,vs Watford,29,38.0,18013,15973,1923,482,60,150,676,861,198,95,50,7,13459,117,333,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
60c6b05f,/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats,vs West Brom,24,38.0,22103,20180,1871,487,62,235,783,835,176,80,43,9,17631,52,371,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
7c21e445,/en/squads/7c21e445/2017-2018/West-Ham-United-Stats,vs West Ham,27,38.0,20189,18329,1806,450,70,132,753,813,208,77,81,14,15856,54,380,9,2017-2018,3c96ba67-0e48-455d-8c54-b001aed34dfc
