team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2022-2023/Arsenal-Stats,Arsenal,26,38.0,84,589,194,32.9,15.50,5.11,0.14,0.42,16.0,16,3,4,71.6,68.9,0.12,+12.4,+12.1,9,2022-2023,edddd61a-e590-4a93-bae7-35f635637c70
8602292d,/en/squads/8602292d/2022-2023/Aston-Villa-Stats,Aston Villa,26,38.0,49,427,145,34.0,11.24,3.82,0.11,0.32,18.0,18,3,4,50.3,47.2,0.11,-1.3,-1.2,9,2022-2023,edddd61a-e590-4a93-bae7-35f635637c70
4ba7cbea,/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats,Bournemouth,31,38.0,37,358,126,35.2,9.42,3.32,0.10,0.29,15.5,14,0,0,38.5,38.5,0.11,-1.5,-1.5,9,2022-2023,edddd61a-e590-4a93-bae7-35f635637c70
cd051869,/en/squads/cd051869/2022-2023/Brentford-Stats,Brentford,25,38.0,56,400,147,36.8,10.53,3.87,0.12,0.33,15.7,14,7,8,56.3,50.1,0.13,-0.3,-1.1,9,2022-2023,edddd61a-e590-4a93-bae7-35f635637c70
d07537b9,/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats,Brighton,29,38.0,68,607,219,36.1,15.97,5.76,0.10,0.28,16.8,12,6,6,73.3,68.9,0.12,-5.3,-6.9,9,2022-2023,edddd61a-e590-4a93-bae7-35f635637c70
cff3d9bb,/en/squads/cff3d9bb/2022-2023/Chelsea-Stats,Chelsea,32,38.0,37,481,151,31.4,12.66,3.97,0.07,0.23,16.8,10,3,3,49.5,47.2,0.10,-12.5,-13.2,9,2022-2023,edddd61a-e590-4a93-bae7-35f635637c70
47c64c55,/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats,Crystal Palace,26,38.0,38,423,133,31.4,11.13,3.50,0.09,0.28,17.6,23,1,3,39.3,36.8,0.09,-1.3,+0.2,9,2022-2023,edddd61a-e590-4a93-bae7-35f635637c70
d3fd31cc,/en/squads/d3fd31cc/2022-2023/Everton-Stats,Everton,28,38.0,32,426,143,33.6,11.21,3.76,0.07,0.20,16.8,12,3,3,45.2,42.8,0.10,-13.2,-13.8,9,2022-2023,edddd61a-e590-4a93-bae7-35f635637c70
fd962109,/en/squads/fd962109/2022-2023/Fulham-Stats,Fulham,29,38.0,52,420,137,32.6,11.05,3.61,0.11,0.34,17.3,17,5,9,46.2,39.1,0.10,+5.8,+7.9,9,2022-2023,edddd61a-e590-4a93-bae7-35f635637c70
5bfb9659,/en/squads/5bfb9659/2022-2023/Leeds-United-Stats,Leeds United,29,38.0,45,459,141,30.7,12.08,3.71,0.10,0.31,16.6,19,1,3,47.3,44.9,0.10,-2.3,-0.9,9,2022-2023,edddd61a-e590-4a93-bae7-35f635637c70
