ranker,nationality,players,minutes,List,competition_id,season_id,id
1,nlNetherlands,327,"273,852","Sem Steijn,Luuk de Jong,Guus Til,Kenneth Taylor,Noa Lang,Dylan Vente,Michel Vlap,Bart van Rooij,Peer Koopmeiners,Mats Deijl...",23,2024-2025,bee8db26-0f4b-40cb-b3b8-6a12a762fca5
2,beBelgium,38,"44,280","Brian De Keersmaecker,Jan Van den Bergh,Dylan Mbayo,Siebe Horemans,Johan Bakayoko,Kyan Vaesen,Cisse Sandra,Arno Verschueren,Ilias Sebaoui,Mika Godts...",23,2024-2025,bee8db26-0f4b-40cb-b3b8-6a12a762fca5
3,deGermany,18,"22,367","Mats Köhlert,Mario Engels,Marco Rente,Gerrit Nauber,Lars Unnerstall,Timon Wellenreuther,Luca Plogmann,Jannes Wieckhoff,Emilio Kehrer,Raul Paula...",23,2024-2025,bee8db26-0f4b-40cb-b3b8-6a12a762fca5
4,noNorway,16,"20,057","Tobias Lauritsen,David Møller Wolfe,Oliver Braude,Nikolai Hopland,Oliver Edvardsen,Kornelius Hansen,Joshua Kitolano,Johan Hove,Fredrik Oldrup Jensen,Mathias Kjølø...",23,2024-2025,bee8db26-0f4b-40cb-b3b8-6a12a762fca5
,,,,View Complete Nationalities Table,23,2024-2025,bee8db26-0f4b-40cb-b3b8-6a12a762fca5
