team_id,team_url,team,players_used_away,gk_games_away,gk_games_starts_away,gk_minutes_away,minutes_90s_away,gk_goals_against_away,gk_goals_against_per90_away,gk_shots_on_target_against_away,gk_saves_away,gk_save_pct_away,gk_wins_away,gk_ties_away,gk_losses_away,gk_clean_sheets_away,gk_clean_sheets_pct_away,gk_pens_att_away,gk_pens_allowed_away,gk_pens_saved_away,gk_pens_missed_away,gk_pens_save_pct_away,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2024-2025/Ajax-Stats,vs Ajax,3,34,34,"3,060",34.0,67,1.97,170,101,64.1,4,6,24,2,5.9,9,6,3,0,33.3,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/2b41acb5/Almere-City-Stats,vs Almere City,2,34,34,"3,060",34.0,23,0.68,110,89,79.1,20,10,4,17,50.0,0,0,0,0,,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
3986b791,/en/squads/3986b791/2024-2025/AZ-Alkmaar-Stats,vs AZ Alkmaar,2,34,34,"3,060",34.0,58,1.71,186,129,69.9,9,9,16,5,14.7,2,2,0,0,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/fb4ca611/Feyenoord-Stats,vs Feyenoord,3,34,34,"3,060",34.0,76,2.24,204,133,65.7,6,8,20,5,14.7,6,6,0,0,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/bd08295c/Fortuna-Sittard-Stats,vs Fortuna Sittard,2,34,34,"3,060",34.0,37,1.09,105,69,68.6,15,8,11,11,32.4,6,4,0,2,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,vs Go Ahead Eag,2,34,34,"3,060",34.0,57,1.68,151,94,63.6,11,9,14,7,20.6,2,2,0,0,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/bec05adb/Groningen-Stats,vs Groningen,2,34,34,"3,060",34.0,40,1.18,143,103,75.5,15,9,10,12,35.3,6,5,1,0,16.7,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/193ff7aa/Heerenveen-Stats,vs Heerenveen,2,34,34,"3,060",34.0,42,1.24,144,102,74.3,15,7,12,10,29.4,6,5,1,0,16.7,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/c882b88e/Heracles-Almelo-Stats,vs Heracles Almelo,1,34,34,"3,060",34.0,42,1.24,127,85,70.9,14,11,9,9,26.5,5,5,0,0,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/8ed04be8/NAC-Breda-Stats,vs NAC Breda,3,34,34,"3,060",34.0,34,1.00,127,93,75.6,17,9,8,10,29.4,3,3,0,0,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/fc629994/NEC-Nijmegen-Stats,vs NEC Nijmegen,2,34,34,"3,060",34.0,51,1.50,147,96,67.3,15,7,12,9,26.5,3,3,0,0,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
e334d850,/en/squads/e334d850/2024-2025/PSV-Eindhoven-Stats,vs PSV Eindhoven,2,34,34,"3,060",34.0,103,3.03,265,166,61.9,5,4,25,2,5.9,4,2,0,2,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/bb14adb3/RKC-Waalwijk-Stats,vs RKC Waalwijk,4,34,34,"3,060",34.0,44,1.29,135,94,69.6,21,7,6,11,32.4,3,3,0,0,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/146a68ce/Sparta-Rotterdam-Stats,vs Sparta R'dam,1,34,34,"3,060",34.0,39,1.15,160,122,76.9,13,12,9,9,26.5,2,2,0,0,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/a1f721d3/Twente-Stats,vs Twente,2,34,34,"3,060",34.0,62,1.82,179,118,69.3,10,9,15,2,5.9,7,7,0,0,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
2a428619,/en/squads/2a428619/2024-2025/Utrecht-Stats,vs Utrecht,2,34,34,"3,060",34.0,62,1.82,159,101,62.3,6,10,18,6,17.6,2,2,0,0,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/f0479d7b/Willem-II-Stats,vs Willem II,1,34,34,"3,060",34.0,34,1.00,104,74,70.2,20,8,6,11,32.4,3,3,0,0,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
squads,/en/squads/e3db180b/Zwolle-Stats,vs Zwolle,2,34,34,"3,060",34.0,43,1.26,127,85,68.5,13,11,10,10,29.4,3,3,0,0,0.0,23,2024-2025,0ec2e026-7816-4d40-91bb-e2ed3630d1bb
