rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,e334d850,/en/squads/e334d850/2024-2025/PSV-Eindhoven-Stats,PSV Eindhoven,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e334d850.png,17,13,3,1,55,15,+40,42,2.47,47.0,15.0,+32.1,+1.89,17,12,1,4,48,24,+24,37,2.18,35.9,17.6,+18.3,+1.08,23,2024-2025,774d23a3-a3cd-4e52-bc22-b852451a4f9a
2,19c3f8c4,/en/squads/19c3f8c4/2024-2025/Ajax-Stats,Ajax,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.19c3f8c4.png,17,13,3,1,38,14,+24,42,2.47,37.9,12.4,+25.5,+1.50,17,11,3,3,29,18,+11,36,2.12,26.8,19.0,+7.7,+0.45,23,2024-2025,774d23a3-a3cd-4e52-bc22-b852451a4f9a
3,squads,/en/squads/fb4ca611/Feyenoord-Stats,Feyenoord,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.fb4ca611.png,17,11,3,3,38,18,+20,36,2.12,32.6,15.8,+16.7,+0.98,17,9,5,3,38,20,+18,32,1.88,28.8,19.3,+9.5,+0.56,23,2024-2025,774d23a3-a3cd-4e52-bc22-b852451a4f9a
4,2a428619,/en/squads/2a428619/2024-2025/Utrecht-Stats,Utrecht,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2a428619.png,17,9,3,5,28,24,+4,30,1.76,26.7,18.9,+7.8,+0.46,17,9,7,1,34,21,+13,34,2.00,22.6,24.7,-2.2,-0.13,23,2024-2025,774d23a3-a3cd-4e52-bc22-b852451a4f9a
5,3986b791,/en/squads/3986b791/2024-2025/AZ-Alkmaar-Stats,AZ Alkmaar,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.3986b791.png,17,8,4,5,30,17,+13,28,1.65,32.3,13.3,+19.0,+1.12,17,8,5,4,28,20,+8,29,1.71,22.2,20.9,+1.3,+0.08,23,2024-2025,774d23a3-a3cd-4e52-bc22-b852451a4f9a
6,squads,/en/squads/a1f721d3/Twente-Stats,Twente,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a1f721d3.png,17,10,4,3,36,21,+15,34,2.00,33.2,21.0,+12.2,+0.72,17,5,5,7,26,28,-2,20,1.18,21.7,22.8,-1.1,-0.07,23,2024-2025,774d23a3-a3cd-4e52-bc22-b852451a4f9a
7,squads,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,Go Ahead Eag,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e33d6108.png,17,10,4,3,32,22,+10,34,2.00,29.6,16.4,+13.2,+0.77,17,4,5,8,25,33,-8,17,1.00,24.8,29.2,-4.3,-0.25,23,2024-2025,774d23a3-a3cd-4e52-bc22-b852451a4f9a
8,squads,/en/squads/fc629994/NEC-Nijmegen-Stats,NEC Nijmegen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.fc629994.png,17,6,6,5,36,24,+12,24,1.41,28.6,19.3,+9.3,+0.55,17,6,1,10,15,22,-7,19,1.12,16.1,24.7,-8.5,-0.50,23,2024-2025,774d23a3-a3cd-4e52-bc22-b852451a4f9a
9,squads,/en/squads/193ff7aa/Heerenveen-Stats,Heerenveen,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.193ff7aa.png,17,10,6,1,30,15,+15,36,2.12,26.3,18.1,+8.2,+0.48,17,2,1,14,12,42,-30,7,0.41,17.0,30.4,-13.4,-0.79,23,2024-2025,774d23a3-a3cd-4e52-bc22-b852451a4f9a
10,squads,/en/squads/e3db180b/Zwolle-Stats,Zwolle,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e3db180b.png,17,7,4,6,24,20,+4,25,1.47,23.0,25.7,-2.6,-0.16,17,3,7,7,19,31,-12,16,0.94,16.0,31.2,-15.2,-0.89,23,2024-2025,774d23a3-a3cd-4e52-bc22-b852451a4f9a
