team_id,team_url,team,players_used,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,competition_id,season_id,id
4e7459b7,/en/squads/4e7459b7/2018-2019/ADO-Den-Haag-Stats,ADO Den Haag,25,34.0,10078,14115,71.4,200493,83388,4137,4946,83.6,3844,4913,78.2,1753,3307,53.0,41,33.2,29.2,+7.8,299,869,187,73,1122,23,2018-2019,88117fe1-67c4-4e2e-897b-1104578ccce1
19c3f8c4,/en/squads/19c3f8c4/2018-2019/Ajax-Stats,Ajax,29,34.0,17629,21348,82.6,277260,100520,9150,10118,90.4,6226,7251,85.9,1349,2292,58.9,73,67.8,79.3,+5.2,513,1525,541,90,2234,23,2018-2019,88117fe1-67c4-4e2e-897b-1104578ccce1
3986b791,/en/squads/3986b791/2018-2019/AZ-Alkmaar-Stats,AZ Alkmaar,24,34.0,15265,18857,81.0,275253,93127,6562,7446,88.1,6467,7408,87.3,1723,2912,59.2,42,48.2,45.8,-6.2,400,1225,371,39,1733,23,2018-2019,88117fe1-67c4-4e2e-897b-1104578ccce1
c6f58d53,/en/squads/c6f58d53/2018-2019/De-Graafschap-Stats,De Graafschap,26,34.0,9858,13809,71.4,195775,84090,3903,4800,81.3,4326,5436,79.6,1470,2926,50.2,24,29.3,26.0,-5.3,276,893,210,60,1130,23,2018-2019,88117fe1-67c4-4e2e-897b-1104578ccce1
01888db1,/en/squads/01888db1/2018-2019/Emmen-Stats,Emmen,28,34.0,11803,15649,75.4,218736,88405,5262,6167,85.3,4599,5576,82.5,1571,2933,53.6,26,30.3,26.9,-4.3,325,977,223,72,1202,23,2018-2019,88117fe1-67c4-4e2e-897b-1104578ccce1
740cb7d4,/en/squads/740cb7d4/2018-2019/Excelsior-Stats,Excelsior,24,34.0,11648,15362,75.8,223368,92376,4785,5654,84.6,4888,5854,83.5,1689,3104,54.4,33,28.7,28.6,+4.3,273,998,215,61,1290,23,2018-2019,88117fe1-67c4-4e2e-897b-1104578ccce1
fb4ca611,/en/squads/fb4ca611/2018-2019/Feyenoord-Stats,Feyenoord,28,34.0,17075,20680,82.6,303641,100902,7814,8681,90.0,6610,7594,87.0,2034,3135,64.9,53,54.6,57.6,-1.6,481,1334,401,62,1947,23,2018-2019,88117fe1-67c4-4e2e-897b-1104578ccce1
bd08295c,/en/squads/bd08295c/2018-2019/Fortuna-Sittard-Stats,Fortuna Sittard,28,34.0,10951,14788,74.1,198081,82228,5099,6009,84.9,4022,5008,80.3,1432,2820,50.8,30,29.2,25.6,+0.8,314,847,197,45,1024,23,2018-2019,88117fe1-67c4-4e2e-897b-1104578ccce1
bec05adb,/en/squads/bec05adb/2018-2019/Groningen-Stats,Groningen,27,34.0,9709,14155,68.6,189328,78663,3927,4930,79.7,4001,5161,77.5,1452,3178,45.7,24,28.8,27.9,-4.8,303,847,244,64,1115,23,2018-2019,88117fe1-67c4-4e2e-897b-1104578ccce1
193ff7aa,/en/squads/193ff7aa/2018-2019/Heerenveen-Stats,Heerenveen,24,34.0,11990,15965,75.1,220496,84172,5065,6057,83.6,5067,6175,82.1,1455,2796,52.0,47,39.0,32.3,+8.0,308,925,197,50,1256,23,2018-2019,88117fe1-67c4-4e2e-897b-1104578ccce1
