team_id,team_url,team,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,competition_id,season_id,id
4e7459b7,/en/squads/4e7459b7/2017-2018/ADO-Den-Haag-Stats,ADO Den Haag,27,26.6,34,"3,060",90,100,34.0,374,,,95,0,249,1.38,45,53,-8,-0.24,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
19c3f8c4,/en/squads/19c3f8c4/2017-2018/Ajax-Stats,Ajax,30,23.1,34,"3,060",90,100,34.0,374,,,93,0,175,2.32,89,33,+56,+1.65,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
3986b791,/en/squads/3986b791/2017-2018/AZ-Alkmaar-Stats,AZ Alkmaar,26,23.6,34,"3,060",90,100,34.0,374,,,76,0,199,2.09,72,38,+34,+1.00,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
740cb7d4,/en/squads/740cb7d4/2017-2018/Excelsior-Stats,Excelsior,25,26.2,34,"3,060",90,100,34.0,374,,,98,0,194,1.18,41,56,-15,-0.44,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
fb4ca611,/en/squads/fb4ca611/2017-2018/Feyenoord-Stats,Feyenoord,26,25.8,34,"3,060",90,100,34.0,374,,,82,0,254,1.94,76,39,+37,+1.09,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
bec05adb,/en/squads/bec05adb/2017-2018/Groningen-Stats,Groningen,24,23.2,34,"3,060",90,100,34.0,374,,,84,0,211,1.12,50,50,0,0.00,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
193ff7aa,/en/squads/193ff7aa/2017-2018/Heerenveen-Stats,Heerenveen,23,24.2,34,"3,060",90,100,34.0,374,,,99,0,219,1.35,48,53,-5,-0.15,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
c882b88e,/en/squads/c882b88e/2017-2018/Heracles-Almelo-Stats,Heracles Almelo,25,25.6,34,"3,060",90,100,34.0,374,,,93,0,233,1.24,50,64,-14,-0.41,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
8ed04be8,/en/squads/8ed04be8/2017-2018/NAC-Breda-Stats,NAC Breda,26,22.4,34,"3,060",90,100,34.0,374,,,90,0,215,1.00,41,57,-16,-0.47,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
e334d850,/en/squads/e334d850/2017-2018/PSV-Eindhoven-Stats,PSV Eindhoven,26,24.0,34,"3,060",90,100,34.0,374,,,89,0,293,2.44,87,39,+48,+1.41,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
45b403c3,/en/squads/45b403c3/2017-2018/Roda-JC-Kerkrade-Stats,Roda JC,25,25.2,34,"3,060",90,100,34.0,374,,,94,0,256,0.88,42,69,-27,-0.79,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
146a68ce,/en/squads/146a68ce/2017-2018/Sparta-Rotterdam-Stats,Sparta R'dam,32,24.6,34,"3,060",90,100,34.0,374,,,95,0,276,0.79,34,75,-41,-1.21,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
a1f721d3,/en/squads/a1f721d3/2017-2018/Twente-Stats,Twente,30,24.0,34,"3,060",90,100,34.0,374,,,91,0,211,0.71,37,63,-26,-0.76,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
2a428619,/en/squads/2a428619/2017-2018/Utrecht-Stats,Utrecht,26,25.7,34,"3,060",90,100,34.0,374,,,95,0,215,1.59,58,53,+5,+0.15,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
209d7fa2,/en/squads/209d7fa2/2017-2018/Vitesse-Stats,Vitesse,27,25.4,34,"3,060",90,100,34.0,374,,,88,0,213,1.44,63,47,+16,+0.47,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
534ac6d0,/en/squads/534ac6d0/2017-2018/VVV-Venlo-Stats,VVV-Venlo,24,25.9,34,"3,060",90,100,34.0,374,,,91,0,223,1.00,35,54,-19,-0.56,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
f0479d7b,/en/squads/f0479d7b/2017-2018/Willem-II-Stats,Willem II,26,24.6,34,"3,060",90,100,34.0,374,,,90,0,216,1.09,50,63,-13,-0.38,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
e3db180b,/en/squads/e3db180b/2017-2018/Zwolle-Stats,Zwolle,29,25.7,34,"3,060",90,100,34.0,374,,,96,0,212,1.29,42,54,-12,-0.35,23,2017-2018,7f2b3cd8-806c-447b-bf5c-14c61f93a719
