team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,competition_id,season_id,id
4e7459b7,/en/squads/4e7459b7/2016-2017/ADO-Den-Haag-Stats,ADO Den Haag,29,26.2,42.6,34,374,"3,060",34.0,37,25,62,33,4,5,70,3,1.09,0.74,1.82,0.97,1.71,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
19c3f8c4,/en/squads/19c3f8c4/2016-2017/Ajax-Stats,Ajax,29,22.5,63.1,34,374,"3,060",34.0,77,57,134,71,6,10,48,2,2.26,1.68,3.94,2.09,3.76,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
3986b791,/en/squads/3986b791/2016-2017/AZ-Alkmaar-Stats,AZ Alkmaar,28,24.1,53.7,34,374,"3,060",34.0,51,36,87,48,3,5,62,1,1.50,1.06,2.56,1.41,2.47,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
740cb7d4,/en/squads/740cb7d4/2016-2017/Excelsior-Stats,Excelsior,25,25.9,42.1,34,374,"3,060",34.0,42,29,71,38,4,4,63,2,1.24,0.85,2.09,1.12,1.97,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
fb4ca611,/en/squads/fb4ca611/2016-2017/Feyenoord-Stats,Feyenoord,25,27.3,57.4,34,374,"3,060",34.0,85,62,147,83,2,3,46,0,2.50,1.82,4.32,2.44,4.26,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
e33d6108,/en/squads/e33d6108/2016-2017/Go-Ahead-Eagles-Stats,Go Ahead Eag,31,25.6,46.9,34,374,"3,060",34.0,32,20,52,28,4,5,60,1,0.94,0.59,1.53,0.82,1.41,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
bec05adb,/en/squads/bec05adb/2016-2017/Groningen-Stats,Groningen,25,24.4,46.4,34,374,"3,060",34.0,53,35,88,50,3,3,50,2,1.56,1.03,2.59,1.47,2.50,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
193ff7aa,/en/squads/193ff7aa/2016-2017/Heerenveen-Stats,Heerenveen,23,23.9,56.5,34,374,"3,060",34.0,52,34,86,49,3,4,48,3,1.53,1.00,2.53,1.44,2.44,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
c882b88e,/en/squads/c882b88e/2016-2017/Heracles-Almelo-Stats,Heracles Almelo,27,24.6,51.1,34,374,"3,060",34.0,53,35,88,47,6,10,45,1,1.56,1.03,2.59,1.38,2.41,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
fc629994,/en/squads/fc629994/2016-2017/NEC-Nijmegen-Stats,NEC Nijmegen,27,23.4,43.2,34,374,"3,060",34.0,30,24,54,28,2,3,56,1,0.88,0.71,1.59,0.82,1.53,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
e334d850,/en/squads/e334d850/2016-2017/PSV-Eindhoven-Stats,PSV Eindhoven,23,24.7,59.3,34,374,"3,060",34.0,66,47,113,62,4,5,38,0,1.94,1.38,3.32,1.82,3.21,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
45b403c3,/en/squads/45b403c3/2016-2017/Roda-JC-Kerkrade-Stats,Roda JC,30,26.4,42.4,34,374,"3,060",34.0,26,20,46,26,0,0,62,3,0.76,0.59,1.35,0.76,1.35,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
146a68ce,/en/squads/146a68ce/2016-2017/Sparta-Rotterdam-Stats,Sparta R'dam,29,24.2,45.3,34,374,"3,060",34.0,40,30,70,38,2,3,59,1,1.18,0.88,2.06,1.12,2.00,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
a1f721d3,/en/squads/a1f721d3/2016-2017/Twente-Stats,Twente,25,22.5,51.1,34,374,"3,060",34.0,46,32,78,40,6,6,45,2,1.35,0.94,2.29,1.18,2.12,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
2a428619,/en/squads/2a428619/2016-2017/Utrecht-Stats,Utrecht,29,24.2,52.4,34,374,"3,060",34.0,49,33,82,45,4,4,61,0,1.44,0.97,2.41,1.32,2.29,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
209d7fa2,/en/squads/209d7fa2/2016-2017/Vitesse-Stats,Vitesse,27,24.8,52.2,34,374,"3,060",34.0,51,36,87,46,5,5,47,2,1.50,1.06,2.56,1.35,2.41,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
f0479d7b,/en/squads/f0479d7b/2016-2017/Willem-II-Stats,Willem II,25,25.2,46.7,34,374,"3,060",34.0,29,18,47,28,1,1,40,0,0.85,0.53,1.38,0.82,1.35,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
e3db180b,/en/squads/e3db180b/2016-2017/Zwolle-Stats,Zwolle,27,24.1,48.8,34,374,"3,060",34.0,39,30,69,38,1,1,61,2,1.15,0.88,2.03,1.12,2.00,23,2016-2017,aacf88a5-3651-42f7-929f-fe874ca9d501
