team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,competition_id,season_id,id
4e7459b7,/en/squads/4e7459b7/2016-2017/ADO-Den-Haag-Stats,vs ADO Den Haag,29,24.7,57.4,34,374,"3,060",34.0,56,41,97,54,2,3,45,0,1.65,1.21,2.85,1.59,2.79,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
19c3f8c4,/en/squads/19c3f8c4/2016-2017/Ajax-Stats,vs Ajax,29,24.6,36.9,34,374,"3,060",34.0,22,16,38,21,1,2,71,4,0.65,0.47,1.12,0.62,1.09,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
3986b791,/en/squads/3986b791/2016-2017/AZ-Alkmaar-Stats,vs AZ Alkmaar,28,24.7,46.3,34,374,"3,060",34.0,52,35,87,46,6,6,69,5,1.53,1.03,2.56,1.35,2.38,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
740cb7d4,/en/squads/740cb7d4/2016-2017/Excelsior-Stats,vs Excelsior,25,24.7,57.9,34,374,"3,060",34.0,57,40,97,52,5,6,56,0,1.68,1.18,2.85,1.53,2.71,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
fb4ca611,/en/squads/fb4ca611/2016-2017/Feyenoord-Stats,vs Feyenoord,25,24.7,42.6,34,374,"3,060",34.0,25,18,43,24,1,1,37,1,0.74,0.53,1.26,0.71,1.24,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
e33d6108,/en/squads/e33d6108/2016-2017/Go-Ahead-Eagles-Stats,vs Go Ahead Eag,31,24.5,53.1,34,374,"3,060",34.0,72,44,116,61,11,11,49,2,2.12,1.29,3.41,1.79,3.09,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
bec05adb,/en/squads/bec05adb/2016-2017/Groningen-Stats,vs Groningen,25,24.7,53.6,34,374,"3,060",34.0,51,37,88,49,2,4,38,1,1.50,1.09,2.59,1.44,2.53,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
193ff7aa,/en/squads/193ff7aa/2016-2017/Heerenveen-Stats,vs Heerenveen,23,24.8,43.5,34,374,"3,060",34.0,52,35,87,47,5,7,65,8,1.53,1.03,2.56,1.38,2.41,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
c882b88e,/en/squads/c882b88e/2016-2017/Heracles-Almelo-Stats,vs Heracles Almelo,27,24.7,48.9,34,374,"3,060",34.0,53,34,87,48,5,8,55,6,1.56,1.00,2.56,1.41,2.41,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
fc629994,/en/squads/fc629994/2016-2017/NEC-Nijmegen-Stats,vs NEC Nijmegen,27,24.8,56.8,34,374,"3,060",34.0,56,39,95,53,3,3,51,2,1.65,1.15,2.79,1.56,2.71,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
e334d850,/en/squads/e334d850/2016-2017/PSV-Eindhoven-Stats,vs PSV Eindhoven,23,24.6,40.7,34,374,"3,060",34.0,23,17,40,21,2,3,50,2,0.68,0.50,1.18,0.62,1.12,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
45b403c3,/en/squads/45b403c3/2016-2017/Roda-JC-Kerkrade-Stats,vs Roda JC,30,24.5,57.6,34,374,"3,060",34.0,51,35,86,45,6,7,42,3,1.50,1.03,2.53,1.32,2.35,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
146a68ce,/en/squads/146a68ce/2016-2017/Sparta-Rotterdam-Stats,vs Sparta R'dam,29,24.8,54.7,34,374,"3,060",34.0,61,48,109,60,1,3,58,4,1.79,1.41,3.21,1.76,3.18,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
a1f721d3,/en/squads/a1f721d3/2016-2017/Twente-Stats,vs Twente,25,24.9,48.9,34,374,"3,060",34.0,47,38,85,46,1,1,51,4,1.38,1.12,2.50,1.35,2.47,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
2a428619,/en/squads/2a428619/2016-2017/Utrecht-Stats,vs Utrecht,29,24.7,47.6,34,374,"3,060",34.0,36,22,58,35,1,2,54,7,1.06,0.65,1.71,1.03,1.68,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
209d7fa2,/en/squads/209d7fa2/2016-2017/Vitesse-Stats,vs Vitesse,27,24.7,47.8,34,374,"3,060",34.0,38,29,67,35,3,4,53,3,1.12,0.85,1.97,1.03,1.88,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
f0479d7b,/en/squads/f0479d7b/2016-2017/Willem-II-Stats,vs Willem II,25,24.5,53.3,34,374,"3,060",34.0,41,27,68,41,0,2,40,2,1.21,0.79,2.00,1.21,2.00,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
e3db180b,/en/squads/e3db180b/2016-2017/Zwolle-Stats,vs Zwolle,27,24.7,51.2,34,374,"3,060",34.0,66,50,116,61,5,6,51,3,1.94,1.47,3.41,1.79,3.26,23,2016-2017,87c53970-1564-4254-bdba-00b9254d08f5
