team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,competition_id,season_id,id
4e7459b7,/en/squads/4e7459b7/2016-2017/ADO-Den-Haag-Stats,ADO Den Haag,29,34.0,70,3,3,428,0,0,0,0,0,0,0,3,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
19c3f8c4,/en/squads/19c3f8c4/2016-2017/Ajax-Stats,Ajax,29,34.0,48,2,2,406,0,0,0,0,0,0,0,1,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
3986b791,/en/squads/3986b791/2016-2017/AZ-Alkmaar-Stats,AZ Alkmaar,28,34.0,62,1,1,435,0,0,0,0,0,0,0,0,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
740cb7d4,/en/squads/740cb7d4/2016-2017/Excelsior-Stats,Excelsior,25,34.0,63,2,2,425,0,0,0,0,0,0,0,3,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
fb4ca611,/en/squads/fb4ca611/2016-2017/Feyenoord-Stats,Feyenoord,25,34.0,46,0,0,420,0,0,0,0,0,0,0,0,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
e33d6108,/en/squads/e33d6108/2016-2017/Go-Ahead-Eagles-Stats,Go Ahead Eag,31,34.0,60,1,1,396,0,0,0,0,0,0,0,1,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
bec05adb,/en/squads/bec05adb/2016-2017/Groningen-Stats,Groningen,25,34.0,50,2,2,405,0,0,0,0,0,0,0,0,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
193ff7aa,/en/squads/193ff7aa/2016-2017/Heerenveen-Stats,Heerenveen,23,34.0,48,3,3,387,0,0,0,0,0,0,0,1,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
c882b88e,/en/squads/c882b88e/2016-2017/Heracles-Almelo-Stats,Heracles Almelo,27,34.0,45,1,1,365,0,0,0,0,0,0,0,2,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
fc629994,/en/squads/fc629994/2016-2017/NEC-Nijmegen-Stats,NEC Nijmegen,27,34.0,56,1,1,370,0,0,0,0,0,0,0,3,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
e334d850,/en/squads/e334d850/2016-2017/PSV-Eindhoven-Stats,PSV Eindhoven,23,34.0,38,0,0,319,0,0,0,0,0,0,0,0,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
45b403c3,/en/squads/45b403c3/2016-2017/Roda-JC-Kerkrade-Stats,Roda JC,30,34.0,62,3,3,407,0,0,0,0,0,0,0,0,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
146a68ce,/en/squads/146a68ce/2016-2017/Sparta-Rotterdam-Stats,Sparta R'dam,29,34.0,59,1,1,467,0,0,0,0,0,0,0,0,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
a1f721d3,/en/squads/a1f721d3/2016-2017/Twente-Stats,Twente,25,34.0,45,2,2,335,0,0,0,0,0,0,0,3,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
2a428619,/en/squads/2a428619/2016-2017/Utrecht-Stats,Utrecht,29,34.0,61,0,0,382,0,0,0,0,0,0,0,2,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
209d7fa2,/en/squads/209d7fa2/2016-2017/Vitesse-Stats,Vitesse,27,34.0,47,2,2,423,0,0,0,0,0,0,0,2,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
f0479d7b,/en/squads/f0479d7b/2016-2017/Willem-II-Stats,Willem II,25,34.0,40,0,0,362,0,0,0,0,0,0,0,3,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
e3db180b,/en/squads/e3db180b/2016-2017/Zwolle-Stats,Zwolle,27,34.0,61,2,2,420,0,0,0,0,0,0,0,1,23,2016-2017,203834d3-408c-4d2f-bee0-01bf859fe8b0
