team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,pens_made,pens_att,competition_id,season_id,id
4e7459b7,/en/squads/4e7459b7/2017-2018/ADO-Den-Haag-Stats,ADO Den Haag,27,34.0,45,0,149,,0.00,4.38,,0.28,,3,3,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
19c3f8c4,/en/squads/19c3f8c4/2017-2018/Ajax-Stats,Ajax,30,34.0,87,0,274,,0.00,8.06,,0.30,,6,9,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
3986b791,/en/squads/3986b791/2017-2018/AZ-Alkmaar-Stats,AZ Alkmaar,26,34.0,67,0,233,,0.00,6.85,,0.26,,6,8,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
740cb7d4,/en/squads/740cb7d4/2017-2018/Excelsior-Stats,Excelsior,25,34.0,39,0,138,,0.00,4.06,,0.24,,6,7,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
fb4ca611,/en/squads/fb4ca611/2017-2018/Feyenoord-Stats,Feyenoord,26,34.0,74,0,219,,0.00,6.44,,0.33,,1,3,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
bec05adb,/en/squads/bec05adb/2017-2018/Groningen-Stats,Groningen,24,34.0,46,0,147,,0.00,4.32,,0.27,,7,9,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
193ff7aa,/en/squads/193ff7aa/2017-2018/Heerenveen-Stats,Heerenveen,23,34.0,47,0,172,,0.00,5.06,,0.27,,1,3,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
c882b88e,/en/squads/c882b88e/2017-2018/Heracles-Almelo-Stats,Heracles Almelo,25,34.0,49,0,164,,0.00,4.82,,0.27,,5,6,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
8ed04be8,/en/squads/8ed04be8/2017-2018/NAC-Breda-Stats,NAC Breda,26,34.0,40,0,152,,0.00,4.47,,0.23,,5,6,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
e334d850,/en/squads/e334d850/2017-2018/PSV-Eindhoven-Stats,PSV Eindhoven,26,34.0,82,0,269,,0.00,7.91,,0.27,,10,10,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
45b403c3,/en/squads/45b403c3/2017-2018/Roda-JC-Kerkrade-Stats,Roda JC,25,34.0,41,0,123,,0.00,3.62,,0.31,,3,4,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
146a68ce,/en/squads/146a68ce/2017-2018/Sparta-Rotterdam-Stats,Sparta R'dam,32,34.0,33,0,141,,0.00,4.15,,0.22,,2,2,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
a1f721d3,/en/squads/a1f721d3/2017-2018/Twente-Stats,Twente,30,34.0,36,0,152,,0.00,4.47,,0.22,,2,2,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
2a428619,/en/squads/2a428619/2017-2018/Utrecht-Stats,Utrecht,26,34.0,58,0,186,,0.00,5.47,,0.31,,1,1,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
209d7fa2,/en/squads/209d7fa2/2017-2018/Vitesse-Stats,Vitesse,27,34.0,58,0,167,,0.00,4.91,,0.34,,2,3,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
534ac6d0,/en/squads/534ac6d0/2017-2018/VVV-Venlo-Stats,VVV-Venlo,24,34.0,34,0,139,,0.00,4.09,,0.22,,4,6,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
f0479d7b,/en/squads/f0479d7b/2017-2018/Willem-II-Stats,Willem II,26,34.0,50,0,137,,0.00,4.03,,0.34,,3,3,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
e3db180b,/en/squads/e3db180b/2017-2018/Zwolle-Stats,Zwolle,29,34.0,41,0,193,,0.00,5.68,,0.19,,5,6,23,2017-2018,49ff0799-f717-47d5-b278-7c9915ccb45e
